District Name,County Name (District),District Type (District),Census Day Enrollment (District),English Learners % (District),Free/Reduced Meals % (District),Ethnic Diversity Index (District),Cohort Graduates % (District),Grads Mtg UC/CSU % (District),Grads Mtg UC/CSU # (District),ACT Test Takers # (District),Per Pupil Ratio: Teacher (District),Avg Years Teaching (District),Teacher Salary-Avg (District),Chronic Absenteeism % (District),CAASPP-Math Standard Exceeded or Met (Levels 3 and 4) (District),CAASPP-ELA Standard Exceeded or Met (Levels 3 and 4) (District),Current Exp of Educ per ADA (Ed Code 41372) (District),Gen Fund Exp by Object Code - 4000-4999 Books & Supplies Per Student (District),Total Gen Fund Revenues Per Student (District),Gen Fund Exp by Activity - 4000-4999 Ancillary Services Per Student # (District),Gen Fund Exp by Activity - 1000-1999 Instruction Per Student # (District),Gen Fund Exp by Activity - 5000-5999 Community Services Per Student # (District),Gen Fund Exp by Activity - 7000-7999 General Administration Per Student # (District),Gen Fund Exp by Activity - 3000-3999 Pupil Services Per Student # (District)
La Honda-Pescadero Unified (San Mateo),San Mateo,Unified School District,329,46.8,51.4,34,N/A,N/A,N/A,3,13.7,6,65831,N/A,36,48,16882,482,18283,291,9834,0,1891,923
Laguna Beach Unified (Orange),Orange,Unified School District,3029,4.1,8.9,24,N/A,N/A,N/A,182,20.2,8,97714,N/A,71,81,16941,737,19335,425,10935,0,1456,1738
Lake Elsinore Unified (Riverside),Riverside,Unified School District,22205,13.7,64.7,41,N/A,N/A,N/A,331,22.3,13,84701,N/A,27,41,9574,440,10724,89,6308,39,505,813
Lake Tahoe Unified (El Dorado),El Dorado,Unified School District,3996,27.3,54.6,42,N/A,N/A,N/A,68,20.4,13,72661,N/A,33,45,10701,599,11405,152,7052,0,614,841
Lakeport Unified (Lake),Lake,Unified School District,1558,9.2,59.9,46,N/A,N/A,N/A,3,22.5,10,60312,N/A,29,37,9944,571,11215,248,6080,0,834,724
Lammersville Joint Unified (San Joaquin),San Joaquin,Unified School District,4062,10,14.3,70,N/A,N/A,N/A,4,22.8,5,59686,N/A,52,62,8256,734,9110,230,5114,0,535,455
Las Virgenes Unified (Los Angeles),Los Angeles,Unified School District,11374,7.1,8.2,27,N/A,N/A,N/A,376,24.4,10,75700,N/A,59,70,9511,389,10487,69,6284,0,404,773
Laton Joint Unified (Fresno),Fresno,Unified School District,701,41.2,85.4,18,N/A,N/A,N/A,10,16.6,8,54254,N/A,23,25,11725,977,13304,116,6751,0,1029,779
Laytonville Unified (Mendocino),Mendocino,Unified School District,395,7.1,72.9,41,N/A,N/A,N/A,0,15.8,10,55274,N/A,16,23,12769,764,15550,363,7458,20,1310,1100
Leggett Valley Unified (Mendocino),Mendocino,Unified School District,116,N/A,62.9,19,N/A,N/A,N/A,1,11.3,10,49869,N/A,37,40,18237,793,22893,140,10154,0,2300,1530
Lincoln Unified (San Joaquin),San Joaquin,Unified School District,9298,14.8,62.3,56,N/A,N/A,N/A,101,22,12,69019,N/A,32,48,9327,911,10689,90,6332,9,500,800
Linden Unified (San Joaquin),San Joaquin,Unified School District,2223,23.3,57,38,N/A,N/A,N/A,48,21.7,11,68713,N/A,30,43,10083,997,11637,50,6126,16,803,862
Lindsay Unified (Tulare),Tulare,Unified School District,4237,49.9,86.6,8,N/A,N/A,N/A,8,22.2,8,70180,N/A,18,32,11870,828,14842,44,7436,0,750,1110
Live Oak Unified (Sutter),Sutter,Unified School District,1810,20.1,81,40,N/A,N/A,N/A,35,21.3,13,68387,N/A,33,46,9774,616,11348,84,6139,68,743,1090
Livermore Valley Joint Unified (Alameda),Alameda,Unified School District,14052,13.2,22.2,49,N/A,N/A,N/A,317,20.3,11,75464,N/A,47,60,10203,347,10861,75,6499,17,495,834
Lodi Unified (San Joaquin),San Joaquin,Unified School District,30395,25.3,66.6,57,N/A,N/A,N/A,602,20.1,12,70254,N/A,30,40,10807,783,11601,50,7383,0,609,947
Lompoc Unified (Santa Barbara),Santa Barbara,Unified School District,10215,23.4,63,37,N/A,N/A,N/A,109,20.1,13,73517,N/A,28,45,9740,531,11158,140,6192,0,714,832
Lone Pine Unified (Inyo),Inyo,Unified School District,342,30.7,54.4,50,N/A,N/A,N/A,0,16.7,9,66335,N/A,33,41,17205,1374,20272,307,9553,78,1993,1358
Long Beach Unified (Los Angeles),Los Angeles,Unified School District,77812,23,65.8,47,N/A,N/A,N/A,1001,23.8,16,89097,N/A,34,45,11073,434,12080,14,7310,107,460,738
Los Alamitos Unified (Orange),Orange,Unified School District,9948,2.3,12.3,51,N/A,N/A,N/A,362,25.1,13,96771,N/A,72,80,9376,427,10374,40,6595,4,614,540
Los Angeles Unified (Los Angeles),Los Angeles,Unified School District,639337,25.9,78.7,29,N/A,N/A,N/A,11550,19.7,15,73658,N/A,29,39,12910,490,14259,229,7855,14,861,1144
Los Banos Unified (Merced),Merced,Unified School District,10520,28.8,81.1,21,N/A,N/A,N/A,113,25.9,10,N/A,N/A,22,32,9803,621,11543,124,6241,0,626,797
Los Molinos Unified (Tehama),Tehama,Unified School District,574,16.2,75.8,39,N/A,N/A,N/A,40,17.3,12,N/A,N/A,32,43,12791,900,13136,229,7430,0,1029,987
Lucerne Valley Unified (San Bernardino),San Bernardino,Unified School District,2346,3.9,43.2,46,N/A,N/A,N/A,4,21.7,6,73503,N/A,14,28,13440,1232,14979,56,8050,0,1398,951
Lucia Mar Unified (San Luis Obispo),San Luis Obispo,Unified School District,10704,13.5,51.6,41,N/A,N/A,N/A,250,19.6,10,64375,N/A,37,50,9587,694,10725,108,6504,14,620,794
Lynwood Unified (Los Angeles),Los Angeles,Unified School District,14830,36.2,92.7,7,N/A,N/A,N/A,283,24.7,13,77992,N/A,20,32,10852,554,12493,45,6258,62,935,741
Madera Unified (Madera),Madera,Unified School District,20530,32.7,87.1,12,N/A,N/A,N/A,247,21.6,12,68273,N/A,17,27,10130,691,12075,166,6207,1,596,988
Mammoth Unified (Mono),Mono,Unified School District,1193,26.2,57.5,36,N/A,N/A,N/A,23,19.4,8,69510,N/A,38,50,11225,348,12124,141,7431,0,741,566
Manhattan Beach Unified (Los Angeles),Los Angeles,Unified School District,6774,2.1,3.4,41,N/A,N/A,N/A,360,21.9,8,82686,N/A,73,82,10920,722,11291,58,7316,0,656,693
Manteca Unified (San Joaquin),San Joaquin,Unified School District,23204,23.6,58.9,49,N/A,N/A,N/A,219,23.1,12,77022,N/A,25,39,9419,523,10901,2,6330,0,473,687
Maricopa Unified (Kern),Kern,Unified School District,2138,4.3,65.7,49,N/A,N/A,N/A,2,19.1,4,N/A,N/A,10,17,14631,1584,15849,2,8631,0,1502,1517
Mariposa County Unified (Mariposa),Mariposa,Unified School District,1871,3.2,53.7,32,N/A,N/A,N/A,15,18.4,13,61467,N/A,29,41,11171,720,13011,139,6523,30,828,1443
Martinez Unified (Contra Costa),Contra Costa,Unified School District,4199,8.9,30.9,50,N/A,N/A,N/A,53,20.9,10,70652,N/A,44,52,9828,307,10493,32,6688,0,704,592
Marysville Joint Unified (Yuba),Yuba,Unified School District,9804,22.8,78.4,51,N/A,N/A,N/A,62,23.5,12,69776,N/A,25,32,10066,722,12236,57,6153,0,634,1216
Mattole Unified (Humboldt),Humboldt,Unified School District,721,1,66,29,N/A,N/A,N/A,1,15.8,8,41083,N/A,37,49,21846,864,30157,0,12951,0,2786,3782
Maxwell Unified (Colusa),Colusa,Unified School District,329,31.3,16.7,41,N/A,N/A,N/A,2,25.8,11,62108,N/A,26,30,12049,1086,13192,54,7839,4,1657,623
McFarland Unified (Kern),Kern,Unified School District,3544,46.4,88.3,2,N/A,N/A,N/A,51,22.9,11,66950,N/A,18,27,9538,692,12423,156,5847,69,606,677
Mendocino Unified (Mendocino),Mendocino,Unified School District,543,3.7,35.7,22,N/A,N/A,N/A,24,13.3,8,58613,N/A,46,53,15590,843,17015,269,9434,0,1428,1455
Mendota Unified (Fresno),Fresno,Unified School District,3215,67,97.1,2,N/A,N/A,N/A,42,23.1,8,62132,N/A,21,33,9977,948,12785,0,6214,0,905,495
Middletown Unified (Lake),Lake,Unified School District,1654,7.4,66.7,32,N/A,N/A,N/A,9,21.5,8,59242,N/A,29,48,11801,680,13107,167,6291,1,909,879
Milpitas Unified (Santa Clara),Santa Clara,Unified School District,10291,27.7,32,55,N/A,N/A,N/A,131,24.3,11,83389,N/A,61,69,9422,389,10851,41,6656,0,429,468
Modoc Joint Unified (Modoc),Modoc,Unified School District,832,4.6,54.9,32,N/A,N/A,N/A,7,18.3,10,55183,N/A,23,37,10200,667,11926,184,5995,0,1057,555
Mojave Unified (Kern),Kern,Unified School District,2713,13.5,82.5,53,N/A,N/A,N/A,28,21,9,66580,N/A,9,20,12153,861,12960,138,7141,0,831,1566
Monrovia Unified (Los Angeles),Los Angeles,Unified School District,5838,13.5,59.4,39,N/A,N/A,N/A,116,22.3,13,77349,N/A,38,54,11516,324,13012,105,6861,0,801,946
Montebello Unified (Los Angeles),Los Angeles,Unified School District,28323,32.2,85.4,5,N/A,N/A,N/A,375,25.4,16,83736,N/A,19,34,11432,584,12784,59,7089,36,725,1286
Monterey Peninsula Unified (Monterey),Monterey,Unified School District,10633,30.8,65.5,46,N/A,N/A,N/A,137,18.8,9,65212,N/A,26,38,11541,697,12261,72,6690,30,779,1032
Moorpark Unified (Ventura),Ventura,Unified School District,6599,18.1,32.5,45,N/A,N/A,N/A,190,21.2,14,71784,N/A,49,64,9954,218,10527,19,6499,0,656,719
Moreno Valley Unified (Riverside),Riverside,Unified School District,33942,22.3,81.4,33,N/A,N/A,N/A,374,23.8,13,80917,N/A,18,31,10443,489,12654,11,6733,6,448,809
Morgan Hill Unified (Santa Clara),Santa Clara,Unified School District,9135,16.6,38.9,46,N/A,N/A,N/A,141,22.3,9,72134,N/A,41,51,9350,433,10859,63,5768,1,671,841
Morongo Unified (San Bernardino),San Bernardino,Unified School District,10265,5.7,59.2,45,N/A,N/A,N/A,32,21.6,11,73585,N/A,32,45,11171,707,11860,57,6911,21,663,1079
Mountain Empire Unified (San Diego),San Diego,Unified School District,2831,20.5,60.8,46,N/A,N/A,N/A,13,16.2,5,57345,N/A,21,35,14246,1010,14494,263,8382,0,1543,1779
Mountain Valley Unified (Trinity),Trinity,Unified School District,275,6.5,82.2,43,N/A,N/A,N/A,1,13.3,9,58112,N/A,38,47,17764,1220,19905,503,10686,0,1429,1668
Mt. Diablo Unified (Contra Costa),Contra Costa,Unified School District,32005,23,43.8,53,N/A,N/A,N/A,463,21.3,12,70932,N/A,39,50,10095,585,11342,56,6722,0,423,939
Muroc Joint Unified (Kern),Kern,Unified School District,1916,2.4,30.8,50,N/A,N/A,N/A,25,19.9,11,64747,N/A,34,46,10089,782,11875,82,6579,8,908,721
Murrieta Valley Unified (Riverside),Riverside,Unified School District,22825,6,31.5,52,N/A,N/A,N/A,656,26,10,85412,N/A,46,61,9056,269,10094,110,6050,15,563,725
Napa Valley Unified (Napa),Napa,Unified School District,18479,22.8,48.4,45,N/A,N/A,N/A,318,22,11,76767,N/A,33,46,10511,471,10402,63,6580,3,651,792
Natomas Unified (Sacramento),Sacramento,Unified School District,14298,14.6,48.7,70,N/A,N/A,N/A,650,21.1,8,68710,N/A,35,43,9913,587,10685,84,6336,1,851,672
Needles Unified (San Bernardino),San Bernardino,Unified School District,937,1.6,73.3,50,N/A,N/A,N/A,6,21,12,72884,N/A,20,27,12810,1031,13986,2,8197,0,1186,946
New Haven Unified (Alameda),Alameda,Unified School District,12171,24.3,44.5,63,N/A,N/A,N/A,200,22.2,13,89873,N/A,38,48,10154,273,11599,102,6494,7,459,743
Newark Unified (Alameda),Alameda,Unified School District,6013,23.2,47.9,51,N/A,N/A,N/A,61,20.4,11,85447,N/A,38,49,10944,453,11554,62,6863,5,633,829
Newman-Crows Landing Unified (Stanislaus),Stanislaus,Unified School District,2940,35.2,60.5,25,N/A,N/A,N/A,49,22.1,11,72245,N/A,24,41,10285,848,11383,163,6236,0,829,609
Newport-Mesa Unified (Orange),Orange,Unified School District,21736,24.2,45.2,43,N/A,N/A,N/A,734,22.5,13,91823,N/A,51,58,12132,513,13881,164,7301,0,718,901
North Monterey County Unified (Monterey),Monterey,Unified School District,4555,45,80,18,N/A,N/A,N/A,50,21,10,68271,N/A,17,32,10907,967,12465,118,6594,0,794,1270
Norwalk-La Mirada Unified (Los Angeles),Los Angeles,Unified School District,18704,17.5,71,22,N/A,N/A,N/A,182,23,15,84604,N/A,29,46,10562,447,11781,55,6509,0,598,889
Novato Unified (Marin),Marin,Unified School District,7973,17.1,33.8,46,N/A,N/A,N/A,219,19.8,10,70284,N/A,51,59,10437,352,11322,78,6752,0,800,771
Oak Park Unified (Ventura),Ventura,Unified School District,4638,4.1,5.4,37,N/A,N/A,N/A,193,23.5,12,81480,N/A,72,78,9280,352,9923,62,6235,15,707,753
Oakdale Joint Unified (Stanislaus),Stanislaus,Unified School District,5300,10.7,40.5,37,N/A,N/A,N/A,73,21.8,13,74303,N/A,32,47,9494,759,10327,0,6377,0,446,868
Oakland Unified (Alameda),Alameda,Unified School District,49098,31.8,74.1,55,N/A,N/A,N/A,930,18.3,9,62935,N/A,24,31,13813,592,14708,332,8325,16,920,656
Oceanside Unified (San Diego),San Diego,Unified School District,21024,16.5,58.1,45,N/A,N/A,N/A,294,21.6,13,79639,N/A,34,43,11145,390,11958,11,7396,10,560,1043
Ojai Unified (Ventura),Ventura,Unified School District,2639,12.2,39.5,36,N/A,N/A,N/A,21,22.8,16,63076,N/A,38,51,9574,451,10905,15,5862,128,924,813
Orange Unified (Orange),Orange,Unified School District,28899,24,44,44,N/A,N/A,N/A,478,22.9,12,81070,N/A,41,54,9907,498,10923,68,6373,5,367,945
Orland Joint Unified (Glenn),Glenn,Unified School District,2183,27.5,71.4,35,N/A,N/A,N/A,24,20,11,62499,N/A,13,31,9865,649,11501,100,6430,0,748,594
Owens Valley Unified (Inyo),Inyo,Unified School District,75,12,50.7,50,N/A,N/A,N/A,N/A,9.6,3,65602,N/A,19,19,25719,1486,26125,33,13244,114,4877,1444
Pacific Grove Unified (Monterey),Monterey,Unified School District,2078,7.7,19.9,41,N/A,N/A,N/A,47,22.3,12,90144,N/A,57,70,13745,532,15000,157,8324,0,1076,1264
Pajaro Valley Unified (Santa Cruz),Santa Cruz,Unified School District,20354,44.7,75.3,19,N/A,N/A,N/A,326,23.9,11,63577,N/A,21,32,11584,568,12934,99,7166,4,486,1223
Palm Springs Unified (Riverside),Riverside,Unified School District,23348,34.5,83.4,26,N/A,N/A,N/A,364,21.8,11,80689,N/A,24,38,11840,698,12376,127,7509,0,583,996
Palo Alto Unified (Santa Clara),Santa Clara,Unified School District,12485,10.3,8.1,53,N/A,N/A,N/A,581,16.3,11,101408,N/A,85,85,17941,696,18952,112,11941,14,984,1253
Palo Verde Unified (Riverside),Riverside,Unified School District,3149,11,70.9,33,N/A,N/A,N/A,15,25.1,10,70163,N/A,16,25,10574,856,12119,84,6680,0,781,1478
Palos Verdes Peninsula Unified (Los Angeles),Los Angeles,Unified School District,11499,7.8,3.4,51,N/A,N/A,N/A,615,23.2,12,80086,N/A,73,80,10142,415,10801,150,7047,15,567,682
Paradise Unified (Butte),Butte,Unified School District,4289,1.8,61.8,26,N/A,N/A,N/A,27,20.6,13,66368,N/A,22,37,11273,619,11727,101,7640,0,729,1095
Paramount Unified (Los Angeles),Los Angeles,Unified School District,15547,35.3,92.2,13,N/A,N/A,N/A,231,21.5,13,80923,N/A,27,41,10425,564,12389,38,6567,0,474,689
Parlier Unified (Fresno),Fresno,Unified School District,3381,61,98.8,1,N/A,N/A,N/A,57,22.5,9,61437,N/A,14,22,12417,1165,12982,116,6895,52,1147,1056
Pasadena Unified (Los Angeles),Los Angeles,Unified School District,18492,18.7,62.9,43,N/A,N/A,N/A,230,19.4,12,71988,N/A,31,42,12699,602,13330,47,7574,13,849,1271
Paso Robles Joint Unified (San Luis Obispo),San Luis Obispo,Unified School District,6714,21.7,51.1,39,N/A,N/A,N/A,89,21.3,13,69275,N/A,36,49,10541,733,10903,189,6662,2,646,925
Patterson Joint Unified (Stanislaus),Stanislaus,Unified School District,6031,32.5,74.1,31,N/A,N/A,N/A,65,22.9,9,67039,N/A,21,39,9494,859,11570,36,6206,9,635,916
Piedmont City Unified (Alameda),Alameda,Unified School District,2708,1.7,0.9,38,N/A,N/A,N/A,91,16.5,11,N/A,N/A,87,87,14561,654,15002,200,9874,0,1029,773
Pierce Joint Unified (Colusa),Colusa,Unified School District,1486,33.2,68.1,27,N/A,N/A,N/A,28,22,9,67814,N/A,30,39,8976,777,11066,166,5784,9,769,512
Pittsburg Unified (Contra Costa),Contra Costa,Unified School District,11076,32.9,76.3,40,N/A,N/A,N/A,122,20.5,9,69971,N/A,22,34,10076,475,11911,59,6482,21,672,861
Placentia-Yorba Linda Unified (Orange),Orange,Unified School District,25826,14.6,34.2,51,N/A,N/A,N/A,542,24.5,14,85019,N/A,58,67,9590,466,10600,25,6476,7,322,627
Pleasanton Unified (Alameda),Alameda,Unified School District,14754,9.3,6.9,49,N/A,N/A,N/A,490,22,12,90207,N/A,76,81,9879,401,10495,0,6889,0,591,511
Plumas Unified (Plumas),Plumas,Unified School District,2172,3.9,51.4,27,N/A,N/A,N/A,23,18.2,11,58278,N/A,36,47,12711,627,14634,168,6825,0,855,2008
Pomona Unified (Los Angeles),Los Angeles,Unified School District,24716,34.7,83.6,16,N/A,N/A,N/A,336,14.7,15,79778,N/A,25,38,11029,560,12599,34,7057,27,638,883
Porterville Unified (Tulare),Tulare,Unified School District,14109,28.1,80.5,21,N/A,N/A,N/A,200,22.5,12,76860,N/A,21,37,10655,840,12862,212,6715,173,372,960
Potter Valley Community Unified (Mendocino),Mendocino,Unified School District,276,22.8,66.7,39,N/A,N/A,N/A,1,15,6,52371,N/A,23,31,13811,636,15008,202,8164,0,1188,960
Poway Unified (San Diego),San Diego,Unified School District,35771,12,16.2,54,N/A,N/A,N/A,1168,25,13,80316,N/A,68,76,9388,396,10101,128,6272,11,465,715
Princeton Joint Unified (Glenn),Glenn,Unified School District,164,15.2,68.9,35,N/A,N/A,N/A,1,12.9,7,N/A,N/A,26,31,14159,769,16576,105,6197,0,1307,1256
Ramona City Unified (San Diego),San Diego,Unified School District,5593,15.1,40.5,38,N/A,N/A,N/A,109,25.7,12,72283,N/A,38,54,9875,409,11065,0,6178,57,814,965
Redlands Unified (San Bernardino),San Bernardino,Unified School District,21264,9.3,56.6,51,N/A,N/A,N/A,337,22.8,14,80376,N/A,44,59,9388,360,10832,84,6065,14,477,835
Redondo Beach Unified (Los Angeles),Los Angeles,Unified School District,9529,6.1,16.3,53,N/A,N/A,N/A,190,23,10,80788,N/A,62,74,9053,313,10108,0,6265,23,527,678
Reef-Sunset Unified (Kings),Kings,Unified School District,2612,54.4,90.4,3,N/A,N/A,N/A,75,22.8,11,68023,N/A,15,22,10698,770,12949,25,6281,41,680,691
Rialto Unified (San Bernardino),San Bernardino,Unified School District,25994,27.1,83.3,19,N/A,N/A,N/A,435,24.1,14,82600,N/A,18,31,10269,418,11807,0,6366,0,601,957
Rim of the World Unified (San Bernardino),San Bernardino,Unified School District,3608,11.8,50.2,38,N/A,N/A,N/A,25,22.6,15,71838,N/A,22,37,10808,399,11731,60,6627,10,849,1192
Ripon Unified (San Joaquin),San Joaquin,Unified School District,3960,11.3,36.1,45,N/A,N/A,N/A,77,23.3,9,N/A,N/A,46,60,9118,746,9853,37,5926,155,677,647
River Delta Joint Unified (Sacramento),Sacramento,Unified School District,2386,27.7,53.4,41,N/A,N/A,N/A,29,21.4,8,55416,N/A,27,38,10826,703,12076,89,6516,0,627,1396
Riverbank Unified (Stanislaus),Stanislaus,Unified School District,2854,44.8,78,20,N/A,N/A,N/A,19,20.6,11,66398,N/A,19,33,11720,671,13132,134,7357,0,837,741
Riverdale Joint Unified (Fresno),Fresno,Unified School District,1610,34.8,85.8,19,N/A,N/A,N/A,47,19.9,11,66403,N/A,29,33,10421,767,12226,194,6370,0,712,1100
Riverside Unified (Riverside),Riverside,Unified School District,42462,16.8,63.8,39,N/A,N/A,N/A,732,22.8,13,87199,N/A,36,49,10485,609,11473,127,6915,2,475,792
Rocklin Unified (Placer),Placer,Unified School District,12985,3.7,17.3,37,N/A,N/A,N/A,412,21.6,10,74097,N/A,61,71,8860,408,9890,101,5938,17,491,536
Round Valley Unified (Mendocino),Mendocino,Unified School District,427,15.5,86.2,38,N/A,N/A,N/A,0,14.1,7,56220,N/A,5,9,18354,1969,20648,238,10504,0,2381,1858
Rowland Unified (Los Angeles),Los Angeles,Unified School District,14603,27.3,67.1,38,N/A,N/A,N/A,171,22.9,14,82902,N/A,40,52,11517,598,12196,0,7085,25,860,884
Sacramento City Unified (Sacramento),Sacramento,Unified School District,46843,18.4,70.3,63,N/A,N/A,N/A,865,23.1,13,70343,N/A,31,39,10974,287,13053,58,7363,5,524,1047
Saddleback Valley Unified (Orange),Orange,Unified School District,28706,16.6,26.4,49,N/A,N/A,N/A,731,24.9,15,82270,N/A,51,66,9371,422,10393,54,6577,0,500,667
Saint Helena Unified (Napa),Napa,Unified School District,1230,22.1,34.2,37,N/A,N/A,N/A,60,14.4,11,111344,N/A,50,66,22470,1162,24628,275,14453,154,1829,1416
San Bernardino City Unified (San Bernardino),San Bernardino,Unified School District,53303,27.1,89,26,N/A,N/A,N/A,662,21.8,12,78962,N/A,20,34,12127,822,13222,0,7684,30,578,1301
San Diego Unified (San Diego),San Diego,Unified School District,129380,24.7,61.4,56,N/A,N/A,N/A,2498,19.8,13,76603,N/A,44,56,12265,324,12521,37,7865,10,548,1498
San Francisco Unified (San Francisco),San Francisco,Unified School District,58865,27.3,56.3,62,N/A,N/A,N/A,1718,17,11,67537,N/A,50,53,11319,549,15209,96,5738,0,636,969
San Gabriel Unified (Los Angeles),Los Angeles,Unified School District,6430,28.9,57.5,47,N/A,N/A,N/A,135,21,8,72705,N/A,50,62,11073,1012,11734,72,7305,0,665,1010
San Jacinto Unified (Riverside),Riverside,Unified School District,11054,21.6,75.9,35,N/A,N/A,N/A,67,22.4,9,78284,N/A,20,35,10917,933,11781,0,7281,0,741,781
San Jose Unified (Santa Clara),Santa Clara,Unified School District,32454,22,44.3,48,N/A,N/A,N/A,736,20.9,10,72731,N/A,43,54,11075,396,12117,137,6492,0,570,1197
San Juan Unified (Sacramento),Sacramento,Unified School District,49564,11.7,50.5,43,N/A,N/A,N/A,812,22.4,10,75808,N/A,35,46,10052,469,11329,53,6506,34,467,751
San Leandro Unified (Alameda),Alameda,Unified School District,8560,26.2,64,57,N/A,N/A,N/A,97,20.9,10,86964,N/A,25,39,10851,486,11436,59,7048,0,696,641
San Lorenzo Unified (Alameda),Alameda,Unified School District,11965,27,67.6,48,N/A,N/A,N/A,191,20.3,11,79561,N/A,24,33,10578,403,11697,64,6740,0,628,785
San Lorenzo Valley Unified (Santa Cruz),Santa Cruz,Unified School District,4644,2.3,17.4,32,N/A,N/A,N/A,33,22.4,9,67501,N/A,47,57,10493,624,11364,135,6359,0,900,1027
San Luis Coastal Unified (San Luis Obispo),San Luis Obispo,Unified School District,7638,12.8,36.6,40,N/A,N/A,N/A,208,19.9,11,74065,N/A,59,65,11899,511,12548,207,7070,0,779,1172
San Marcos Unified (San Diego),San Diego,Unified School District,20813,17.3,37.4,45,N/A,N/A,N/A,399,25.8,10,71202,N/A,50,66,9108,372,10353,76,6227,223,365,696
San Marino Unified (Los Angeles),Los Angeles,Unified School District,3136,13.4,3.5,44,N/A,N/A,N/A,187,19.7,11,79935,N/A,87,89,13063,475,13208,158,8014,79,1344,1106
San Pasqual Valley Unified (Imperial),Imperial,Unified School District,725,31,92.4,42,N/A,N/A,N/A,8,15.6,11,70213,N/A,8,20,19685,1307,21187,536,10636,17,1905,2117
San Ramon Valley Unified (Contra Costa),Contra Costa,Unified School District,32255,5.2,3.7,52,N/A,N/A,N/A,1234,22.8,10,74569,N/A,76,83,9605,368,10477,115,6326,20,452,680
Sanger Unified (Fresno),Fresno,Unified School District,11438,19.3,73,32,N/A,N/A,N/A,80,20.3,10,62712,N/A,37,47,10384,955,12165,122,6187,2,606,1099
Santa Ana Unified (Orange),Orange,Unified School District,55909,42.1,89.7,8,N/A,N/A,N/A,1490,22.5,14,90751,N/A,23,29,11831,610,13258,107,7722,3,828,820
Santa Barbara Unified (Santa Barbara),Santa Barbara,Unified School District,15453,25.3,42.7,37,N/A,N/A,N/A,579,21.4,11,72860,N/A,41,51,10271,471,11181,120,5976,151,670,978
Santa Clara Unified (Santa Clara),Santa Clara,Unified School District,15388,25.4,39.7,62,N/A,N/A,N/A,246,22.5,9,93378,N/A,49,57,12267,561,14115,0,7991,13,595,890
Santa Monica-Malibu Unified (Los Angeles),Los Angeles,Unified School District,11249,8.5,25.7,49,N/A,N/A,N/A,397,20.2,12,80428,N/A,60,71,13196,398,13797,69,8227,184,865,1263
Santa Paula Unified (Ventura),Ventura,Unified School District,5557,37.3,84.2,5,N/A,N/A,N/A,86,20.4,11,71208,N/A,19,32,11105,765,12458,112,7075,14,669,791
Scott Valley Unified (Siskiyou),Siskiyou,Unified School District,647,2.5,61.2,41,N/A,N/A,N/A,11,15.6,8,54933,N/A,46,44,12923,1449,13956,589,7476,0,1011,1117
Scotts Valley Unified (Santa Cruz),Santa Cruz,Unified School District,2545,2,11.3,30,N/A,N/A,N/A,78,22.5,10,N/A,N/A,62,70,9018,476,9662,92,5815,1,571,674
Selma Unified (Fresno),Fresno,Unified School District,6541,27.1,80.4,12,N/A,N/A,N/A,55,20.7,11,N/A,N/A,21,43,11002,919,12011,96,7036,0,732,828
Shandon Joint Unified (San Luis Obispo),San Luis Obispo,Unified School District,289,45.3,75.8,24,N/A,N/A,N/A,N/A,13.9,8,59142,N/A,29,40,12928,882,15917,76,8227,0,1234,940
Shoreline Unified (Marin),Marin,Unified School District,513,38.2,51.1,36,N/A,N/A,N/A,22,11.8,12,N/A,N/A,36,48,24249,1287,26327,343,15725,315,1396,2678
Sierra Sands Unified (Kern),Kern,Unified School District,4963,8,52,41,N/A,N/A,N/A,22,21.7,12,61782,N/A,34,50,9727,431,11092,65,6074,2,598,932
Sierra Unified (Fresno),Fresno,Unified School District,1311,1.4,42.7,35,N/A,N/A,N/A,29,19,13,64109,N/A,33,45,11402,700,13416,0,6914,43,809,1685
Sierra-Plumas Joint Unified (Sierra),Sierra,Unified School District,381,3.9,39.1,19,N/A,N/A,N/A,7,17,12,62619,N/A,41,45,13307,868,15560,196,7928,0,1783,1008
Silver Valley Unified (San Bernardino),San Bernardino,Unified School District,2104,6.7,54,56,N/A,N/A,N/A,6,15.8,9,67698,N/A,42,54,16341,463,16636,0,9081,1,1509,1738
Simi Valley Unified (Ventura),Ventura,Unified School District,17223,9.7,30.1,46,N/A,N/A,N/A,232,23.1,15,75679,N/A,42,54,9445,260,10688,107,6103,22,509,779
Snowline Joint Unified (San Bernardino),San Bernardino,Unified School District,7798,11.1,63.2,44,N/A,N/A,N/A,67,22.9,11,73029,N/A,32,45,9521,498,10667,29,5933,0,670,951
Soledad Unified (Monterey),Monterey,Unified School District,4861,43.2,72.1,6,N/A,N/A,N/A,63,22.7,9,67532,N/A,20,32,10492,572,12043,84,6308,0,894,864
Sonoma Valley Unified (Sonoma),Sonoma,Unified School District,4610,31.8,55.6,37,N/A,N/A,N/A,67,18.7,9,62595,N/A,29,43,12196,603,12141,63,8398,0,627,980
South Pasadena Unified (Los Angeles),Los Angeles,Unified School District,4733,7.6,13.7,60,N/A,N/A,N/A,150,22.8,12,82929,N/A,78,81,10066,515,10478,101,6737,7,566,641
South San Francisco Unified (San Mateo),San Mateo,Unified School District,8941,23,39.1,53,N/A,N/A,N/A,100,21.8,7,68716,N/A,45,52,9136,502,11436,0,5847,0,505,990
