District Name,County Name (District),District Type (District),Census Day Enrollment (District),English Learners % (District),Free/Reduced Meals % (District),Ethnic Diversity Index (District),Cohort Graduates % (District),Grads Mtg UC/CSU % (District),Grads Mtg UC/CSU # (District),ACT Test Takers # (District),Per Pupil Ratio: Teacher (District),Avg Years Teaching (District),Teacher Salary-Avg (District),Chronic Absenteeism % (District),CAASPP-Math Standard Exceeded or Met (Levels 3 and 4) (District),CAASPP-ELA Standard Exceeded or Met (Levels 3 and 4) (District),Current Exp of Educ per ADA (Ed Code 41372) (District),Gen Fund Exp by Object Code - 4000-4999 Books & Supplies Per Student (District),Total Gen Fund Revenues Per Student (District),Gen Fund Exp by Activity - 4000-4999 Ancillary Services Per Student # (District),Gen Fund Exp by Activity - 1000-1999 Instruction Per Student # (District),Gen Fund Exp by Activity - 5000-5999 Community Services Per Student # (District),Gen Fund Exp by Activity - 7000-7999 General Administration Per Student # (District),Gen Fund Exp by Activity - 3000-3999 Pupil Services Per Student # (District)
Central Unified (Fresno),Fresno,Unified School District,15584,12.7,59.9,46,84.38,39.5,361,N/A,23.1,10,67520,N/A,22,31,8483,527,9215,100,5015,22,581,959
Sierra Unified (Fresno),Fresno,Unified School District,1309,1.3,43.1,35,88.11,39.4,50,N/A,18.8,15,64739,N/A,33,46,11194,726,12290,0,6745,44,726,1460
Esparto Unified (Yolo),Yolo,Unified School District,976,38.7,75.4,26,91.89,39.1,27,N/A,22.2,7,64309,N/A,17,26,9897,635,10078,0,5844,225,1361,882
Yucaipa-Calimesa Joint Unified (San Bernardino),San Bernardino,Unified School District,9779,9.2,49.5,37,90.27,39.1,264,N/A,22.2,10,74751,N/A,31,45,8938,262,9217,77,5580,0,550,897
Coast Unified (San Luis Obispo),San Luis Obispo,Unified School District,703,41.3,58.2,35,96.3,38.9,21,N/A,15.6,13,70064,N/A,32,44,15317,1199,16188,184,8706,18,1809,1316
Chico Unified (Butte),Butte,Unified School District,13739,8.8,44.6,39,88.9,38.7,399,N/A,20.8,13,64053,N/A,41,49,9480,431,9740,45,6400,2,572,960
Travis Unified (Solano),Solano,Unified School District,5398,3.6,32.7,63,96.81,38.7,144,N/A,21.9,11,67562,N/A,40,52,8465,634,9342,48,5342,0,685,727
Ventura Unified (Ventura),Ventura,Unified School District,17366,16.6,47,42,90.74,38.7,472,N/A,22.5,14,68275,N/A,39,50,9224,561,9517,70,5718,17,475,773
Desert Sands Unified (Riverside),Riverside,Unified School District,28999,24.8,67.9,28,89.4,38.6,867,N/A,24.6,12,75608,N/A,28,45,9661,475,10563,149,6027,0,485,828
Turlock Unified (Stanislaus),Stanislaus,Unified School District,14127,26.4,62.6,41,94.37,38.3,405,N/A,22.7,13,75122,N/A,25,40,8494,463,9621,79,6029,3,384,407
Laytonville Unified (Mendocino),Mendocino,Unified School District,404,6.7,73.5,40,88.46,38.1,8,N/A,16.7,9,53845,N/A,14,16,11645,630,12771,419,6490,38,1202,900
Mendocino Unified (Mendocino),Mendocino,Unified School District,551,3.1,39,21,83.67,38.1,16,N/A,14,10,57296,N/A,43,53,14831,979,15900,227,9045,0,1412,1418
Madera Unified (Madera),Madera,Unified School District,20415,31.7,88.7,13,89.67,38,416,N/A,22,12,65616,N/A,16,25,8771,670,9654,144,5578,1,508,764
McFarland Unified (Kern),Kern,Unified School District,3469,43.7,87.4,2,89.19,37.8,82,N/A,21,11,64427,N/A,16,24,9687,549,10984,146,6025,92,529,723
Burbank Unified (Los Angeles),Los Angeles,Unified School District,16332,10,38,48,92.98,37.3,572,N/A,21.9,13,76762,N/A,40,55,8633,424,8818,83,5632,10,623,514
Ceres Unified (Stanislaus),Stanislaus,Unified School District,13694,29.7,79.5,28,89.32,37.3,328,N/A,23.2,9,73217,N/A,20,34,9325,833,9844,34,6021,0,457,647
Cotati-Rohnert Park Unified (Sonoma),Sonoma,Unified School District,6145,19.3,43.5,46,86.6,37,149,N/A,21,11,59289,N/A,29,40,9121,273,9594,91,6409,7,493,637
Kings Canyon Joint Unified (Fresno),Fresno,Unified School District,9775,34.4,85.2,14,93.86,36.8,222,N/A,21.5,12,65950,N/A,22,38,9702,816,10722,190,5447,27,475,1048
Southern Humboldt Joint Unified (Humboldt),Humboldt,Unified School District,776,4.8,48.6,25,87.23,36.6,15,N/A,17.2,6,50942,N/A,27,33,11695,1033,12446,46,7840,99,953,2039
Calistoga Joint Unified (Napa),Napa,Unified School District,832,42.7,71.8,18,90.63,36.2,21,N/A,16.3,11,89375,N/A,29,37,16471,1371,16556,448,10036,0,1706,841
Rialto Unified (San Bernardino),San Bernardino,Unified School District,26225,26.6,79.1,20,82.72,36.2,635,N/A,24.3,14,79084,N/A,17,29,9292,465,9970,0,5798,0,582,817
San Leandro Unified (Alameda),Alameda,Unified School District,8617,26.6,57.3,56,87.02,36.1,228,N/A,21.5,11,83516,N/A,22,34,9319,339,9479,29,6230,0,520,475
Simi Valley Unified (Ventura),Ventura,Unified School District,17821,8.5,29.5,45,85.53,36.1,440,N/A,23.4,11,68764,N/A,41,51,8446,341,8790,85,5502,19,425,661
Lake Tahoe Unified (El Dorado),El Dorado,Unified School District,3881,28.3,60.4,42,91.18,36,94,N/A,20.8,14,70298,N/A,32,45,10223,528,10245,109,6509,0,636,760
Upland Unified (San Bernardino),San Bernardino,Unified School District,11380,12.7,50.9,46,91.88,35.8,310,N/A,23.5,14,75712,N/A,36,48,8965,344,9434,32,6412,101,363,594
River Delta Joint Unified (Sacramento),Sacramento,Unified School District,2404,26.2,47.6,41,90,35.7,55,N/A,20.5,7,53189,N/A,26,37,10124,713,10770,87,6108,0,585,1365
Lucia Mar Unified (San Luis Obispo),San Luis Obispo,Unified School District,10710,14.8,50.4,41,90.45,35.6,281,N/A,19.5,11,63452,N/A,33,45,8596,394,9113,116,5988,13,463,693
Los Banos Unified (Merced),Merced,Unified School District,10260,29.7,77.8,22,94.5,35.5,256,N/A,25.6,10,72933,N/A,19,28,8689,558,9048,96,5573,0,529,792
Parlier Unified (Fresno),Fresno,Unified School District,3418,58.3,98.5,1,87.88,35.5,71,N/A,22.1,8,57024,N/A,11,17,12394,1296,11767,106,6931,52,1298,1006
Bear Valley Unified (San Bernardino),San Bernardino,Unified School District,2453,15,67.7,37,88.5,35.4,74,N/A,22.8,14,70227,N/A,23,35,9927,557,10815,75,6062,0,872,900
Gilroy Unified (Santa Clara),Santa Clara,Unified School District,11840,29,53.1,30,88.76,35.4,288,N/A,23,11,72456,N/A,36,43,8801,417,9374,74,5902,23,457,656
Stockton Unified (San Joaquin),San Joaquin,Unified School District,40057,28.3,81.8,41,82.63,35.4,710,N/A,23.7,11,65674,N/A,17,23,10406,381,11397,32,6637,0,477,793
Fontana Unified (San Bernardino),San Bernardino,Unified School District,39470,34,83.5,15,87.29,35.3,1022,N/A,23.8,14,75070,N/A,17,29,9086,540,9866,1,6002,27,346,690
Norwalk-La Mirada Unified (Los Angeles),Los Angeles,Unified School District,18960,21.2,69.1,23,94.03,35.3,499,N/A,23.4,14,80236,N/A,25,43,9414,417,9851,53,5923,1,472,731
San Jacinto Unified (Riverside),Riverside,Unified School District,10698,22.3,77,35,87.46,35.1,226,N/A,24.2,10,75917,N/A,18,29,9438,790,9716,0,6333,0,612,632
Corcoran Joint Unified (Kings),Kings,Unified School District,3293,29.6,93,11,65.61,34.7,51,N/A,19.8,10,65618,N/A,11,21,9364,621,9657,147,6009,0,730,413
Cutler-Orosi Joint Unified (Tulare),Tulare,Unified School District,4083,49.7,95.4,6,86.87,34.7,85,N/A,20,12,65829,N/A,17,23,9707,645,11690,68,6001,335,612,928
Farmersville Unified (Tulare),Tulare,Unified School District,2626,39.7,86.3,7,95.08,34.7,70,N/A,20.4,11,67536,N/A,10,22,9974,819,10365,136,6378,24,700,542
Linden Unified (San Joaquin),San Joaquin,Unified School District,2278,24.2,54.6,38,92,34.5,57,N/A,22.5,11,65134,N/A,20,36,9026,737,9129,48,5479,17,691,840
San Juan Unified (Sacramento),Sacramento,Unified School District,49114,11.2,50.2,44,82.65,34.5,1296,N/A,22.4,11,74317,N/A,32,42,9285,416,9692,46,5936,30,460,698
Santa Clara Unified (Santa Clara),Santa Clara,Unified School District,15298,28.2,40.6,62,82.25,34.5,306,N/A,22.6,9,85112,N/A,43,50,10450,481,11684,0,6708,15,573,747
Colusa Unified (Colusa),Colusa,Unified School District,1456,31,68.1,32,85,34.4,31,N/A,21.1,11,64908,N/A,29,38,8709,561,9320,131,5897,1,645,562
Selma Unified (Fresno),Fresno,Unified School District,6447,27.5,80,12,93.01,34.4,137,N/A,21.3,11,N/A,N/A,19,42,9558,793,9850,72,6131,0,675,702
Pittsburg Unified (Contra Costa),Contra Costa,Unified School District,10969,33.6,77.6,40,88.4,34.3,241,N/A,20.7,9,66717,N/A,21,30,9308,576,10052,39,6195,17,901,694
Anderson Valley Unified (Mendocino),Mendocino,Unified School District,540,43.1,81.3,24,90,34,17,N/A,14.6,12,53897,N/A,33,48,12381,761,13660,96,8314,0,972,797
Lindsay Unified (Tulare),Tulare,Unified School District,4163,48.7,82.7,8,66.67,33.9,87,N/A,22.4,9,66595,N/A,13,25,10574,833,11997,37,7402,6,687,847
Oceanside Unified (San Diego),San Diego,Unified School District,20980,16.5,63.1,45,92.4,33.9,455,N/A,22.6,13,76339,N/A,32,36,9803,408,10169,12,6456,8,537,936
Paramount Unified (Los Angeles),Los Angeles,Unified School District,15681,35.8,92.9,14,86.4,33.9,386,N/A,25.1,13,78473,N/A,21,35,9216,459,10071,48,6041,0,487,511
Imperial Unified (Imperial),Imperial,Unified School District,3898,23.1,43.3,21,96.03,33.7,83,N/A,24.4,11,79628,N/A,35,46,9217,800,8711,90,5963,0,455,955
Alvord Unified (Riverside),Riverside,Unified School District,19390,39.9,80.6,24,86.53,33.5,429,N/A,23.6,13,85668,N/A,24,35,9461,313,9446,58,6188,0,504,696
Orange Unified (Orange),Orange,Unified School District,29473,24.4,44.7,44,93.6,33.4,722,N/A,21.4,12,78819,N/A,38,50,8791,475,9289,63,5679,5,334,831
Golden Valley Unified (Madera),Madera,Unified School District,1923,5.4,34.2,39,93.79,33.3,46,N/A,20.6,8,58465,N/A,39,54,8740,461,8910,122,5010,0,864,661
La Honda-Pescadero Unified (San Mateo),San Mateo,Unified School District,340,47.1,59.1,33,87.5,33.3,7,N/A,14.2,7,66236,N/A,31,34,15953,642,15789,232,9357,0,1692,891
Lakeport Unified (Lake),Lake,Unified School District,1556,9.6,59.8,45,93.89,33.3,43,N/A,19.8,11,58975,N/A,32,43,9369,344,9357,262,5702,0,806,743
Ramona City Unified (San Diego),San Diego,Unified School District,5697,15.6,42.6,38,88.84,33.3,152,N/A,24.3,12,69778,N/A,36,49,8967,556,9350,0,5597,53,706,853
Exeter Unified (Tulare),Tulare,Unified School District,2979,18.2,62.5,36,88.59,33.2,79,N/A,23.2,9,66293,N/A,23,36,8759,545,9243,205,5361,0,686,683
Porterville Unified (Tulare),Tulare,Unified School District,14119,26.1,82.5,22,86.99,33.2,462,N/A,24.3,13,75802,N/A,20,30,9399,673,10471,159,6095,157,350,790
Gustine Unified (Merced),Merced,Unified School District,1863,34.6,64.4,22,97.01,33.1,42,N/A,22.6,11,64952,N/A,14,24,8740,609,9335,79,5375,0,889,921
Vallejo City Unified (Solano),Solano,Unified School District,14996,19.4,74.2,60,73.84,33,256,N/A,23.8,12,61264,N/A,17,25,10012,680,10546,39,6569,0,914,607
Lincoln Unified (San Joaquin),San Joaquin,Unified School District,9277,14.9,57.9,57,92.11,32.9,215,N/A,23.2,13,67953,N/A,33,47,8096,498,8784,69,5428,6,458,760
Moreno Valley Unified (Riverside),Riverside,Unified School District,34170,23.1,81.6,34,86.21,32.8,706,N/A,23.3,13,77108,N/A,17,29,9735,591,10505,8,6516,4,331,748
Mt. Diablo Unified (Contra Costa),Contra Costa,Unified School District,31923,22.8,45,53,85.1,32.6,637,N/A,21.4,12,67920,N/A,38,47,9118,435,9755,47,6149,0,349,823
Manteca Unified (San Joaquin),San Joaquin,Unified School District,23188,22.4,61.5,50,92.41,32.5,544,N/A,23.8,12,70381,N/A,24,35,8782,884,9022,2,6038,0,399,637
Winters Joint Unified (Yolo),Yolo,Unified School District,1521,33.7,66.7,32,84.62,32.5,38,N/A,21.7,13,67111,N/A,21,29,9193,418,9717,10,5472,10,762,783
Antioch Unified (Contra Costa),Contra Costa,Unified School District,18352,17.9,66.8,59,84.15,32.2,458,N/A,22.9,12,72849,N/A,19,30,9670,327,9588,27,6713,0,450,543
Washington Unified (Fresno),Fresno,Unified School District,2993,38,90.6,31,76.41,32.2,89,N/A,20.1,8,59970,N/A,15,26,12112,630,12860,356,6706,0,1065,1517
Windsor Unified (Sonoma),Sonoma,Unified School District,5415,20.7,43.1,40,89.36,32.2,130,N/A,21.7,11,N/A,N/A,28,42,8807,434,10084,87,5981,20,423,1346
Yosemite Unified (Madera),Madera,Unified School District,1982,0.5,42.3,33,91.38,32.1,61,N/A,20.7,13,65483,N/A,33,45,10092,461,10603,0,5721,55,883,795
Montebello Unified (Los Angeles),Los Angeles,Unified School District,29062,31.3,86.7,5,87.13,31.9,670,N/A,24.4,16,83615,N/A,17,29,9957,380,10935,45,6330,30,538,1053
Kelseyville Unified (Lake),Lake,Unified School District,1681,16.5,75.1,41,84.4,31.7,38,N/A,18.3,12,58245,N/A,15,26,10130,573,10454,160,5943,0,1061,1388
Trinity Alps Unified (Trinity),Trinity,Unified School District,660,1.5,55.8,26,93.59,31.5,23,N/A,17.3,11,66465,N/A,33,43,13288,875,13829,281,8592,0,956,974
Mariposa County Unified (Mariposa),Mariposa,Unified School District,1806,3.3,51.5,30,93.28,31.3,42,N/A,19.6,14,60945,N/A,31,38,10363,780,11090,135,6152,32,839,1288
Newman-Crows Landing Unified (Stanislaus),Stanislaus,Unified School District,2946,35.2,66.9,26,98.48,31.3,61,N/A,23.5,11,69078,N/A,20,34,9176,597,9535,135,5782,0,701,529
Delhi Unified (Merced),Merced,Unified School District,2686,39.7,84.4,13,91.4,31.2,54,N/A,20.6,12,72049,N/A,20,36,9893,723,9798,129,5645,7,701,684
Fillmore Unified (Ventura),Ventura,Unified School District,3774,33.6,77.9,10,88.17,31.2,81,N/A,23.4,12,67525,N/A,17,28,9127,362,10004,62,5604,117,738,722
Gonzales Unified (Monterey),Monterey,Unified School District,2477,42.2,82.5,5,93.01,31.1,55,N/A,21.5,10,68833,N/A,12,25,9389,653,11836,75,5721,0,846,836
Kerman Unified (Fresno),Fresno,Unified School District,4997,32.6,88,18,87.17,31.1,85,N/A,25,9,64034,N/A,21,37,8395,696,9683,96,5137,0,830,797
Healdsburg Unified (Sonoma),Sonoma,Unified School District,1650,38.1,57.1,34,83.87,31,44,N/A,19.1,12,65585,N/A,26,41,12386,474,13696,53,8157,0,1074,864
Middletown Unified (Lake),Lake,Unified School District,1667,8.1,51.2,31,92.13,31,39,N/A,21.2,9,60924,N/A,36,47,9213,477,9183,115,5880,0,770,925
Fort Bragg Unified (Mendocino),Mendocino,Unified School District,1873,19.8,69.2,41,87.29,30.8,33,N/A,18,8,53037,N/A,21,37,10814,552,10941,401,6703,95,611,789
Banning Unified (Riverside),Riverside,Unified School District,4599,20.6,84.5,38,77.98,30.5,83,N/A,26.1,10,67204,N/A,20,28,9428,642,10341,34,5901,119,741,926
Lake Elsinore Unified (Riverside),Riverside,Unified School District,22258,14.3,64.1,42,89.7,30.4,463,N/A,22.6,13,79490,N/A,23,35,8874,371,9112,84,5825,42,442,755
Santa Paula Unified (Ventura),Ventura,Unified School District,5459,38.9,84.6,5,92.24,30.4,110,N/A,20.5,11,68935,N/A,19,30,9838,496,10439,95,6204,24,681,611
Vista Unified (San Diego),San Diego,Unified School District,25377,24,62.2,39,84.77,30.4,645,N/A,21.9,13,70690,N/A,29,42,9851,417,9989,46,6600,87,480,798
Mendota Unified (Fresno),Fresno,Unified School District,3146,70.8,98.3,2,85.03,30.2,48,N/A,24.6,9,60776,N/A,15,22,9444,1055,10617,0,6108,0,739,525
Firebaugh-Las Deltas Unified (Fresno),Fresno,Unified School District,2296,35.6,90.3,6,96.49,30.1,50,N/A,19.7,10,58219,N/A,12,29,9955,1049,10479,139,5566,9,921,951
Inglewood Unified (Los Angeles),Los Angeles,Unified School District,13469,27,78.3,35,76.35,30,209,N/A,23.2,11,66989,N/A,15,26,10861,562,11340,0,6968,9,744,691
West Covina Unified (Los Angeles),Los Angeles,Unified School District,14213,6.8,68.1,40,91.95,30,338,N/A,18.4,9,70256,N/A,34,48,9544,540,10528,58,5890,0,562,789
Duarte Unified (Los Angeles),Los Angeles,Unified School District,3896,23.4,72.2,27,96.22,29.8,117,N/A,18.2,10,71644,N/A,31,47,10351,492,10657,110,6707,3,997,677
Hilmar Unified (Merced),Merced,Unified School District,2253,23.7,58.2,36,96.43,29.8,50,N/A,20.2,14,66520,N/A,18,36,9040,592,9328,165,5824,12,632,783
Patterson Joint Unified (Stanislaus),Stanislaus,Unified School District,6024,33.7,68,31,85.12,29.8,113,N/A,23.6,9,62386,N/A,20,34,8425,730,9449,35,5425,9,599,849
Fairfield-Suisun Unified (Solano),Solano,Unified School District,21366,15.3,57.1,64,88.37,29.5,390,N/A,22.7,11,64876,N/A,30,43,8375,466,8894,37,5280,3,514,629
Modoc Joint Unified (Modoc),Modoc,Unified School District,823,3.8,60.9,30,94.44,29.4,15,N/A,17.7,10,52670,N/A,23,35,9858,693,10729,164,5750,0,1039,579
Bellflower Unified (Los Angeles),Los Angeles,Unified School District,13149,20.6,73.1,41,92.77,29.3,306,N/A,21.4,13,73462,N/A,28,46,9662,706,9518,38,6489,0,587,664
Visalia Unified (Tulare),Tulare,Unified School District,28267,15.3,63.7,35,94.69,29.2,572,N/A,24.3,13,67321,N/A,28,41,8386,673,9482,230,5463,0,426,493
Colton Joint Unified (San Bernardino),San Bernardino,Unified School District,23322,25.6,80.6,20,83.83,29.1,394,N/A,21.8,14,75782,N/A,19,33,9552,433,9923,80,5945,0,568,930
Apple Valley Unified (San Bernardino),San Bernardino,Unified School District,14401,8.6,60.6,47,87.13,28.7,295,N/A,23.4,12,73958,N/A,22,38,8746,499,9234,0,5923,0,639,640
Coachella Valley Unified (Riverside),Riverside,Unified School District,18878,52.8,94.5,2,83.59,28.7,352,N/A,22.7,12,76521,N/A,11,18,10112,541,10715,0,6645,0,661,980
San Bernardino City Unified (San Bernardino),San Bernardino,Unified School District,53365,26.7,89.6,27,84.98,28.3,913,N/A,21.1,12,76890,N/A,17,28,11306,659,11529,0,7044,26,586,1131
Emery Unified (Alameda),Alameda,Unified School District,695,19.4,71.7,47,75,27.8,10,N/A,16,7,69033,N/A,22,27,14478,378,14711,156,8263,0,2299,1154
Palm Springs Unified (Riverside),Riverside,Unified School District,23332,33.5,87.6,27,90.78,27.8,437,N/A,22.9,11,76546,N/A,21,32,10466,651,10155,101,6712,0,501,841
Princeton Joint Unified (Glenn),Glenn,Unified School District,177,14.7,68.9,36,90,27.8,5,N/A,12.2,6,N/A,N/A,33,32,12286,1082,13738,134,6389,0,984,1167
Calipatria Unified (Imperial),Imperial,Unified School District,1196,35.4,81.6,15,85.53,27.7,18,N/A,18.3,11,64378,N/A,24,33,10258,978,11033,95,6221,1,936,987
Cloverdale Unified (Sonoma),Sonoma,Unified School District,1394,33.2,57.1,39,80.95,27.6,24,N/A,19.8,13,64400,N/A,26,34,9910,450,10039,88,6807,0,796,517
Plumas Unified (Plumas),Plumas,Unified School District,2130,4,49.4,25,89.71,27.6,43,N/A,18.8,11,58279,N/A,36,46,12892,904,13417,155,6752,1,1260,2115
Hacienda la Puente Unified (Los Angeles),Los Angeles,Unified School District,19642,19.9,76.3,22,90.09,27.5,411,N/A,22.8,12,74555,N/A,31,46,9256,563,10988,63,5799,5,550,606
North Monterey County Unified (Monterey),Monterey,Unified School District,4493,45.1,78.7,18,83.39,27.4,77,N/A,21.1,11,66254,N/A,14,29,9354,639,10423,62,5684,0,619,1064
Ripon Unified (San Joaquin),San Joaquin,Unified School District,3680,12.6,34.7,43,96.71,27.3,69,N/A,24.1,10,67994,N/A,41,54,8377,577,8193,33,5551,144,717,624
Compton Unified (Los Angeles),Los Angeles,Unified School District,22106,35.4,75.1,22,70.69,27.2,271,N/A,21.3,12,76161,N/A,16,23,10805,517,10964,74,6788,0,939,794
Eureka City Schools (Humboldt),Humboldt,Unified School District,3722,15.2,61,52,91.88,27.2,81,N/A,20.8,14,62499,N/A,25,32,9812,469,10435,97,5549,188,800,1208
Escalon Unified (San Joaquin),San Joaquin,Unified School District,2849,20.2,52.4,39,92.67,26.9,58,N/A,21.8,11,68198,N/A,26,36,8415,473,8826,0,5467,0,572,704
Tehachapi Unified (Kern),Kern,Unified School District,4272,8.8,38.6,34,73.49,26.9,67,N/A,24,14,63164,N/A,30,41,8577,512,8797,102,5175,44,597,1039
Oakdale Joint Unified (Stanislaus),Stanislaus,Unified School District,5292,10.8,41.3,36,94.1,26.8,113,N/A,21.8,13,70765,N/A,25,41,8912,527,9049,0,5873,0,443,863
Azusa Unified (Los Angeles),Los Angeles,Unified School District,9277,31.9,80.4,9,90.86,26.7,172,N/A,19.5,16,N/A,N/A,20,31,10433,523,10912,52,6715,0,482,709
Butte Valley Unified (Siskiyou),Siskiyou,Unified School District,302,18.9,71.2,40,93.33,26.7,4,N/A,15.3,11,52142,N/A,22,23,11763,1145,12968,593,6652,0,1151,994
El Tejon Unified (Kern),Kern,Unified School District,744,16.1,58.9,40,81.94,26.7,16,N/A,24.2,13,62539,N/A,19,25,9308,686,11565,451,5347,482,941,1254
Paso Robles Joint Unified (San Luis Obispo),San Luis Obispo,Unified School District,6555,21.9,46.2,39,90.89,26.4,140,N/A,21.6,14,66582,N/A,33,43,8786,441,9579,170,5702,1,571,745
Riverbank Unified (Stanislaus),Stanislaus,Unified School District,2835,45.6,79.9,20,84.48,26.3,45,N/A,21.4,11,66669,N/A,14,26,10854,466,12017,117,6890,1,739,740
Hemet Unified (Riverside),Riverside,Unified School District,21414,13.3,79.6,45,81.37,25.9,383,N/A,21.9,11,76186,N/A,22,33,10098,607,10077,97,6416,6,664,935
Jurupa Unified (Riverside),Riverside,Unified School District,19330,37.6,74.3,16,89.16,25.9,373,N/A,23.6,13,82263,N/A,20,28,9268,462,9881,42,6349,1,297,687
Del Norte County Unified (Del Norte),Del Norte,Unified School District,3502,10.5,61.6,49,30.29,25.8,55,N/A,20.4,14,62872,N/A,23,34,10753,674,11132,22,6914,4,624,948
Lodi Unified (San Joaquin),San Joaquin,Unified School District,30349,24.8,65.3,57,85.38,25.8,505,N/A,20.2,12,67015,N/A,28,37,9589,536,9762,36,6714,0,585,635
Williams Unified (Colusa),Colusa,Unified School District,1377,51.6,79.5,10,94.06,25.8,25,N/A,21.8,10,66228,N/A,12,22,8247,636,9416,65,5633,0,580,201
Soledad Unified (Monterey),Monterey,Unified School District,4915,42.5,91.5,5,85.2,25.7,78,N/A,23.3,9,65900,N/A,19,28,9535,814,10553,63,5871,0,678,756
Calexico Unified (Imperial),Imperial,Unified School District,9263,65.4,85.8,1,78.13,25.4,178,N/A,23.9,11,71352,N/A,15,19,9840,865,10269,149,6285,0,553,762
Western Placer Unified (Placer),Placer,Unified School District,9116,10.4,41.4,39,88.5,25.4,174,N/A,18.2,10,72758,N/A,40,51,8323,449,8857,169,5674,8,499,452
Pierce Joint Unified (Colusa),Colusa,Unified School District,1443,33.3,66.9,27,98.84,25,21,N/A,21.5,9,64860,N/A,33,38,8378,740,9519,140,5370,10,791,547
Lompoc Unified (Santa Barbara),Santa Barbara,Unified School District,10076,23.3,64.6,38,87.29,24.8,153,N/A,20.4,13,71939,N/A,25,41,9065,606,9635,128,5798,0,601,748
Sierra Sands Unified (Kern),Kern,Unified School District,4944,7.5,53.4,41,92.02,24.6,83,N/A,22.5,12,61647,N/A,34,50,9455,510,10092,55,5858,1,534,986
Ukiah Unified (Mendocino),Mendocino,Unified School District,6349,26.4,75.7,44,84.4,24.5,107,N/A,18.7,10,62327,N/A,19,30,10137,617,10359,59,6624,0,692,726
Fall River Joint Unified (Shasta),Shasta,Unified School District,1169,7.3,60.7,39,82.72,24,18,N/A,16.9,9,51757,N/A,30,38,11436,943,11884,52,6396,0,932,1374
Geyserville Unified (Sonoma),Sonoma,Unified School District,253,37.5,67.2,34,100,23.8,5,N/A,13.7,12,60326,N/A,22,40,14784,736,14444,138,9190,0,1005,1096
Gateway Unified (Shasta),Shasta,Unified School District,3853,1.9,64.7,32,73.71,23.4,56,N/A,19.8,7,59860,N/A,22,32,10918,797,12342,192,7576,0,859,890
Marysville Joint Unified (Yuba),Yuba,Unified School District,9647,21.9,79.7,51,84.02,23.4,145,N/A,23,12,66963,N/A,22,30,9304,704,10114,55,5614,0,585,1049
Amador County Unified (Amador),Amador,Unified School District,3825,2.4,44.6,31,90.51,23.3,67,N/A,22.8,13,64807,N/A,25,38,7598,577,8232,115,4422,8,642,992
Biggs Unified (Butte),Butte,Unified School District,542,14.4,20.3,39,73.17,23.3,7,N/A,17.7,11,52726,N/A,15,26,10393,887,11717,95,6379,72,1112,593
Tulelake Basin Joint Unified (Modoc),Modoc,Unified School District,460,52.2,70,26,96.3,23.3,7,N/A,14.5,10,68711,N/A,16,38,12347,704,13231,636,7308,0,1259,744
Willows Unified (Glenn),Glenn,Unified School District,1443,24.3,65.9,43,85.98,22.9,22,N/A,25.6,13,81211,N/A,12,22,8353,535,9382,0,5196,0,687,547
Mojave Unified (Kern),Kern,Unified School District,2696,13.5,79.4,54,81.13,22.6,30,N/A,22.3,10,67888,N/A,11,20,10865,905,11250,112,6587,0,676,1542
Konocti Unified (Lake),Lake,Unified School District,3130,16.5,84.6,46,77.06,22.4,32,N/A,21.1,10,55613,N/A,13,24,9899,674,10692,58,5989,2,581,1136
Gridley Unified (Butte),Butte,Unified School District,2051,18,74.3,35,86.67,21.8,31,N/A,20.2,12,66036,N/A,27,42,9199,654,9741,163,6084,0,616,743
Maxwell Unified (Colusa),Colusa,Unified School District,312,27.9,58.7,39,95.83,21.7,5,N/A,18.1,10,N/A,N/A,24,34,9758,1028,12165,169,6073,0,1508,612
Denair Unified (Stanislaus),Stanislaus,Unified School District,1293,13,54.9,38,82.63,21.6,37,N/A,22.1,13,62672,N/A,20,33,9561,412,11365,188,5872,3,764,550
Dos Palos Oro Loma Joint Unified (Merced),Merced,Unified School District,2277,28.9,88.5,25,94.05,21.4,37,N/A,22.4,14,68395,N/A,10,18,9674,935,10729,140,6022,4,679,1006
Lucerne Valley Unified (San Bernardino),San Bernardino,Unified School District,2921,2.8,32,43,82.14,21.3,16,N/A,22.7,7,64117,N/A,14,28,12132,905,14442,57,6992,0,1301,999
Snowline Joint Unified (San Bernardino),San Bernardino,Unified School District,7826,13,59.7,44,86.05,21.3,117,N/A,22.6,12,70944,N/A,28,38,8973,565,8893,27,5769,0,500,890
Black Oak Mine Unified (El Dorado),El Dorado,Unified School District,1314,0.7,47.1,16,92.44,21.2,24,N/A,20.9,9,57977,N/A,27,32,10156,526,10822,165,5463,0,780,1567
Coalinga-Huron Unified (Fresno),Fresno,Unified School District,4367,44.3,75.9,16,78.93,21.1,56,N/A,20.8,11,66638,N/A,13,26,10214,806,10361,83,5902,0,655,966
Center Joint Unified (Sacramento),Sacramento,Unified School District,4533,15.6,58.8,54,83.19,20.9,63,N/A,23,15,72010,N/A,31,41,8810,350,9234,62,5503,0,601,638
Silver Valley Unified (San Bernardino),San Bernardino,Unified School District,2278,5.3,52.7,55,97.5,20.9,23,N/A,16.4,9,64917,N/A,35,45,16719,1213,14425,0,9074,2,1556,1500
Alpaugh Unified (Tulare),Tulare,Unified School District,629,35.1,73.1,33,55,20.6,7,N/A,21.5,3,51665,N/A,6,15,11950,604,11700,145,7108,0,1610,342
