District Name,County Name (District),District Type (District),Census Day Enrollment (District),English Learners % (District),Free/Reduced Meals % (District),Ethnic Diversity Index (District),Cohort Graduates % (District),Grads Mtg UC/CSU % (District),Grads Mtg UC/CSU # (District),ACT Test Takers # (District),Per Pupil Ratio: Teacher (District),Avg Years Teaching (District),Teacher Salary-Avg (District),Chronic Absenteeism % (District),CAASPP-Math Standard Exceeded or Met (Levels 3 and 4) (District),CAASPP-ELA Standard Exceeded or Met (Levels 3 and 4) (District),Current Exp of Educ per ADA (Ed Code 41372) (District),Gen Fund Exp by Object Code - 4000-4999 Books & Supplies Per Student (District),Total Gen Fund Revenues Per Student (District),Gen Fund Exp by Activity - 4000-4999 Ancillary Services Per Student # (District),Gen Fund Exp by Activity - 1000-1999 Instruction Per Student # (District),Gen Fund Exp by Activity - 5000-5999 Community Services Per Student # (District),Gen Fund Exp by Activity - 7000-7999 General Administration Per Student # (District),Gen Fund Exp by Activity - 3000-3999 Pupil Services Per Student # (District)
Aromas/San Juan Unified (San Benito),San Benito,Unified School District,1170,29.1,57.3,34,97.44,100,74,0,20,10,64273,N/A,N/A,N/A,10245,494,10740,62,6332,0,830,808
Big Sur Unified (Monterey),Monterey,Unified School District,77,5.2,37.7,31,100,redacted,redacted,0,12.2,5,N/A,N/A,N/A,N/A,40367,3480,38405,0,21408,0,2079,2669
Warner Unified (San Diego),San Diego,Unified School District,284,7.7,86.6,52,91.67,100,16,0,14.9,5,N/A,N/A,N/A,N/A,15387,1212,15013,96,8053,0,3043,1729
Laguna Beach Unified (Orange),Orange,Unified School District,3045,3.2,9.4,21,96.06,99.2,242,0,21.4,10,N/A,N/A,N/A,N/A,13702,658,15483,370,8422,0,1385,1301
Calistoga Joint Unified (Napa),Napa,Unified School District,809,45,80,20,83.33,98.2,56,0,16.5,13,N/A,N/A,N/A,N/A,13689,1000,15201,337,8850,5,1450,805
Piedmont City Unified (Alameda),Alameda,Unified School District,2605,1.9,0,32,98.09,88.8,183,0,16.8,12,72061,N/A,N/A,N/A,12063,495,12140,131,8654,0,761,533
Big Oak Flat-Groveland Unified (Tuolumne),Tuolumne,Unified School District,360,1.5,60.6,27,78.13,88.5,23,0,14.5,16,N/A,N/A,N/A,N/A,13431,932,13585,356,7548,0,1128,1432
Manhattan Beach Unified (Los Angeles),Los Angeles,Unified School District,6832,0.9,2.4,40,95.34,87.6,487,0,22.7,9,71555,N/A,N/A,N/A,8670,631,8486,48,5635,0,520,593
Acton-Agua Dulce Unified (Los Angeles),Los Angeles,Unified School District,1542,4.9,34.4,41,86.61,87.4,90,0,24.9,10,69064,N/A,N/A,N/A,8869,379,8560,76,5075,0,945,968
Pasadena Unified (Los Angeles),Los Angeles,Unified School District,19540,20.6,64.9,43,82.79,82.9,1066,0,21.1,11,67304,N/A,N/A,N/A,9789,238,9803,37,5879,17,491,1106
Borrego Springs Unified (San Diego),San Diego,Unified School District,513,22.3,82.7,26,84.62,82.2,37,0,17.2,5,N/A,N/A,N/A,N/A,12488,251,15463,51,7747,0,1542,857
Palo Alto Unified (Santa Clara),Santa Clara,Unified School District,12357,10.2,8,51,93.52,82.1,721,0,18.1,9,88035,N/A,N/A,N/A,14035,542,14506,101,9612,10,728,890
La Canada Unified (Los Angeles),Los Angeles,Unified School District,4119,4.9,1.4,44,97.58,80.5,297,0,23,11,71131,N/A,N/A,N/A,8405,322,8547,19,5531,15,471,553
San Marino Unified (Los Angeles),Los Angeles,Unified School District,3146,5.7,2.8,44,99.32,80.3,236,0,22.2,12,71143,N/A,N/A,N/A,9895,588,11030,65,5943,66,1148,691
Palos Verdes Peninsula Unified (Los Angeles),Los Angeles,Unified School District,11873,6.4,3,45,98.8,79.3,847,0,24.2,11,69957,N/A,N/A,N/A,8075,265,8159,188,5517,0,447,503
El Segundo Unified (Los Angeles),Los Angeles,Unified School District,3415,5.6,11.7,48,96.98,76.8,222,0,24,10,70594,N/A,N/A,N/A,8294,679,8612,23,5118,189,791,484
Carmel Unified (Monterey),Monterey,Unified School District,2358,5.3,15.7,34,91.3,76.5,130,0,15.8,11,89303,N/A,N/A,N/A,17230,961,18936,0,10327,4,1507,1482
Davis Joint Unified (Yolo),Yolo,Unified School District,8599,8.9,22.1,46,97.45,75.8,547,0,21.8,13,66722,N/A,N/A,N/A,8731,417,8933,137,5672,23,604,696
Big Valley Joint Unified (Lassen),Lassen,Unified School District,200,5.4,18,23,100,73.3,11,0,16.9,14,46582,N/A,N/A,N/A,10409,731,11907,223,4631,0,862,1165
Pleasanton Unified (Alameda),Alameda,Unified School District,14932,5.5,6.2,47,95.25,69.3,846,0,24,12,85446,N/A,N/A,N/A,7838,328,8183,0,5634,0,478,382
Claremont Unified (Los Angeles),Los Angeles,Unified School District,7018,4.9,38.7,53,97.35,68.5,431,0,23.5,13,69745,N/A,N/A,N/A,7931,275,8502,99,4646,0,584,917
Poway Unified (San Diego),San Diego,Unified School District,35196,12,13.9,51,95.18,68.3,1756,0,28,14,72091,N/A,N/A,N/A,7565,272,7546,122,5045,11,385,661
Arcadia Unified (Los Angeles),Los Angeles,Unified School District,9667,12.2,17.7,37,98.27,67.9,586,0,24.5,14,82225,N/A,N/A,N/A,7313,214,7883,61,5024,0,513,473
South Pasadena Unified (Los Angeles),Los Angeles,Unified School District,4652,8.2,14.6,58,97.19,67.8,236,0,24.1,11,72695,N/A,N/A,N/A,7722,325,7886,86,5165,6,533,454
Rocklin Unified (Placer),Placer,Unified School District,12155,3.9,20.4,34,94.97,67.7,629,0,24.3,10,64719,N/A,N/A,N/A,6872,257,6999,72,4510,8,433,410
Santa Monica-Malibu Unified (Los Angeles),Los Angeles,Unified School District,11417,8.7,28.4,48,93.47,67.5,645,0,21.7,12,72767,N/A,N/A,N/A,10495,266,11563,73,6560,121,661,946
San Ramon Valley Unified (Contra Costa),Contra Costa,Unified School District,30757,4.9,3.4,49,98.42,67.2,1514,0,23.6,11,67587,N/A,N/A,N/A,7841,318,7882,97,5230,11,344,536
Beverly Hills Unified (Los Angeles),Los Angeles,Unified School District,4515,6.7,5.6,30,95.02,66.5,335,0,17,13,N/A,N/A,N/A,N/A,12166,277,14281,185,7873,23,706,622
Carlsbad Unified (San Diego),San Diego,Unified School District,10956,7.4,23.5,42,94.85,65.1,449,0,26.1,13,70696,N/A,N/A,N/A,7360,220,7908,55,4702,10,447,660
Irvine Unified (Orange),Orange,Unified School District,29072,12.2,13.1,52,95.48,64.7,1391,0,26.4,13,73497,N/A,N/A,N/A,7577,322,8167,50,4898,19,272,747
Temple City Unified (Los Angeles),Los Angeles,Unified School District,5799,21.1,42.9,39,94.58,63.5,311,0,25.6,14,73319,N/A,N/A,N/A,6879,227,7483,12,4547,0,480,505
Dublin Unified (Alameda),Alameda,Unified School District,7325,5.7,9.2,59,95.55,63.3,261,0,22.3,9,75829,N/A,N/A,N/A,7845,193,8048,41,5199,0,496,457
Scotts Valley Unified (Santa Cruz),Santa Cruz,Unified School District,2479,1.7,14.6,28,97.87,62,119,0,23.1,12,58539,N/A,N/A,N/A,7309,285,7474,96,4798,1,529,413
Fremont Unified (Alameda),Alameda,Unified School District,33406,17.7,21.5,50,82.11,61.7,1429,0,23.3,13,78203,N/A,N/A,N/A,7732,286,7844,35,5391,16,318,397
Los Alamitos Unified (Orange),Orange,Unified School District,9912,1.8,12.9,48,97.18,60.8,514,0,27.3,14,83536,N/A,N/A,N/A,7198,250,8540,38,5095,(1),476,418
Golden Valley Unified (Madera),Madera,Unified School District,1967,5.5,40.2,38,86.63,60.1,95,0,22.6,7,58367,N/A,N/A,N/A,7839,397,7855,114,4644,0,694,614
Coronado Unified (San Diego),San Diego,Unified School District,3174,2.4,5.1,30,96.73,58.6,156,0,22.1,10,63954,N/A,N/A,N/A,9358,460,9649,112,5899,113,580,669
Oak Park Unified (Ventura),Ventura,Unified School District,4510,2.6,6,29,95.31,58.5,216,0,25,12,71382,N/A,N/A,N/A,7313,210,7420,59,5101,3,539,550
Pajaro Valley Unified (Santa Cruz),Santa Cruz,Unified School District,20001,43.1,75.5,21,88.64,57.7,610,0,25.1,10,55863,N/A,N/A,N/A,9653,475,9750,44,6078,1,388,922
Redondo Beach Unified (Los Angeles),Los Angeles,Unified School District,8967,5.4,20.3,52,90.74,56.9,363,0,24.9,11,70163,N/A,N/A,N/A,7572,220,7724,0,5047,13,411,645
Clovis Unified (Fresno),Fresno,Unified School District,39894,5.6,38.2,51,92.12,56.7,1480,0,24.7,13,61519,N/A,N/A,N/A,7655,438,7950,155,4806,0,435,665
Brea-Olinda Unified (Orange),Orange,Unified School District,5972,9.1,27.1,54,96.44,56.3,290,0,27.9,14,72343,N/A,N/A,N/A,7254,211,7380,47,4476,0,542,782
San Francisco Unified (San Francisco),San Francisco,Unified School District,56970,25.4,57.4,61,81.67,56.2,2206,0,18.2,12,64357,N/A,N/A,N/A,9479,436,11351,74,4981,0,555,844
Cabrillo Unified (San Mateo),San Mateo,Unified School District,3324,29.2,39,40,88.74,55.4,113,0,23.6,13,65239,N/A,N/A,N/A,8560,191,9132,134,5335,15,576,732
Temecula Valley Unified (Riverside),Riverside,Unified School District,30337,5.1,20.1,51,93.98,55.4,1343,0,25.6,12,78077,N/A,N/A,N/A,7314,218,7379,44,5116,6,336,569
Castro Valley Unified (Alameda),Alameda,Unified School District,9210,7.9,19.3,65,94.91,54.8,406,0,23.3,11,69171,N/A,N/A,N/A,7662,311,7660,78,4944,42,507,631
Tahoe-Truckee Unified (Placer),Placer,Unified School District,3917,20.2,39.9,35,89.71,54.4,130,0,20.8,13,70728,N/A,N/A,N/A,12432,909,13720,155,7659,5,749,1368
Tustin Unified (Orange),Orange,Unified School District,23771,21.1,41.9,51,96.78,54.3,887,0,29.6,10,75200,N/A,N/A,N/A,6944,210,7581,47,4560,16,343,544
Riverdale Joint Unified (Fresno),Fresno,Unified School District,1568,25.4,84.9,20,98.21,54.1,60,0,20.6,11,58996,N/A,N/A,N/A,8232,549,8367,134,5107,1,668,594
Capistrano Unified (Orange),Orange,Unified School District,53785,10,24.2,41,97.17,53.1,2127,0,27.6,14,78827,N/A,N/A,N/A,7002,171,7279,45,4737,0,308,581
Glendora Unified (Los Angeles),Los Angeles,Unified School District,7559,5.3,22.6,46,97.9,53,323,0,25.3,12,76309,N/A,N/A,N/A,7095,240,7515,24,5045,3,390,387
Livermore Valley Joint Unified (Alameda),Alameda,Unified School District,12629,11.7,25.9,47,91.43,53,555,0,21.4,12,69727,N/A,N/A,N/A,8364,273,8263,77,5548,9,399,613
San Marcos Unified (San Diego),San Diego,Unified School District,19617,17.7,45.5,45,94.49,53,636,0,25.4,11,67190,N/A,N/A,N/A,7358,284,7430,66,4946,214,308,566
Alhambra Unified (Los Angeles),Los Angeles,Unified School District,18076,25.8,72.8,40,91.44,52.2,972,0,25.3,14,70370,N/A,N/A,N/A,7851,251,9590,62,5105,55,508,874
Conejo Valley Unified (Ventura),Ventura,Unified School District,20595,10,22.6,40,96.32,52.2,1023,0,24.2,14,69918,N/A,N/A,N/A,7861,355,7782,124,5308,85,403,476
Torrance Unified (Los Angeles),Los Angeles,Unified School District,24324,13.8,29.6,63,95.74,52.2,1128,0,25.3,12,72221,N/A,N/A,N/A,7415,192,8011,98,5098,0,372,530
Garden Grove Unified (Orange),Orange,Unified School District,47599,40.8,71.5,43,89.22,51.9,1814,0,26.3,14,81555,N/A,N/A,N/A,8030,232,8184,184,5451,9,266,681
Newport-Mesa Unified (Orange),Orange,Unified School District,22003,23.3,45.3,42,93.36,51.8,857,0,23.4,13,83074,N/A,N/A,N/A,10483,335,12222,139,6433,0,603,837
Santa Barbara Unified (Santa Barbara),Santa Barbara,Unified School District,15489,31.2,52.1,38,89.69,51.6,791,0,23.2,13,67946,N/A,N/A,N/A,8622,292,9536,114,5114,105,538,720
Alameda Unified (Alameda),Alameda,Unified School District,10836,19.7,33.8,67,84.73,51.5,426,0,21.3,10,67410,N/A,N/A,N/A,9388,353,9590,192,5955,8,712,527
Las Virgenes Unified (Los Angeles),Los Angeles,Unified School District,11236,5.7,5.6,25,95.42,51.1,519,0,22.9,12,67815,N/A,N/A,N/A,8058,176,8247,30,5509,0,349,672
Oakland Unified (Alameda),Alameda,Unified School District,46486,29.4,73.3,55,62.78,50.8,1201,0,19,8,55086,N/A,N/A,N/A,11051,521,11461,314,6520,13,748,738
Elk Grove Unified (Sacramento),Sacramento,Unified School District,62137,14.5,55.1,71,88.11,50.1,2207,0,19.6,12,68968,N/A,N/A,N/A,8038,253,8023,0,5570,0,468,551
Princeton Joint Unified (Glenn),Glenn,Unified School District,202,24.3,73.8,34,83.33,redacted,redacted,0,15,9,47557,N/A,N/A,N/A,11288,644,11303,124,6021,0,1333,1107
Sierra-Plumas Joint Unified (Sierra),Sierra,Unified School District,379,5.4,45.4,19,94.74,50,18,0,14.3,13,53060,N/A,N/A,N/A,13388,505,13574,139,6502,0,2207,1786
San Diego Unified (San Diego),San Diego,Unified School District,130270,26.1,62.9,56,87.87,49.8,4066,0,19.7,14,66082,N/A,N/A,N/A,9846,304,9660,29,6479,6,432,1209
New Haven Unified (Alameda),Alameda,Unified School District,12873,22.2,48.7,66,79.85,49.6,476,0,24.9,14,81433,N/A,N/A,N/A,7498,124,7872,83,5153,6,393,457
San Luis Coastal Unified (San Luis Obispo),San Luis Obispo,Unified School District,7535,14.2,37,38,96.52,49.6,280,0,20.2,12,71130,N/A,N/A,N/A,10430,359,10529,179,6163,0,677,1113
Placentia-Yorba Linda Unified (Orange),Orange,Unified School District,25622,12,27.1,49,93.18,48.9,955,0,24.9,14,75937,N/A,N/A,N/A,7715,242,7656,22,5169,3,290,525
Berkeley Unified (Alameda),Alameda,Unified School District,9779,11.3,40,63,85.52,48.7,383,0,18.1,8,68192,N/A,N/A,N/A,12936,423,12964,27,8059,18,1086,962
Morgan Hill Unified (Santa Clara),Santa Clara,Unified School District,9241,18.6,34.5,46,93.19,48.6,297,0,25.9,10,65392,N/A,N/A,N/A,7019,318,8244,53,4519,0,445,633
Moorpark Unified (Ventura),Ventura,Unified School District,6984,20.3,33.8,45,90.49,48.4,278,0,23.8,14,65367,N/A,N/A,N/A,8087,183,8013,27,5074,0,691,534
Corona-Norco Unified (Riverside),Riverside,Unified School District,53437,12.5,43.6,48,91.92,48.2,1925,0,25,13,77121,N/A,N/A,N/A,7273,207,7253,36,4889,0,311,592
Milpitas Unified (Santa Clara),Santa Clara,Unified School District,10033,24.5,39.1,57,92.75,47.9,370,0,24.4,12,76321,N/A,N/A,N/A,7705,312,7717,32,5395,0,399,376
Glendale Unified (Los Angeles),Los Angeles,Unified School District,26187,22.7,51,47,91.88,47.8,1028,0,23,14,71591,N/A,N/A,N/A,8658,257,8461,57,6187,19,354,514
Anderson Valley Unified (Mendocino),Mendocino,Unified School District,556,41.1,82.4,24,90.48,47.6,20,0,16.7,13,53576,N/A,N/A,N/A,11899,773,11847,100,7423,204,975,1065
Coast Unified (San Luis Obispo),San Luis Obispo,Unified School District,762,40.5,60.2,37,91.94,47.4,27,0,17,13,69223,N/A,N/A,N/A,13095,703,13722,187,7548,0,1528,1329
Sanger Unified (Fresno),Fresno,Unified School District,10916,18.1,73.5,32,96.82,46.9,334,0,21,9,59219,N/A,N/A,N/A,8380,685,8470,100,5001,3,434,879
Murrieta Valley Unified (Riverside),Riverside,Unified School District,22929,4.4,33.5,50,94.43,46.7,873,0,27.3,10,76809,N/A,N/A,N/A,7003,217,7137,64,4603,14,374,598
San Lorenzo Valley Unified (Santa Cruz),Santa Cruz,Unified School District,4444,1.8,24.9,28,94.42,46.3,118,0,23,9,63394,N/A,N/A,N/A,9305,416,8837,112,5426,0,870,922
Covina-Valley Unified (Los Angeles),Los Angeles,Unified School District,12980,11,65.3,27,95.72,46.1,595,0,23.6,12,73346,N/A,N/A,N/A,8244,283,9007,0,5320,1,623,465
Hayward Unified (Alameda),Alameda,Unified School District,21939,30.1,68.1,45,76.66,46.1,574,0,24.1,11,74857,N/A,N/A,N/A,9082,339,9425,20,6174,1,412,594
Folsom-Cordova Unified (Sacramento),Sacramento,Unified School District,19117,11.3,34.9,46,92.85,46,590,0,24.3,13,70215,N/A,N/A,N/A,7366,275,7652,157,4689,0,413,547
Fowler Unified (Fresno),Fresno,Unified School District,2393,21.8,77.9,22,98.76,46,74,0,22.2,12,59002,N/A,N/A,N/A,7714,448,7827,61,5060,6,392,712
Novato Unified (Marin),Marin,Unified School District,8049,17.3,35.8,45,92.46,46,260,0,20.1,10,63402,N/A,N/A,N/A,8381,330,8620,59,5546,0,450,618
San Jose Unified (Santa Clara),Santa Clara,Unified School District,33184,23,44.1,48,81.69,45.8,963,0,20.4,10,67162,N/A,N/A,N/A,9040,325,9038,130,5373,0,425,732
Chino Valley Unified (San Bernardino),San Bernardino,Unified School District,30705,14.1,44.8,45,89.03,45.6,1107,0,26.5,15,76599,N/A,N/A,N/A,7152,202,7598,101,4679,27,401,503
Saint Helena Unified (Napa),Napa,Unified School District,1295,18.3,42.9,37,95.8,45.6,52,0,15.8,9,99099,N/A,N/A,N/A,17076,1206,19036,272,10437,89,2053,1103
Redlands Unified (San Bernardino),San Bernardino,Unified School District,21379,9.4,54.1,52,91.21,45.3,817,0,24.1,14,75195,N/A,N/A,N/A,7868,301,7837,76,4993,11,424,663
Live Oak Unified (Sutter),Sutter,Unified School District,1740,19.1,80.3,39,94.53,45.2,57,0,22.3,15,60245,N/A,N/A,N/A,7449,475,7884,68,4604,48,598,678
Saddleback Valley Unified (Orange),Orange,Unified School District,30355,14.2,26,46,95.33,44.7,1139,0,26.8,17,77428,N/A,N/A,N/A,7235,162,7692,46,5264,0,298,469
ABC Unified (Los Angeles),Los Angeles,Unified School District,20845,20.1,52,57,93.39,44.6,739,0,24.1,14,71593,N/A,N/A,N/A,8005,299,8240,0,5267,0,456,551
Bassett Unified (Los Angeles),Los Angeles,Unified School District,4194,34.5,90.6,6,91.32,44.4,122,0,23,13,70783,N/A,N/A,N/A,9030,463,9682,91,5358,0,983,582
Charter Oak Unified (Los Angeles),Los Angeles,Unified School District,5544,7.3,54,41,94.2,44.3,218,0,26.6,14,75261,N/A,N/A,N/A,7826,197,7974,27,5050,55,535,621
Monterey Peninsula Unified (Monterey),Monterey,Unified School District,10730,29.2,72.1,50,84.98,44.2,300,0,19.7,10,57950,N/A,N/A,N/A,9920,479,10104,59,5719,30,617,908
Sacramento City Unified (Sacramento),Sacramento,Unified School District,47616,22,72,64,85.27,43.9,1235,0,26.2,14,65479,N/A,N/A,N/A,8997,267,9453,40,6110,4,426,789
Bonita Unified (Los Angeles),Los Angeles,Unified School District,9870,5.4,31.8,47,95.24,43.7,345,0,25,12,71689,N/A,N/A,N/A,7581,265,7779,103,4890,7,499,595
Templeton Unified (San Luis Obispo),San Luis Obispo,Unified School District,2360,4.9,20,28,97.85,43.4,79,0,23.6,11,61442,N/A,N/A,N/A,7230,266,7544,131,4482,15,704,512
Valley Center-Pauma Unified (San Diego),San Diego,Unified School District,4154,21.4,51.2,47,98.3,43.3,148,0,22.2,15,74003,N/A,N/A,N/A,8631,388,8852,188,5136,30,501,845
Culver City Unified (Los Angeles),Los Angeles,Unified School District,6741,10.6,37.5,60,86.63,43.2,230,0,23.5,12,66896,N/A,N/A,N/A,8256,337,8379,0,5513,0,509,565
Sonoma Valley Unified (Sonoma),Sonoma,Unified School District,4670,29.4,54.8,38,87.58,43.1,127,0,21.7,11,57174,N/A,N/A,N/A,9121,361,10261,45,6530,0,439,716
Carpinteria Unified (Santa Barbara),Santa Barbara,Unified School District,2308,38.1,59.4,28,91.58,43,80,0,22.8,12,N/A,N/A,N/A,N/A,9720,537,10453,370,5333,319,620,771
Monrovia Unified (Los Angeles),Los Angeles,Unified School District,5936,12.5,53.7,41,86.83,42.9,178,0,24,13,71214,N/A,N/A,N/A,8181,243,8336,78,5160,0,627,753
Lone Pine Unified (Inyo),Inyo,Unified School District,385,25.9,65.2,48,96.15,42.3,11,0,19.7,10,64083,N/A,N/A,N/A,14505,885,18170,66,9316,40,1573,758
Trinity Alps Unified (Trinity),Trinity,Unified School District,732,1.4,54.8,25,96.7,42.2,38,0,18.9,12,N/A,N/A,N/A,N/A,10515,909,11603,245,6643,1,656,712
Natomas Unified (Sacramento),Sacramento,Unified School District,12454,14,53.3,70,89.17,41.8,363,0,22.7,9,65334,N/A,N/A,N/A,7730,343,7625,49,4973,1,526,514
La Honda-Pescadero Unified (San Mateo),San Mateo,Unified School District,343,48.5,65.6,33,87.5,redacted,redacted,0,12.9,8,56321,N/A,N/A,N/A,13637,489,15419,185,8012,0,1549,691
Woodland Joint Unified (Yolo),Yolo,Unified School District,10126,25.5,65.2,34,86.76,41.6,275,0,22.1,12,61900,N/A,N/A,N/A,7495,290,7984,32,4491,9,547,735
Travis Unified (Solano),Solano,Unified School District,5466,3.6,24.1,62,94.03,41.4,177,0,23.5,12,66704,N/A,N/A,N/A,6998,280,7545,45,4430,0,418,654
Mammoth Unified (Mono),Mono,Unified School District,1151,28.5,53.9,6,81.97,41.2,21,0,19.1,8,N/A,N/A,N/A,N/A,10022,465,11462,126,6733,0,756,501
Martinez Unified (Contra Costa),Contra Costa,Unified School District,4087,7.5,26.7,47,88.44,41.2,141,0,22.5,11,64345,N/A,N/A,N/A,7578,222,8224,33,5306,0,495,338
Tulelake Basin Joint Unified (Modoc),Modoc,Unified School District,471,46.3,78.3,30,94.44,41.2,14,0,14.7,10,65729,N/A,N/A,N/A,11805,467,12445,595,6910,0,1207,704
Rowland Unified (Los Angeles),Los Angeles,Unified School District,15501,27.7,66.8,38,83.92,41.1,427,0,22.9,13,71672,N/A,N/A,N/A,8412,296,8612,0,5506,23,469,570
Dixon Unified (Solano),Solano,Unified School District,3537,21.6,56.2,39,81.02,41,114,0,24.2,13,61447,N/A,N/A,N/A,7256,229,7307,48,4651,0,547,551
Chawanakee Unified (Madera),Madera,Unified School District,1069,0.5,45.7,37,92.21,40.9,38,0,19.5,6,N/A,N/A,N/A,N/A,9433,461,10130,0,5377,0,1132,765
Santa Ana Unified (Orange),Orange,Unified School District,57410,46.2,83.6,8,85.93,40.6,1495,0,23.9,13,78285,N/A,N/A,N/A,9049,294,8814,80,5882,1,487,636
Dinuba Unified (Tulare),Tulare,Unified School District,6241,28.8,74.6,20,91.97,40.2,177,0,20.6,11,62912,N/A,N/A,N/A,7868,384,8530,96,5151,109,410,701
Chico Unified (Butte),Butte,Unified School District,13869,9.2,48.6,38,88.11,40.1,439,0,21.8,13,63298,N/A,N/A,N/A,8470,322,8411,36,6007,1,497,845
Long Beach Unified (Los Angeles),Los Angeles,Unified School District,82256,22,64.8,48,80.8,40.1,2270,0,25.5,16,78248,N/A,N/A,N/A,8418,228,8421,11,5710,75,362,557
Fort Bragg Unified (Mendocino),Mendocino,Unified School District,1917,17.7,65.4,41,90.7,40,48,0,16.7,10,50650,N/A,N/A,N/A,9413,301,9688,339,5910,74,617,747
Mendocino Unified (Mendocino),Mendocino,Unified School District,548,0.5,31.9,21,92.98,40,22,0,15.4,11,55639,N/A,N/A,N/A,12141,540,13791,227,7078,0,1322,976
Shoreline Unified (Marin),Marin,Unified School District,554,37.6,52.5,38,96.15,40,20,0,12.6,12,77667,N/A,N/A,N/A,21174,1039,26195,259,12904,372,1573,2728
Albany City Unified (Alameda),Alameda,Unified School District,3804,20.3,22.7,60,91.02,39.9,121,0,20.2,9,65163,N/A,N/A,N/A,8925,300,9703,109,6105,104,789,341
Mendota Unified (Fresno),Fresno,Unified School District,2978,66,97,1,80.36,39.9,55,0,22.8,10,57700,N/A,N/A,N/A,8476,752,8791,0,5707,0,710,569
South San Francisco Unified (San Mateo),San Mateo,Unified School District,9265,27.1,44.8,57,93.83,39.7,257,0,22.8,9,61879,N/A,N/A,N/A,7086,178,9869,0,4396,5,398,919
West Contra Costa Unified (Contra Costa),Contra Costa,Unified School District,30398,33,68.7,51,79.88,39.6,684,0,22.6,10,57253,N/A,N/A,N/A,8718,336,9271,232,5239,5,596,950
Muroc Joint Unified (Kern),Kern,Unified School District,2071,3,23.7,50,93.89,39.4,50,0,22.5,11,58188,N/A,N/A,N/A,7615,265,8919,102,4750,7,643,527
Fresno Unified (Fresno),Fresno,Unified School District,73689,22.9,83.9,39,76.23,39.3,1652,0,21.5,15,66853,N/A,N/A,N/A,8644,431,9332,143,5668,14,384,793
Holtville Unified (Imperial),Imperial,Unified School District,1586,41.1,78.4,14,88.97,39.3,48,0,20.7,10,65659,N/A,N/A,N/A,8339,355,9022,124,4787,0,665,751
Santa Clara Unified (Santa Clara),Santa Clara,Unified School District,15151,29,44.3,62,81.35,39.1,351,0,24.2,11,75370,N/A,N/A,N/A,8817,309,9245,0,5632,14,379,763
Cutler-Orosi Joint Unified (Tulare),Tulare,Unified School District,4128,48,92.2,6,76.33,39,89,0,19.2,11,60128,N/A,N/A,N/A,8283,424,9385,53,5321,366,490,665
Vacaville Unified (Solano),Solano,Unified School District,12657,8.9,37.2,49,84.25,38.9,403,0,23.8,14,61732,N/A,N/A,N/A,6882,215,6877,30,4456,0,219,781
Caruthers Unified (Fresno),Fresno,Unified School District,1347,35.1,84.8,24,92.06,38.8,45,0,19.4,11,56711,N/A,N/A,N/A,8509,513,9119,216,5273,0,764,706
Ripon Unified (San Joaquin),San Joaquin,Unified School District,3238,11.3,38.3,39,90.18,38.5,84,0,25.5,14,63202,N/A,N/A,N/A,6506,299,7317,37,4288,167,496,556
Firebaugh-Las Deltas Unified (Fresno),Fresno,Unified School District,2291,31.9,90.9,8,91.02,38.4,58,0,22.3,11,57297,N/A,N/A,N/A,7994,727,8522,147,4588,7,598,794
Hamilton Unified (Glenn),Glenn,Unified School District,710,36.3,76.9,14,93.41,38.4,33,0,22.2,14,62129,N/A,N/A,N/A,7769,505,8559,0,4961,0,644,296
San Lorenzo Unified (Alameda),Alameda,Unified School District,12270,27.4,61.3,51,85.79,38.4,354,0,23.4,11,71424,N/A,N/A,N/A,7669,251,8120,32,5108,3,503,478
Orange Unified (Orange),Orange,Unified School District,29854,22.1,46.6,45,93.92,38.2,864,0,25.6,11,71998,N/A,N/A,N/A,7390,256,8058,56,5085,9,282,610
Ventura Unified (Ventura),Ventura,Unified School District,17402,14.7,53.9,42,90.31,38,481,0,23.4,14,64444,N/A,N/A,N/A,7671,260,8033,50,4753,16,382,665
Atascadero Unified (San Luis Obispo),San Luis Obispo,Unified School District,4784,6.9,42.5,33,96.39,37.9,153,0,22.5,15,64750,N/A,N/A,N/A,7771,325,8002,123,4739,28,445,1086
Hughson Unified (Stanislaus),Stanislaus,Unified School District,2186,24.8,54.4,37,93.51,37.9,72,0,22.2,13,69478,N/A,N/A,N/A,8131,323,8735,429,5507,0,718,385
McFarland Unified (Kern),Kern,Unified School District,3306,43.6,90.9,2,83.25,37.4,65,0,19.1,9,59644,N/A,N/A,N/A,9686,358,9712,99,5995,91,624,593
Lucia Mar Unified (San Luis Obispo),San Luis Obispo,Unified School District,10566,13.6,49.5,40,90.78,37.3,298,0,21.9,12,61302,N/A,N/A,N/A,7367,319,7978,87,5080,11,407,562
Riverside Unified (Riverside),Riverside,Unified School District,42560,15.6,64.2,41,85.46,37.1,1116,0,25.4,14,74664,N/A,N/A,N/A,8167,407,7975,62,5466,1,346,579
Visalia Unified (Tulare),Tulare,Unified School District,27617,15.2,63.8,37,88.3,37.1,666,0,24.9,13,63403,N/A,N/A,N/A,7005,364,7648,98,4686,0,309,441
Los Angeles Unified (Los Angeles),Los Angeles,Unified School District,655494,26.4,75,29,68.07,36.9,13771,0,20.9,15,68953,N/A,N/A,N/A,10045,310,10616,198,6564,27,636,847
