District Name,County Name (District),District Type (District),Census Day Enrollment (District),English Learners % (District),Free/Reduced Meals % (District),Ethnic Diversity Index (District),Cohort Graduates % (District),Grads Mtg UC/CSU % (District),Grads Mtg UC/CSU # (District),ACT Test Takers # (District),Per Pupil Ratio: Teacher (District),Avg Years Teaching (District),Teacher Salary-Avg (District),Chronic Absenteeism % (District),CAASPP-Math Standard Exceeded or Met (Levels 3 and 4) (District),CAASPP-ELA Standard Exceeded or Met (Levels 3 and 4) (District),Current Exp of Educ per ADA (Ed Code 41372) (District),Gen Fund Exp by Object Code - 4000-4999 Books & Supplies Per Student (District),Total Gen Fund Revenues Per Student (District),Gen Fund Exp by Activity - 4000-4999 Ancillary Services Per Student # (District),Gen Fund Exp by Activity - 1000-1999 Instruction Per Student # (District),Gen Fund Exp by Activity - 5000-5999 Community Services Per Student # (District),Gen Fund Exp by Activity - 7000-7999 General Administration Per Student # (District),Gen Fund Exp by Activity - 3000-3999 Pupil Services Per Student # (District)
South San Francisco Unified (San Mateo),San Mateo,Unified School District,9263,24.5,34.4,56,92.56,39.1,275,N/A,23,8,62602,N/A,N/A,N/A,7360,282,8815,0,4521,3,410,943
Los Molinos Unified (Tehama),Tehama,Unified School District,593,13.2,79.9,39,93.18,39,16,N/A,18.6,10,57514,N/A,N/A,N/A,9743,887,10054,235,5622,0,900,942
Cuyama Joint Unified (Santa Barbara),Santa Barbara,Unified School District,246,44.3,76.8,24,94.12,redacted,redacted,N/A,15.9,14,59216,N/A,N/A,N/A,12143,1141,14072,72,7480,0,1124,830
Lincoln Unified (San Joaquin),San Joaquin,Unified School District,9191,15.2,62.4,58,92.93,38.9,250,N/A,24,13,65809,N/A,N/A,N/A,7059,359,7799,73,4675,2,392,619
Tracy Joint Unified (San Joaquin),San Joaquin,Unified School District,17442,24.6,46.3,54,89.9,38.9,599,N/A,23.4,12,69366,N/A,N/A,N/A,8253,773,8237,69,5094,9,363,620
Downey Unified (Los Angeles),Los Angeles,Unified School District,22878,16.9,72.3,14,94.04,38.6,804,N/A,24.7,15,82765,N/A,N/A,N/A,8285,404,8355,25,5795,0,512,581
Firebaugh-Las Deltas Unified (Fresno),Fresno,Unified School District,2353,37.4,93.1,7,93.83,38.6,59,N/A,21.1,11,57504,N/A,N/A,N/A,8769,901,9359,139,4972,7,770,822
Hamilton Unified (Glenn),Glenn,Unified School District,723,33.1,80.1,14,98.28,38.6,22,N/A,21.4,13,61964,N/A,N/A,N/A,8517,512,9344,0,5353,0,779,285
Anderson Valley Unified (Mendocino),Mendocino,Unified School District,548,43.6,81,24,73.81,38.2,13,N/A,14.9,12,53576,N/A,N/A,N/A,12251,846,12549,146,7969,2,1012,813
Coast Unified (San Luis Obispo),San Luis Obispo,Unified School District,739,40.9,60.8,36,98.53,38.2,26,N/A,16.6,12,68103,N/A,N/A,N/A,13647,867,14668,198,7325,35,1681,1324
Hacienda la Puente Unified (Los Angeles),Los Angeles,Unified School District,20032,20.6,76.1,21,90.09,38.2,562,N/A,23.1,12,72680,N/A,N/A,N/A,8667,465,10574,60,5529,4,525,530
Linden Unified (San Joaquin),San Joaquin,Unified School District,2292,26.2,56.4,39,89.95,38.2,68,N/A,22.7,9,N/A,N/A,N/A,N/A,8101,666,8664,35,5013,12,602,834
Albany City Unified (Alameda),Alameda,Unified School District,3839,20.3,20.9,60,89.74,38.1,107,N/A,19.7,8,67193,N/A,N/A,N/A,9526,422,9953,130,6427,105,902,363
Fort Bragg Unified (Mendocino),Mendocino,Unified School District,1870,19.8,66,41,91.34,38.1,45,N/A,16.1,9,51539,N/A,N/A,N/A,10012,408,10305,363,6307,78,695,778
Washington Unified (Yolo),Yolo,Unified School District,7848,20.5,65.1,54,88.17,38,187,N/A,20.7,10,59003,N/A,N/A,N/A,7895,359,8263,43,4919,0,664,579
Burbank Unified (Los Angeles),Los Angeles,Unified School District,16207,10.6,40.5,48,93.7,37.8,556,N/A,21.8,13,72762,N/A,N/A,N/A,7915,238,8299,69,5090,8,545,485
Lindsay Unified (Tulare),Tulare,Unified School District,4176,49.6,83.9,9,81.85,37.8,101,N/A,23.1,8,65306,N/A,N/A,N/A,9695,732,10728,36,6167,6,619,643
Ventura Unified (Ventura),Ventura,Unified School District,17430,16.1,47.1,42,92.44,37.8,485,N/A,22.6,14,68107,N/A,N/A,N/A,8181,371,8652,53,5009,16,448,705
San Leandro Unified (Alameda),Alameda,Unified School District,8673,27,64.8,56,85.91,37.5,239,N/A,22,11,N/A,N/A,N/A,N/A,8727,336,8626,28,6018,0,347,531
Shoreline Unified (Marin),Marin,Unified School District,509,36,60.3,37,95,37.5,15,N/A,11.1,12,79806,N/A,N/A,N/A,24270,1345,25061,328,14438,441,1710,3922
Pomona Unified (Los Angeles),Los Angeles,Unified School District,26264,36.7,81.5,17,82.98,37.3,619,N/A,21.4,12,76767,N/A,N/A,N/A,9396,315,9647,22,5921,22,592,683
Lynwood Unified (Los Angeles),Los Angeles,Unified School District,14919,36.9,92.4,7,73.46,37.2,328,N/A,25.6,13,68194,N/A,N/A,N/A,8518,308,9180,15,5121,46,613,489
Central Unified (Fresno),Fresno,Unified School District,15490,12.8,69.6,47,81.29,37,352,N/A,23.9,10,64655,N/A,N/A,N/A,7549,482,8073,79,4431,21,484,840
Southern Humboldt Joint Unified (Humboldt),Humboldt,Unified School District,768,4,52.9,26,85.96,37,20,N/A,19.8,11,53119,N/A,N/A,N/A,10470,590,11678,47,6787,16,879,1896
Butte Valley Unified (Siskiyou),Siskiyou,Unified School District,314,20.4,69.7,39,95.24,redacted,redacted,N/A,16.3,13,53389,N/A,N/A,N/A,11866,813,13377,566,6529,0,1105,1069
Atascadero Unified (San Luis Obispo),San Luis Obispo,Unified School District,4772,7.6,41.2,34,94.66,36.7,137,N/A,22.3,15,65016,N/A,N/A,N/A,7995,396,8411,122,4799,29,445,1250
Desert Sands Unified (Riverside),Riverside,Unified School District,29156,24.3,63,29,87.52,36.4,773,N/A,24.6,12,75733,N/A,N/A,N/A,8793,430,9216,146,5501,0,417,784
Mariposa County Unified (Mariposa),Mariposa,Unified School District,1817,3,55.9,30,93.33,36.4,55,N/A,20.3,13,59295,N/A,N/A,N/A,9943,830,11066,131,5643,18,724,1332
Santa Clara Unified (Santa Clara),Santa Clara,Unified School District,15434,28.4,45.7,62,81.93,36.3,325,N/A,23.6,10,78579,N/A,N/A,N/A,9211,264,11715,0,5840,15,565,830
Benicia Unified (Solano),Solano,Unified School District,4927,2.6,21.8,55,97.62,36.2,149,N/A,22,14,70449,N/A,N/A,N/A,7585,413,7657,44,5034,0,674,373
Rim of the World Unified (San Bernardino),San Bernardino,Unified School District,3905,11.8,49.3,36,80.91,36.2,113,N/A,22.1,15,64534,N/A,N/A,N/A,8617,437,9163,45,5456,32,629,1006
Visalia Unified (Tulare),Tulare,Unified School District,27835,16,65,36,92.09,36.2,672,N/A,24.4,13,64749,N/A,N/A,N/A,7470,584,8379,110,5038,0,329,411
San Juan Unified (Sacramento),Sacramento,Unified School District,49035,10.7,50.4,43,81.6,36.1,1344,N/A,22.5,12,71583,N/A,N/A,N/A,8503,326,8903,44,5345,31,449,691
Farmersville Unified (Tulare),Tulare,Unified School District,2604,37.3,92.9,7,86.56,36,59,N/A,20,12,65969,N/A,N/A,N/A,9341,592,9282,136,5865,23,594,518
Windsor Unified (Sonoma),Sonoma,Unified School District,5409,21,40.3,40,90.02,35.9,148,N/A,23.2,12,59892,N/A,N/A,N/A,7555,351,8855,78,5293,10,298,999
Calipatria Unified (Imperial),Imperial,Unified School District,1174,34.6,77.4,15,89.83,35.8,19,N/A,18.2,11,61378,N/A,N/A,N/A,9015,694,9945,77,5288,0,851,1109
Gilroy Unified (Santa Clara),Santa Clara,Unified School District,11786,27.6,52.3,30,84.11,35.6,291,N/A,22.8,11,69390,N/A,N/A,N/A,7964,293,8431,79,5147,24,450,751
Ojai Unified (Ventura),Ventura,Unified School District,2751,15.6,50.7,37,87.83,35.6,77,N/A,24.2,17,62560,N/A,N/A,N/A,8314,331,8717,19,5144,107,768,751
Ramona City Unified (San Diego),San Diego,Unified School District,5740,14.7,44.2,37,85.6,35.6,165,N/A,27.7,13,68302,N/A,N/A,N/A,7964,337,8581,0,5011,53,672,787
Ripon Unified (San Joaquin),San Joaquin,Unified School District,3539,12.9,37.5,42,92.96,35.6,83,N/A,25.6,13,64303,N/A,N/A,N/A,7035,522,8080,32,4647,127,547,544
Los Banos Unified (Merced),Merced,Unified School District,10065,30.3,74.6,24,89.36,35.4,237,N/A,25.8,10,68494,N/A,N/A,N/A,7820,444,7995,84,5111,0,483,572
Yuba City Unified (Sutter),Sutter,Unified School District,13401,21.2,68.3,54,85.71,35.4,282,N/A,20.3,11,60668,N/A,N/A,N/A,8342,403,8536,72,5381,0,432,702
Imperial Unified (Imperial),Imperial,Unified School District,3804,23.3,48.2,22,94.63,35,82,N/A,24.3,11,74789,N/A,N/A,N/A,7826,494,7856,96,5014,0,435,747
La Honda-Pescadero Unified (San Mateo),San Mateo,Unified School District,347,49.9,64,32,95.65,redacted,redacted,N/A,14.3,7,58546,N/A,N/A,N/A,14579,485,14128,208,8622,1,1775,760
Ceres Unified (Stanislaus),Stanislaus,Unified School District,13220,32.2,80.5,30,86.82,34.7,306,N/A,23.8,10,70190,N/A,N/A,N/A,7918,363,8946,33,4998,0,379,627
Banning Unified (Riverside),Riverside,Unified School District,4480,18.2,86.6,39,80.88,34.5,78,N/A,23.8,11,66779,N/A,N/A,N/A,8673,672,9189,30,5456,124,566,825
Selma Unified (Fresno),Fresno,Unified School District,6485,28.8,81.4,13,92.15,34.3,139,N/A,21.7,11,68081,N/A,N/A,N/A,8890,811,9109,68,5853,0,588,598
Sierra Unified (Fresno),Fresno,Unified School District,1341,1.3,44.3,35,91.14,34.3,49,N/A,19.8,16,64100,N/A,N/A,N/A,10565,682,12214,0,6281,35,689,1529
Cutler-Orosi Joint Unified (Tulare),Tulare,Unified School District,4114,48.2,95,6,82.19,34.1,74,N/A,19.3,12,62457,N/A,N/A,N/A,8791,532,10215,54,5475,443,546,789
Healdsburg Unified (Sonoma),Sonoma,Unified School District,1736,38.9,58.4,33,91.76,34,54,N/A,20.2,12,65257,N/A,N/A,N/A,11560,512,11867,3,7719,0,951,932
Turlock Unified (Stanislaus),Stanislaus,Unified School District,14009,27.2,58.7,41,90.83,33.9,352,N/A,22.1,12,71062,N/A,N/A,N/A,7753,389,8840,64,5637,1,344,371
Esparto Unified (Yolo),Yolo,Unified School District,976,35,65.8,29,91.46,33.7,28,N/A,28.5,9,N/A,N/A,N/A,N/A,8881,463,9398,0,5249,18,1360,685
Gustine Unified (Merced),Merced,Unified School District,1789,36.2,82.7,22,84.8,33.7,35,N/A,24.1,12,62277,N/A,N/A,N/A,7909,489,8449,65,4871,0,792,650
Lodi Unified (San Joaquin),San Joaquin,Unified School District,30256,25.4,66.8,57,80.58,33.7,623,N/A,21.5,12,66178,N/A,N/A,N/A,8792,588,8762,33,6171,0,502,570
Monrovia Unified (Los Angeles),Los Angeles,Unified School District,5988,13.6,60.7,41,88.17,33.7,148,N/A,23.2,13,73948,N/A,N/A,N/A,8809,347,9038,84,5525,0,617,772
North Monterey County Unified (Monterey),Monterey,Unified School District,4403,44.9,78,18,78.93,33.6,90,N/A,21.3,11,62031,N/A,N/A,N/A,8957,616,9572,56,5377,0,564,984
Exeter Unified (Tulare),Tulare,Unified School District,2995,17.9,59.5,36,74.05,33.5,71,N/A,24.2,10,65861,N/A,N/A,N/A,7858,460,8735,188,4777,0,678,548
Simi Valley Unified (Ventura),Ventura,Unified School District,18353,9.1,31.3,44,84.02,33.4,432,N/A,23,12,68723,N/A,N/A,N/A,8122,196,8256,74,5282,19,434,663
Princeton Joint Unified (Glenn),Glenn,Unified School District,194,15.5,76.3,35,95,redacted,redacted,N/A,13.9,9,N/A,N/A,N/A,N/A,12650,804,13051,126,6667,0,956,1207
Delhi Unified (Merced),Merced,Unified School District,2604,36.8,90.9,13,89.83,33.1,53,N/A,21.6,13,71477,N/A,N/A,N/A,8938,683,9133,108,5131,8,774,423
Bishop Unified (Inyo),Inyo,Unified School District,1963,12.8,52.6,51,82.46,32.8,57,N/A,21,12,67229,N/A,N/A,N/A,9824,302,9522,66,6039,0,795,720
San Jacinto Unified (Riverside),Riverside,Unified School District,10301,22.6,77.9,35,86.67,32.8,199,N/A,24.6,10,71702,N/A,N/A,N/A,8246,403,8524,0,5462,0,567,560
Hilmar Unified (Merced),Merced,Unified School District,2247,24.7,58,35,91.01,32.7,54,N/A,20.4,16,65696,N/A,N/A,N/A,8201,553,8350,149,5300,14,531,711
Yosemite Unified (Madera),Madera,Unified School District,2038,0.2,47.6,31,87.5,32.7,65,N/A,21.5,12,65167,N/A,N/A,N/A,9806,458,10056,0,5469,22,897,750
Cotati-Rohnert Park Unified (Sonoma),Sonoma,Unified School District,5911,18.7,40.5,45,80.64,32.5,124,N/A,21.2,12,57823,N/A,N/A,N/A,8601,248,8731,55,6215,5,475,475
Fontana Unified (San Bernardino),San Bernardino,Unified School District,39982,35.5,85.2,16,87.17,32.5,912,N/A,24.1,13,72272,N/A,N/A,N/A,8016,267,8677,1,5243,25,340,636
Antioch Unified (Contra Costa),Contra Costa,Unified School District,18523,17.5,63.2,60,77.35,32.4,420,N/A,22.5,12,71542,N/A,N/A,N/A,8543,347,8135,28,5922,0,416,464
Moreno Valley Unified (Riverside),Riverside,Unified School District,34468,24,83.4,35,82.87,32.4,675,N/A,24,13,73232,N/A,N/A,N/A,8258,327,8666,1,5529,3,270,657
Paramount Unified (Los Angeles),Los Angeles,Unified School District,15911,36.2,88.1,14,85.58,32.4,363,N/A,25.8,13,75970,N/A,N/A,N/A,8201,341,8779,44,5320,0,459,450
Oceanside Unified (San Diego),San Diego,Unified School District,21244,16.2,62.5,45,88.51,32.1,433,N/A,23.7,14,76276,N/A,N/A,N/A,9270,406,9028,10,6050,7,498,884
Porterville Unified (Tulare),Tulare,Unified School District,14020,25,85,22,84.29,32.1,419,N/A,26.3,14,71239,N/A,N/A,N/A,8524,744,9712,150,5713,157,327,678
Live Oak Unified (Sutter),Sutter,Unified School District,1757,20.1,78.4,40,94.93,31.9,43,N/A,22.4,13,61458,N/A,N/A,N/A,7791,487,8221,76,4739,46,810,757
Santa Paula Unified (Ventura),Ventura,Unified School District,5503,41.1,83.6,6,85.2,31.9,114,N/A,23.1,12,66562,N/A,N/A,N/A,8362,379,9297,57,5238,11,719,521
Kings Canyon Joint Unified (Fresno),Fresno,Unified School District,9879,33.1,80,15,90.32,31.8,188,N/A,21.7,13,64663,N/A,N/A,N/A,8913,756,9695,147,5047,36,509,1073
Fairfield-Suisun Unified (Solano),Solano,Unified School District,21574,15.1,58.9,64,91.18,31.7,445,N/A,23.9,12,65657,N/A,N/A,N/A,7612,375,7933,29,4807,3,453,537
Calaveras Unified (Calaveras),Calaveras,Unified School District,3138,1.3,51.4,26,89.42,31.5,79,N/A,21,14,63695,N/A,N/A,N/A,8304,500,8331,65,5475,1,476,807
Kerman Unified (Fresno),Fresno,Unified School District,4937,32.9,86.1,19,88.75,31.5,91,N/A,25.3,10,61413,N/A,N/A,N/A,7294,521,8397,94,4460,0,548,690
Escalon Unified (San Joaquin),San Joaquin,Unified School District,2805,20.9,52.8,39,94.93,31.4,64,N/A,22.2,12,65734,N/A,N/A,N/A,7574,424,8119,0,4963,0,440,672
Lakeport Unified (Lake),Lake,Unified School District,1502,8.8,57,44,89.52,31.4,32,N/A,20.5,13,57762,N/A,N/A,N/A,8489,507,8473,240,5229,0,773,642
Woodlake Unified (Tulare),Tulare,Unified School District,2351,35.7,72.9,13,87.62,31.4,61,N/A,23.1,11,58506,N/A,N/A,N/A,8588,545,9421,156,5052,2,494,1131
Newark Unified (Alameda),Alameda,Unified School District,6294,24.8,54.2,53,89.94,31.2,139,N/A,22.2,11,81193,N/A,N/A,N/A,8767,419,8769,39,5848,5,517,528
Inglewood Unified (Los Angeles),Los Angeles,Unified School District,13915,26.8,89.1,35,72.38,30.9,241,N/A,24.3,12,68075,N/A,N/A,N/A,9354,323,9911,0,5758,6,648,600
Apple Valley Unified (San Bernardino),San Bernardino,Unified School District,14490,9.1,61.9,48,78.62,30.8,309,N/A,24.5,13,71164,N/A,N/A,N/A,8001,531,8172,0,5480,0,454,883
Lompoc Unified (Santa Barbara),Santa Barbara,Unified School District,9914,23.1,64.8,39,87.31,30.8,201,N/A,20.8,13,N/A,N/A,N/A,N/A,8456,372,8792,122,5292,0,569,728
Vallejo City Unified (Solano),Solano,Unified School District,15080,18.6,71.1,60,72.01,30.7,233,N/A,23.4,12,59581,N/A,N/A,N/A,9055,426,9490,40,5590,0,855,684
Coachella Valley Unified (Riverside),Riverside,Unified School District,18850,52.6,87.1,2,78.31,30.4,323,N/A,22,11,71530,N/A,N/A,N/A,9469,420,10023,0,6365,0,566,889
Palm Springs Unified (Riverside),Riverside,Unified School District,23360,32.3,82.1,27,87.34,30.4,471,N/A,24.2,12,73970,N/A,N/A,N/A,9167,541,8808,98,5881,0,450,736
Madera Unified (Madera),Madera,Unified School District,20200,34.5,86.6,14,86.99,30.3,312,N/A,22.8,12,63186,N/A,N/A,N/A,7740,559,8543,115,4973,1,406,645
Upland Unified (San Bernardino),San Bernardino,Unified School District,11665,12.8,57.4,47,93.11,30.2,260,N/A,25.1,14,71522,N/A,N/A,N/A,7015,142,8025,30,4953,84,312,461
Middletown Unified (Lake),Lake,Unified School District,1605,8.1,46.6,29,90.78,30,39,N/A,21.5,13,61495,N/A,N/A,N/A,8778,535,9101,104,5559,0,818,1032
Vista Unified (San Diego),San Diego,Unified School District,25670,24.3,64,39,82.6,29.9,621,N/A,23.1,13,67836,N/A,N/A,N/A,8537,324,9171,41,5761,85,394,660
Washington Unified (Fresno),Fresno,Unified School District,3178,34.2,95,34,77.74,29.7,83,N/A,21.6,9,56117,N/A,N/A,N/A,10472,516,11036,302,5894,0,926,1221
Bellflower Unified (Los Angeles),Los Angeles,Unified School District,13401,20.2,71.5,41,89.58,29.4,300,N/A,23.9,14,72539,N/A,N/A,N/A,7963,385,8387,57,5340,0,466,602
Gridley Unified (Butte),Butte,Unified School District,2066,20.2,74.2,34,89.41,29.4,45,N/A,20.1,12,62701,N/A,N/A,N/A,8300,549,8724,158,5435,0,532,701
Mt. Diablo Unified (Contra Costa),Contra Costa,Unified School District,31955,23.1,46.2,53,85.12,29.4,539,N/A,22.2,12,66040,N/A,N/A,N/A,8526,367,9506,40,5700,19,366,906
Paso Robles Joint Unified (San Luis Obispo),San Luis Obispo,Unified School District,6533,22.3,53.8,39,86.86,29.1,138,N/A,22.7,14,62545,N/A,N/A,N/A,8242,395,8936,159,5346,2,563,703
West Covina Unified (Los Angeles),Los Angeles,Unified School District,14402,6.8,65.2,41,91.82,29,287,N/A,24.4,9,70575,N/A,N/A,N/A,8628,466,8960,52,5281,0,496,653
Bear Valley Unified (San Bernardino),San Bernardino,Unified School District,2541,13.9,67.9,36,93.39,28.9,72,N/A,23.9,14,70845,N/A,N/A,N/A,8523,434,8985,92,5093,0,713,782
Kelseyville Unified (Lake),Lake,Unified School District,1704,14.3,77.5,42,87.88,28.9,33,N/A,21,13,59764,N/A,N/A,N/A,9259,671,9230,183,5458,0,741,1285
Oakdale Joint Unified (Stanislaus),Stanislaus,Unified School District,5282,10.8,43.1,36,92.02,28.8,124,N/A,22.2,13,68155,N/A,N/A,N/A,8125,448,8600,0,5444,0,403,752
Patterson Joint Unified (Stanislaus),Stanislaus,Unified School District,6023,34,69.1,32,89.15,28.7,113,N/A,25.2,10,62176,N/A,N/A,N/A,7103,429,8498,37,4802,9,516,531
Pierce Joint Unified (Colusa),Colusa,Unified School District,1393,32.6,70.5,28,93.02,28.7,23,N/A,21.2,10,61695,N/A,N/A,N/A,7438,658,8696,148,4820,14,718,387
Alvord Unified (Riverside),Riverside,Unified School District,19480,41.3,78.6,24,84.05,28.3,358,N/A,24.7,13,79909,N/A,N/A,N/A,8292,326,8403,47,5476,0,432,594
San Gabriel Unified (Los Angeles),Los Angeles,Unified School District,6369,28.7,61.1,46,88.04,28.1,221,N/A,20.5,8,69390,N/A,N/A,N/A,8002,218,8447,71,4930,0,518,818
Azusa Unified (Los Angeles),Los Angeles,Unified School District,9566,32,84.9,9,90.03,27.9,185,N/A,20.4,17,74761,N/A,N/A,N/A,9335,368,10134,47,6173,0,473,578
Manteca Unified (San Joaquin),San Joaquin,Unified School District,23079,21.8,63.6,51,92.85,27.6,471,N/A,24.2,12,70209,N/A,N/A,N/A,7606,451,8152,1,5257,0,340,571
Montebello Unified (Los Angeles),Los Angeles,Unified School District,29951,31.1,86.4,5,87.97,27.6,583,N/A,24.9,16,80595,N/A,N/A,N/A,9031,314,9685,40,5750,25,515,963
River Delta Joint Unified (Sacramento),Sacramento,Unified School District,2299,27.3,52.7,40,82.67,27.6,34,N/A,18.6,7,51928,N/A,N/A,N/A,9594,652,9896,51,5760,0,555,1295
Yucaipa-Calimesa Joint Unified (San Bernardino),San Bernardino,Unified School District,9762,9.3,51.2,37,89.73,27.6,192,N/A,23.5,11,74535,N/A,N/A,N/A,8096,259,8301,73,5034,0,494,795
Beaumont Unified (Riverside),Riverside,Unified School District,9073,13.4,58.9,46,85.13,27.4,148,N/A,26.5,9,69629,N/A,N/A,N/A,7695,787,7921,71,4761,2,655,596
Jurupa Unified (Riverside),Riverside,Unified School District,19471,37.5,76.3,17,82.35,27.4,354,N/A,24.1,13,77929,N/A,N/A,N/A,8184,445,8691,41,5669,1,279,633
Western Placer Unified (Placer),Placer,Unified School District,9084,10.1,38.5,39,87.27,27.3,172,N/A,17.6,10,68795,N/A,N/A,N/A,7573,420,7931,154,4991,5,533,401
Lake Elsinore Unified (Riverside),Riverside,Unified School District,22316,14.7,61.6,42,89.12,27.2,398,N/A,23.1,13,73217,N/A,N/A,N/A,8273,415,8333,80,5315,60,421,699
Eureka City Schools (Humboldt),Humboldt,Unified School District,3726,14.7,62.4,50,87.03,26.8,76,N/A,20.6,14,60585,N/A,N/A,N/A,9153,671,9729,91,5305,189,786,1101
Amador County Unified (Amador),Amador,Unified School District,3708,2.2,43.2,30,88.95,26.7,84,N/A,24.3,13,62312,N/A,N/A,N/A,6909,482,8442,101,3954,9,515,578
Duarte Unified (Los Angeles),Los Angeles,Unified School District,4247,23.6,75.1,27,95.3,26.4,105,N/A,19.1,11,70605,N/A,N/A,N/A,9382,437,9502,100,6183,5,904,522
Lone Pine Unified (Inyo),Inyo,Unified School District,361,29.9,63.2,48,85.19,redacted,redacted,N/A,17.4,7,63479,N/A,N/A,N/A,14803,959,17278,62,9582,49,1187,1011
Potter Valley Community Unified (Mendocino),Mendocino,Unified School District,259,19.3,75.3,39,95.45,redacted,redacted,N/A,22.3,6,48446,N/A,N/A,N/A,14513,610,13682,218,7872,0,1227,1103
Cloverdale Unified (Sonoma),Sonoma,Unified School District,1442,32.2,61.2,38,80.73,26,25,N/A,21.3,12,61162,N/A,N/A,N/A,8775,326,9529,94,5961,0,747,536
Dos Palos Oro Loma Joint Unified (Merced),Merced,Unified School District,2379,30.6,89.8,26,90.4,25.8,46,N/A,24.8,14,64910,N/A,N/A,N/A,8276,841,9583,101,4950,0,823,892
Colton Joint Unified (San Bernardino),San Bernardino,Unified School District,23362,26.5,81.9,20,84.73,25.5,361,N/A,22.1,14,69525,N/A,N/A,N/A,8243,303,8609,73,5263,0,440,808
Newman-Crows Landing Unified (Stanislaus),Stanislaus,Unified School District,2887,35,68,26,93.44,24.7,43,N/A,23.5,10,65689,N/A,N/A,N/A,8109,590,8817,88,5162,0,624,458
Manhattan Beach Unified (Los Angeles),Los Angeles,Unified School District,6894,1.1,2.9,41,93.85,24.6,136,N/A,24,10,75424,N/A,N/A,N/A,8707,405,9073,49,5867,0,623,596
Marysville Joint Unified (Yuba),Yuba,Unified School District,9631,22.5,79.6,51,79.56,24.6,138,N/A,23.3,12,64386,N/A,N/A,N/A,8310,492,9152,46,5024,0,558,1049
Pittsburg Unified (Contra Costa),Contra Costa,Unified School District,10769,33.2,84.3,41,75.13,24.6,152,N/A,20.7,9,60747,N/A,N/A,N/A,8286,369,9032,39,5439,6,684,592
Laytonville Unified (Mendocino),Mendocino,Unified School District,410,4.9,71,39,85.37,redacted,redacted,N/A,17.4,11,54635,N/A,N/A,N/A,11037,534,12360,342,6402,41,1183,842
Paradise Unified (Butte),Butte,Unified School District,4261,1.4,61.5,25,88.1,24.1,76,N/A,20.8,14,61262,N/A,N/A,N/A,9105,489,9009,99,6081,0,537,886
Tehachapi Unified (Kern),Kern,Unified School District,4311,8.2,40.8,34,84.2,23.8,75,N/A,23.2,13,62828,N/A,N/A,N/A,8283,352,8369,103,4956,41,530,1062
Hemet Unified (Riverside),Riverside,Unified School District,21507,13.6,80,45,81.46,23.7,365,N/A,23.8,12,71130,N/A,N/A,N/A,8567,460,8853,60,5342,5,569,770
Alpaugh Unified (Tulare),Tulare,Unified School District,602,33.7,70.8,35,76.47,redacted,redacted,N/A,18.8,4,49720,N/A,N/A,N/A,11815,569,10876,116,6762,0,1629,302
Compton Unified (Los Angeles),Los Angeles,Unified School District,22452,37.5,93.6,21,60.23,23.3,223,N/A,22.4,12,72229,N/A,N/A,N/A,9804,630,10170,57,6216,0,669,706
Parlier Unified (Fresno),Fresno,Unified School District,3363,60.9,99.3,1,79.38,22.2,34,N/A,19.7,9,N/A,N/A,N/A,N/A,10779,992,10520,74,6363,47,916,780
Ukiah Unified (Mendocino),Mendocino,Unified School District,6366,26.1,72.2,45,77.91,22.2,90,N/A,19.8,11,62644,N/A,N/A,N/A,9710,575,9624,51,6416,0,708,655
Soledad Unified (Monterey),Monterey,Unified School District,4802,44.1,90,5,79.6,22,66,N/A,23.3,9,65288,N/A,N/A,N/A,8739,754,9365,34,5368,0,686,715
Calexico Unified (Imperial),Imperial,Unified School District,9147,66,85,1,73.95,21.9,140,N/A,24.7,11,66086,N/A,N/A,N/A,8819,554,9331,124,5528,0,496,613
Lucerne Valley Unified (San Bernardino),San Bernardino,Unified School District,2805,2.4,46.9,41,63.64,21.7,15,N/A,23.4,7,60857,N/A,N/A,N/A,10233,636,12305,40,5852,0,1045,868
Fall River Joint Unified (Shasta),Shasta,Unified School District,1167,7.1,64.1,39,86.46,21.5,17,N/A,17.1,9,50990,N/A,N/A,N/A,10323,794,10504,61,5619,0,925,1065
Morongo Unified (San Bernardino),San Bernardino,Unified School District,9047,3.8,66.7,44,84.12,21.5,126,N/A,22.5,12,69869,N/A,N/A,N/A,9368,486,9136,38,5662,16,573,939
Laton Joint Unified (Fresno),Fresno,Unified School District,713,46.1,83.6,15,95.45,redacted,redacted,N/A,17.1,11,53866,N/A,N/A,N/A,8438,739,9964,109,5596,0,744,263
Rialto Unified (San Bernardino),San Bernardino,Unified School District,26468,25.6,81.8,21,80.96,20.7,358,N/A,24.8,14,75614,N/A,N/A,N/A,8316,319,8662,0,5123,0,553,804
Riverbank Unified (Stanislaus),Stanislaus,Unified School District,2829,44.5,81.1,21,80.48,20.7,37,N/A,22.2,12,64428,N/A,N/A,N/A,10085,542,11094,118,6428,1,706,764
Mojave Unified (Kern),Kern,Unified School District,2705,12.7,79.3,54,81.6,20.6,26,N/A,24.5,10,64387,N/A,N/A,N/A,9266,849,9842,90,5468,0,750,1178
Del Norte County Unified (Del Norte),Del Norte,Unified School District,3591,10,67.6,48,90.12,20.2,50,N/A,19.4,14,60981,N/A,N/A,N/A,10593,612,10895,19,6852,4,504,1007
Twin Rivers Unified (Sacramento),Sacramento,Unified School District,31122,27.9,87.6,58,77.59,19.9,355,N/A,20.9,11,71162,N/A,N/A,N/A,9522,517,10174,76,5906,0,704,902
