District Name,County Name (District),District Type (District),Census Day Enrollment (District),English Learners % (District),Free/Reduced Meals % (District),Ethnic Diversity Index (District),Cohort Graduates % (District),Grads Mtg UC/CSU % (District),Grads Mtg UC/CSU # (District),ACT Test Takers # (District),Per Pupil Ratio: Teacher (District),Avg Years Teaching (District),Teacher Salary-Avg (District),Chronic Absenteeism % (District),CAASPP-Math Standard Exceeded or Met (Levels 3 and 4) (District),CAASPP-ELA Standard Exceeded or Met (Levels 3 and 4) (District),Current Exp of Educ per ADA (Ed Code 41372) (District),Gen Fund Exp by Object Code - 4000-4999 Books & Supplies Per Student (District),Total Gen Fund Revenues Per Student (District),Gen Fund Exp by Activity - 4000-4999 Ancillary Services Per Student # (District),Gen Fund Exp by Activity - 1000-1999 Instruction Per Student # (District),Gen Fund Exp by Activity - 5000-5999 Community Services Per Student # (District),Gen Fund Exp by Activity - 7000-7999 General Administration Per Student # (District),Gen Fund Exp by Activity - 3000-3999 Pupil Services Per Student # (District)
La Honda-Pescadero Unified (San Mateo),San Mateo,Unified School District,316,48.1,49.7,33,95.8,39.1,9,N/A,13,8,70010,13.4,22.42,39.63,19497,650,21199,301,10896,0,2296,1176
Laguna Beach Unified (Orange),Orange,Unified School District,2929,3.6,12.2,27,96.3,73.5,191,177,18,9,105547,10.4,74.24,82.19,19352,746,21684,572,11913,0,1588,2056
Lake Elsinore Unified (Riverside),Riverside,Unified School District,21937,11.4,66.2,40,87.4,39.6,561,222,22,14,88021,13.6,27.15,39.97,11395,510,11803,111,7664,51,627,967
Lake Tahoe Unified (El Dorado),El Dorado,Unified School District,3906,23.8,60.7,42,85.1,32.8,75,61,18,12,74027,18.2,34.5,42.54,12399,492,12203,148,7879,62,617,935
Lakeport Unified (Lake),Lake,Unified School District,1509,7.6,66.5,47,94.7,20.6,26,4,19,9,62918,16.1,29.4,38.34,11533,549,11858,299,6657,0,1001,1157
Lammersville Joint Unified (San Joaquin),San Joaquin,Unified School District,4911,10.9,18.9,68,95.6,49,128,24,21,4,65580,9.6,60.28,68.72,9519,524,9419,326,5758,0,623,572
Las Virgenes Unified (Los Angeles),Los Angeles,Unified School District,11323,6.1,12.7,29,94.5,64.1,630,444,22,8,79653,7.3,59.72,68.98,10581,495,10870,94,6932,0,721,849
Laton Joint Unified (Fresno),Fresno,Unified School District,695,35.7,86.2,16,89.5,35.3,12,12,16,8,57437,12.4,9.72,22.51,13467,1036,13646,192,7725,0,1464,933
Laytonville Unified (Mendocino),Mendocino,Unified School District,375,5.6,70.4,41,90.3,57.1,16,1,15,10,57272,18.8,26.32,31.61,14976,1130,15614,456,8248,48,1362,1525
Leggett Valley Unified (Mendocino),Mendocino,Unified School District,127,3.9,59.1,28,redacted,0,0,N/A,9,11,51449,20.6,35.82,41.79,19877,1526,20943,220,12605,0,1836,1377
Lincoln Unified (San Joaquin),San Joaquin,Unified School District,9420,15.2,62.6,55,91.6,36.8,248,79,22,11,69459,13.5,34.76,49.66,10254,657,11380,95,6724,6,569,876
Linden Unified (San Joaquin),San Joaquin,Unified School District,2252,21.9,59.4,37,98.2,31.9,51,38,22,11,69553,10.5,31.87,41.86,11069,651,11428,76,6649,18,835,995
Lindsay Unified (Tulare),Tulare,Unified School District,4111,45.2,93.6,7,89.7,36.1,101,9,21,9,76738,8.1,23.94,40.22,14416,916,15983,53,9083,0,838,1268
Live Oak Unified (Sutter),Sutter,Unified School District,1866,20,82.6,40,95.5,35.9,46,30,20,12,70633,12.2,35.55,45.66,11190,718,12377,96,7106,83,829,1038
Livermore Valley Joint Unified (Alameda),Alameda,Unified School District,13765,12.6,25,50,92.7,45.6,477,256,20,11,79725,6.1,51.03,62.27,10887,390,11098,101,6878,19,558,879
Lodi Unified (San Joaquin),San Joaquin,Unified School District,31394,21.3,68.7,56,85.6,32.3,628,513,20,12,73304,12.7,32.08,43.12,11319,545,12352,62,7536,0,663,972
Lompoc Unified (Santa Barbara),Santa Barbara,Unified School District,10142,21.4,66.9,36,87.6,33.2,202,86,20,12,76336,14.3,26.66,46.65,11100,519,12267,178,6832,0,835,1157
Lone Pine Unified (Inyo),Inyo,Unified School District,291,29.6,64.3,49,85.2,0,0,1,19,11,71129,8,33.99,40.58,17629,1123,22751,189,10319,101,1946,1332
Long Beach Unified (Los Angeles),Los Angeles,Unified School District,74681,19.5,66.9,46,84.8,56.6,2886,714,24,16,92033,13.3,42.74,51.14,12228,350,13369,19,8181,134,468,772
Los Alamitos Unified (Orange),Orange,Unified School District,9833,2.2,16.8,54,97.6,77.5,632,320,25,14,101506,3.9,74.21,81.75,10632,411,10860,93,7274,4,713,644
Los Angeles Unified (Los Angeles),Los Angeles,Unified School District,621414,23,81.1,29,80.1,65.6,23924,11607,19,15,74789,11.9,31.62,42.31,14113,693,15195,274,8712,12,642,1327
Los Banos Unified (Merced),Merced,Unified School District,10863,29.2,67.5,20,96.2,35.7,274,93,25,10,N/A,14,22.7,37.86,11181,469,12085,130,6914,0,667,1060
Los Molinos Unified (Tehama),Tehama,Unified School District,595,15.6,78.3,40,85.7,35.7,15,42,18,12,66097,10.5,31.21,41.7,12907,907,13263,237,7782,0,1118,909
Lucerne Valley Unified (San Bernardino),San Bernardino,Unified School District,3449,6.9,59.5,50,24,15.8,21,3,21,5,74669,25.8,15.87,32.23,14583,999,15997,158,8707,0,1704,1252
Lucia Mar Unified (San Luis Obispo),San Luis Obispo,Unified School District,10551,12.5,49.9,41,92.7,45.2,360,231,19,11,68618,10.2,39.11,53.76,11035,696,11236,124,7400,14,609,1039
Lynwood Unified (Los Angeles),Los Angeles,Unified School District,14211,34.4,89.7,7,83.3,47.9,453,229,24,13,79588,17.3,24.22,34.93,12106,641,13289,72,6973,69,1092,863
Madera Unified (Madera),Madera,Unified School District,20956,30.8,88.1,12,88,40.1,448,358,20,11,74582,12.2,22.22,33.03,11758,685,12878,186,7123,1,693,1048
Mammoth Unified (Mono),Mono,Unified School District,1200,18.8,54.8,36,96.3,41.6,32,14,20,12,72604,13.3,35.89,46.31,11669,352,13185,124,8023,0,851,604
Manhattan Beach Unified (Los Angeles),Los Angeles,Unified School District,6647,1.3,4.5,41,99,82.9,499,348,22,12,86968,4.6,76.85,83.79,11945,376,11698,65,8064,0,810,828
Manteca Unified (San Joaquin),San Joaquin,Unified School District,23757,22.6,61.9,48,93.4,24.4,430,171,22,13,80285,11,27.98,45.49,10925,618,11298,3,7349,0,536,790
Maricopa Unified (Kern),Kern,Unified School District,6367,2.5,51,45,68.1,1.6,5,3,20,3,N/A,11.3,7.78,15.76,17758,1204,23600,3,11019,0,1637,2508
Mariposa County Unified (Mariposa),Mariposa,Unified School District,1816,4.1,58.3,34,89,24.7,24,14,18,12,62852,20.4,35.63,47.55,12357,775,13699,145,6952,22,983,1590
Martinez Unified (Contra Costa),Contra Costa,Unified School District,4160,8.7,28.1,50,89.7,52,154,42,20,12,72226,8.9,42.17,52.79,10600,368,10823,35,7218,0,713,836
Marysville Joint Unified (Yuba),Yuba,Unified School District,10096,20.3,79.2,51,82.5,27.7,149,46,23,12,75763,12.3,26.52,35.74,11525,713,12581,68,6828,0,751,1454
Mattole Unified (Humboldt),Humboldt,Unified School District,779,1.5,69.3,32,72.3,2.1,1,N/A,15,8,45835,10,29.56,46.11,25875,581,29781,0,14286,0,4629,1723
Maxwell Unified (Colusa),Colusa,Unified School District,327,33.3,71.6,40,100,30,6,2,18,8,61437,11.8,34.68,34.3,11698,873,13135,141,6798,28,1390,478
McFarland Unified (Kern),Kern,Unified School District,3588,40.7,90.1,3,93.7,52,116,31,23,13,73030,11.2,19.19,31.25,10706,720,13196,211,6408,73,769,733
Mendocino Unified (Mendocino),Mendocino,Unified School District,509,3.9,43,22,86.2,38,19,12,12,8,59424,22.1,51.5,53.23,17011,779,18037,311,9749,0,1496,1950
Mendota Unified (Fresno),Fresno,Unified School District,3443,63.4,99.1,2,72.2,44.4,75,64,25,11,68749,12.1,24.15,36.55,10213,1012,13265,0,6379,0,647,828
Middletown Unified (Lake),Lake,Unified School District,1712,5.5,62,34,92,28.3,36,5,21,6,58876,16.4,32.41,47.42,11239,591,11330,91,6712,0,994,1221
Milpitas Unified (Santa Clara),Santa Clara,Unified School District,10318,24.3,33.5,53,95.1,54.8,465,117,23,12,87372,7.1,64.62,71.02,10437,514,11036,41,7273,0,505,572
Modoc Joint Unified (Modoc),Modoc,Unified School District,868,4.6,63.5,33,80.6,14,7,5,17,10,56057,25,20.86,31.07,10651,719,11790,177,6487,0,953,558
Mojave Unified (Kern),Kern,Unified School District,2833,14,85.7,51,88.5,29.5,43,48,21,10,74367,23.7,11.77,23.69,12220,455,13088,130,6851,0,1239,1602
Monrovia Unified (Los Angeles),Los Angeles,Unified School District,5563,12.9,59.5,39,89.2,53.6,222,92,21,12,78403,12.3,41.25,56.9,12464,567,12257,121,7868,0,925,1170
Montebello Unified (Los Angeles),Los Angeles,Unified School District,26521,31.9,81.4,5,84,37,729,331,24,18,92156,11.9,22.41,35.28,12200,666,14414,66,7936,32,630,1398
Monterey Peninsula Unified (Monterey),Monterey,Unified School District,10685,27.9,64.2,45,88,62.5,427,113,18,8,67601,13.1,26.14,37.76,12481,689,12959,96,7523,31,718,1121
Moorpark Unified (Ventura),Ventura,Unified School District,6377,15.2,37,45,89.7,57,288,149,21,14,70197,7.3,48.67,62.12,9988,333,10843,23,6456,0,800,710
Moreno Valley Unified (Riverside),Riverside,Unified School District,33134,21.1,81.7,31,89.3,33.3,738,331,22,13,84397,16.4,21.84,31.42,12326,570,12984,12,8108,8,544,987
Morgan Hill Unified (Santa Clara),Santa Clara,Unified School District,9133,14.6,38.5,47,86.2,54.7,335,152,21,7,78079,13.3,39.58,49.08,10488,540,11257,93,6555,2,680,1017
Morongo Unified (San Bernardino),San Bernardino,Unified School District,8652,4.6,68.4,45,78.5,31.1,147,32,21,12,75941,20,25.87,38.97,11820,528,12410,69,7170,21,678,1285
Mountain Empire Unified (San Diego),San Diego,Unified School District,3163,17.2,56.3,45,56.8,13.5,31,19,16,5,61683,20.8,21.05,38.31,14371,1027,14577,235,8573,0,979,1676
Mountain Valley Unified (Trinity),Trinity,Unified School District,253,7.9,79.8,50,88.2,33.3,5,2,14,12,N/A,12.7,36.81,38.03,17768,1255,18413,475,10163,0,1670,1460
Mt. Diablo Unified (Contra Costa),Contra Costa,Unified School District,31317,22.7,45.2,54,86.1,39.9,771,449,20,12,78217,11.4,38.95,50.65,12337,530,11605,69,8031,0,472,1243
Muroc Joint Unified (Kern),Kern,Unified School District,1827,1.7,31.3,53,96.3,43.7,45,16,18,8,63417,17.6,33.72,43.32,12081,617,12315,107,7296,10,1078,1076
Murrieta Valley Unified (Riverside),Riverside,Unified School District,23121,5.8,35.1,53,97,63.1,1261,555,24,12,87542,10,48.48,60.47,10375,314,10621,125,6922,13,609,828
Napa Valley Unified (Napa),Napa,Unified School District,18093,22.2,50.2,45,86.9,51.9,667,232,21,11,78177,10.8,33.88,46.55,11101,356,11440,85,6990,4,605,882
Natomas Unified (Sacramento),Sacramento,Unified School District,14895,13.3,51.5,71,95.6,69.3,715,867,22,7,68850,10.6,32.29,44.14,11181,625,11332,120,6648,1,944,870
Needles Unified (San Bernardino),San Bernardino,Unified School District,969,1.4,75,50,90.6,24.1,14,1,22,11,74119,20.3,24.02,29,13182,465,14713,2,8071,0,1417,1107
New Haven Unified (Alameda),Alameda,Unified School District,11613,22,48.7,62,86.2,56.1,515,154,21,14,96554,8.8,39.93,51.12,11660,294,11399,111,7652,9,601,897
Newark Unified (Alameda),Alameda,Unified School District,5913,22.5,50.6,50,87.6,32.9,139,37,24,12,87940,15.8,36.63,44.01,10959,278,11131,92,6961,0,699,899
Newman-Crows Landing Unified (Stanislaus),Stanislaus,Unified School District,3127,35.3,71.3,25,95.2,40,80,49,21,10,74701,5.3,24.63,41.05,11069,706,11826,162,6709,0,873,1012
Newport-Mesa Unified (Orange),Orange,Unified School District,21234,22,44.3,44,90.4,58.7,908,668,21,13,94378,10.3,51.07,59.85,13943,661,15282,170,8516,0,890,1057
North Monterey County Unified (Monterey),Monterey,Unified School District,4616,40.8,82.7,16,83.7,45.2,123,38,20,9,73512,12.6,19.38,30.76,12116,557,12720,76,7226,0,1005,1311
Norwalk-La Mirada Unified (Los Angeles),Los Angeles,Unified School District,17890,18.6,72.5,22,91,36.7,443,190,21,14,88239,9,32.18,45.55,12520,540,12633,65,7709,0,643,1129
Novato Unified (Marin),Marin,Unified School District,7863,16,37.9,47,88.9,46.4,274,206,19,11,76517,8.4,46.13,55.25,11638,323,11641,106,7429,0,705,915
Oak Park Unified (Ventura),Ventura,Unified School District,4554,5.8,6.7,43,96.2,73.9,300,186,23,13,85415,3.3,74.72,80.92,9689,263,9826,74,6539,10,759,806
Oakdale Joint Unified (Stanislaus),Stanislaus,Unified School District,5326,10.6,43.3,37,88.1,31.6,119,29,22,13,76121,10.7,37.22,50.05,10644,586,11226,0,7118,0,655,937
Oakland Unified (Alameda),Alameda,Unified School District,50231,31.2,74.4,55,74.8,61.3,1551,644,17,7,63149,15.8,26.81,33.12,14489,403,16154,364,8869,18,768,710
Oceanside Unified (San Diego),San Diego,Unified School District,20459,15,58.8,45,79.9,43,491,189,20,13,81388,12.4,35.32,44.24,12181,348,12612,8,7892,2,701,1112
Ojai Unified (Ventura),Ventura,Unified School District,2518,13.8,48.8,37,82.6,48.4,78,21,22,16,64894,13.6,32.39,45.35,10986,489,11756,16,6901,145,1027,964
Orange Unified (Orange),Orange,Unified School District,27915,23.7,47.4,44,93.8,43.6,968,307,20,11,83902,10,43.75,57.29,11158,435,11518,92,7015,7,414,1015
Orland Joint Unified (Glenn),Glenn,Unified School District,2241,23.1,77.1,34,92.6,22.5,34,33,20,10,65518,11.7,14.35,33.24,10809,548,12251,101,7077,0,809,848
Owens Valley Unified (Inyo),Inyo,Unified School District,92,16.3,59.8,51,redacted,0,0,N/A,11,2,71815,17.2,31.11,31.11,24828,1087,23931,226,13998,84,3454,1443
Pacific Grove Unified (Monterey),Monterey,Unified School District,2091,6.2,22,41,95.7,59.8,79,27,20,9,97069,7.5,66.36,76.73,15798,715,15565,141,9390,0,1280,1522
Pajaro Valley Unified (Santa Cruz),Santa Cruz,Unified School District,20279,42.1,72.9,20,88,6.4,73,306,24,10,N/A,11.7,22.56,32.57,14023,698,13628,149,8444,2,609,1537
Palm Springs Unified (Riverside),Riverside,Unified School District,23103,32.2,86.8,25,92.4,40,651,255,20,11,87928,18.2,26.37,40.35,13426,581,13423,139,8558,0,620,1174
Palo Alto Unified (Santa Clara),Santa Clara,Unified School District,12249,10.5,11.1,55,95.3,66.3,615,526,15,11,109894,5.1,83.07,81.89,20682,485,20508,153,13731,27,1269,1497
Palo Verde Unified (Riverside),Riverside,Unified School District,3006,10.4,74.4,31,86.9,0.5,1,20,22,10,75325,15.2,17.1,29.08,11585,435,13035,115,7139,0,1007,1293
Palos Verdes Peninsula Unified (Los Angeles),Los Angeles,Unified School District,11346,7.8,7.2,53,98.1,81,885,551,22,13,83508,6,71.72,77.24,11042,514,11051,176,7668,12,649,714
Paradise Unified (Butte),Butte,Unified School District,4211,1.4,62.3,26,84.7,23.1,60,22,21,12,64951,18,31.25,39.85,11262,523,11872,108,7757,0,769,1034
Paramount Unified (Los Angeles),Los Angeles,Unified School District,15213,33.6,92.3,13,85.9,40.8,447,80,20,13,86611,8.1,29.83,40.94,11994,548,12927,47,7533,0,594,804
Parlier Unified (Fresno),Fresno,Unified School District,3421,50.9,98.5,2,93.2,38.5,79,18,21,9,67443,5.9,15.72,23.16,12520,883,13955,181,7313,30,987,1320
Pasadena Unified (Los Angeles),Los Angeles,Unified School District,18164,15.2,59.3,44,80.3,49.6,537,230,20,13,73519,12.2,34.93,44.67,13335,370,13978,45,7960,9,791,1371
Paso Robles Joint Unified (San Luis Obispo),San Luis Obispo,Unified School District,6871,18.9,50.1,38,89.7,37.3,191,81,21,12,72718,15.1,36.27,49.08,11245,435,11638,209,7269,0,654,1075
Patterson Joint Unified (Stanislaus),Stanislaus,Unified School District,6103,34.2,78.4,28,87.5,31.9,140,52,21,9,71576,11.5,25.38,37.91,11421,977,12802,57,7580,9,863,934
Piedmont City Unified (Alameda),Alameda,Unified School District,2623,0.8,1.8,43,97.6,90.6,184,91,15,12,N/A,3.7,84.55,87.37,15587,566,15578,221,10405,0,1213,836
Pierce Joint Unified (Colusa),Colusa,Unified School District,1473,32.9,69.9,25,96.4,22.6,24,16,20,10,70741,6.9,29.8,39.16,10058,588,11381,159,6310,13,995,754
Pittsburg Unified (Contra Costa),Contra Costa,Unified School District,11537,29.6,73.8,39,88.1,32.3,265,129,20,8,73938,15.3,19.65,34.25,12300,733,12531,101,7788,23,621,1177
Placentia-Yorba Linda Unified (Orange),Orange,Unified School District,25741,15.5,36.6,52,95.7,52.4,1085,532,24,15,85266,8,58.67,67.68,10586,527,11036,21,7200,7,370,695
Pleasanton Unified (Alameda),Alameda,Unified School District,14864,9.6,8.2,50,97.4,70.3,844,556,21,12,92066,3.9,76.85,80.88,10586,476,10754,0,7497,0,534,603
Plumas Unified (Plumas),Plumas,Unified School District,2147,4.3,54.9,29,81.6,27.1,36,17,18,10,59006,22,31.88,43.86,14772,1002,15182,150,7841,0,1070,2597
Pomona Unified (Los Angeles),Los Angeles,Unified School District,23741,29.2,85.7,16,80.4,40.3,614,337,12,14,81287,12.6,25.73,39.92,13078,753,13975,48,8238,29,700,1036
Porterville Unified (Tulare),Tulare,Unified School District,14429,26.4,80.2,20,85.7,40.5,600,316,22,12,82921,11.5,27.1,43.74,11471,770,13327,270,7207,202,444,1030
Potter Valley Community Unified (Mendocino),Mendocino,Unified School District,255,15.7,65.9,39,84.6,27.3,3,N/A,14,5,54458,16.1,22.46,36.5,15478,716,15696,198,9183,0,1403,1106
Poway Unified (San Diego),San Diego,Unified School District,36519,11.7,18.1,56,95.3,76.5,1951,1024,24,12,79082,6.5,67.32,74.29,10211,432,10359,113,6883,11,508,785
Princeton Joint Unified (Glenn),Glenn,Unified School District,165,16.4,74.5,31,100,26.9,7,2,14,7,N/A,13.9,20,37.5,14763,1516,16324,144,7259,0,1070,2872
Ramona City Unified (San Diego),San Diego,Unified School District,5529,13.5,42.5,39,88.5,45.5,178,114,24,12,73089,16.4,37.11,50.84,10689,632,11398,14,6763,61,812,1101
Redlands Unified (San Bernardino),San Bernardino,Unified School District,21261,8.4,58.6,51,89.6,50.6,814,210,22,14,85061,13.2,45.3,59.31,10507,292,11533,89,6577,11,432,1001
Redondo Beach Unified (Los Angeles),Los Angeles,Unified School District,9937,4.6,17,56,94.5,8.6,58,309,22,9,84193,6.3,69.02,73.92,9822,207,9927,0,6790,46,581,824
Reef-Sunset Unified (Kings),Kings,Unified School District,2664,54.2,92.1,3,89,36.4,59,65,21,10,71576,8.2,14.53,23.92,12286,1253,13459,26,7134,31,991,874
Rialto Unified (San Bernardino),San Bernardino,Unified School District,25480,25.7,84.5,18,88.6,42.5,720,280,22,13,84038,10.7,20.13,33.43,11740,602,12799,0,7099,0,662,1287
Rim of the World Unified (San Bernardino),San Bernardino,Unified School District,3348,11,53.9,39,88.6,27.4,64,26,23,14,70313,20.1,24.37,37.76,11123,480,11873,58,6826,8,897,1386
Ripon Unified (San Joaquin),San Joaquin,Unified School District,4334,9.4,38.3,47,75.4,39.3,126,71,22,6,69803,14.6,50.98,61.85,9288,478,10345,94,6022,197,681,743
River Delta Joint Unified (Sacramento),Sacramento,Unified School District,2322,21.6,55.6,40,89,46.5,60,29,19,7,58396,11.5,29.94,42.59,11881,569,12588,79,6933,0,801,1581
Riverbank Unified (Stanislaus),Stanislaus,Unified School District,2988,42.9,81.1,20,91.1,30.9,63,19,19,10,73174,11.3,22.06,35.76,14010,673,14147,117,8809,0,1021,945
Riverdale Joint Unified (Fresno),Fresno,Unified School District,1622,35.8,81.5,16,94.7,50.7,72,48,20,12,71484,11.4,30.19,39.4,12464,850,13508,229,7434,0,899,1282
Riverside Unified (Riverside),Riverside,Unified School District,42428,16.2,65.4,38,91.1,51.1,1514,663,22,13,94861,11.1,34.94,49.31,12267,556,12075,156,8047,7,572,937
Rocklin Unified (Placer),Placer,Unified School District,13566,4.2,18.5,40,96,70.8,753,365,21,11,75676,7.2,63.45,70.2,9597,472,10187,107,6463,17,531,691
Round Valley Unified (Mendocino),Mendocino,Unified School District,459,20.7,99.1,40,81.8,3.7,1,N/A,16,6,54662,37.6,11.34,21.43,18213,1334,20767,220,10766,0,2381,1760
Rowland Unified (Los Angeles),Los Angeles,Unified School District,14132,24.5,75.2,38,85.4,43,454,126,23,14,87681,9.2,39.98,50.74,11765,860,12405,60,7456,31,654,846
Sacramento City Unified (Sacramento),Sacramento,Unified School District,46595,19.2,69.8,63,82.5,53.4,1369,765,21,12,73236,16.1,31.98,40.03,12670,499,13141,80,8488,7,608,1130
Saddleback Valley Unified (Orange),Orange,Unified School District,27378,17.4,30.7,51,92.4,55.6,1260,714,24,14,84084,8.2,51.97,64.64,10298,308,10936,58,7231,4,492,758
Saint Helena Unified (Napa),Napa,Unified School District,1192,18.3,39.3,37,94.1,56.8,54,37,14,11,123191,7,45.36,63.9,25508,1376,28487,300,16337,98,2133,1532
San Bernardino City Unified (San Bernardino),San Bernardino,Unified School District,53027,25.5,88.3,25,82.2,32.8,1029,590,21,12,85252,17.9,26.24,40.1,13992,756,14382,0,8509,17,618,1572
San Diego Unified (San Diego),San Diego,Unified School District,126400,22.6,59.3,56,83.1,70.4,5221,2414,20,13,80624,12.4,47.16,56.35,12830,341,13359,40,8448,12,507,1607
San Francisco Unified (San Francisco),San Francisco,Unified School District,60263,28,52.1,63,72.1,61.6,2398,1304,13,13,73379,17.7,50.59,55.26,14486,494,15908,98,8222,0,784,1227
San Gabriel Unified (Los Angeles),Los Angeles,Unified School District,7244,23,64,53,56.9,74.2,488,130,21,10,77895,10.6,50.71,60.5,11938,376,12247,79,7773,0,758,1143
San Jacinto Unified (Riverside),Riverside,Unified School District,11446,20.3,78.9,32,88.7,39.3,290,55,20,9,81696,12.3,21.12,35.5,11981,682,12997,0,7891,1,808,828
San Jose Unified (Santa Clara),Santa Clara,Unified School District,31713,22.1,45.7,48,90,52.8,1230,499,20,10,76253,11.5,44.23,55.54,11766,406,12108,154,6898,0,594,1156
San Juan Unified (Sacramento),Sacramento,Unified School District,50044,12.7,53.4,46,76.6,39.1,1338,581,21,13,76673,15.3,34.98,45.66,11490,541,11624,60,7317,41,574,884
San Leandro Unified (Alameda),Alameda,Unified School District,8880,29.3,63.5,56,91.2,36.2,249,101,21,10,90101,14.9,25.64,37.75,11462,590,11869,96,7805,0,688,797
San Lorenzo Unified (Alameda),Alameda,Unified School District,11530,27,66.1,48,90,50.5,461,175,20,12,82585,12.6,23.4,34.06,12143,462,12429,81,7681,6,702,963
San Lorenzo Valley Unified (Santa Cruz),Santa Cruz,Unified School District,4998,2.8,22.2,35,86.2,40,100,35,22,8,69495,7.2,43.46,58.48,11299,518,12289,143,6679,0,1012,1244
San Luis Coastal Unified (San Luis Obispo),San Luis Obispo,Unified School District,7755,10.9,38,40,94.2,58.8,324,192,20,11,75649,9.9,61.64,68.33,12305,506,13029,202,7415,0,764,1270
San Marcos Unified (San Diego),San Diego,Unified School District,21007,15,39.3,43,93.5,63.4,878,433,21,10,77016,8.9,51.24,64.89,10497,340,10659,111,7281,100,407,827
San Marino Unified (Los Angeles),Los Angeles,Unified School District,3072,9.9,7.2,43,96.4,84.2,245,144,20,11,83198,2.8,86.86,86.95,13389,448,13577,228,8076,59,1339,1198
San Pasqual Valley Unified (Imperial),Imperial,Unified School District,714,25.8,93,40,63.6,22.9,8,10,14,13,76270,20.1,13.59,27.82,21265,1108,21325,563,11505,16,2219,2478
San Ramon Valley Unified (Contra Costa),Contra Costa,Unified School District,32504,4.8,5.8,53,97,75.9,1931,1296,22,11,77512,4.8,77.3,82.33,10463,367,10902,122,6867,28,477,816
Sanger Unified (Fresno),Fresno,Unified School District,12102,15.7,72.9,32,93,49.1,374,38,19,10,67623,8.4,40.93,51.83,11369,979,12722,95,7151,2,441,1328
Santa Ana Unified (Orange),Orange,Unified School District,53131,38.7,80.4,8,89,52.7,1920,1389,22,14,94982,7.1,23.97,29.84,13208,827,14029,156,8862,3,618,1021
Santa Barbara Unified (Santa Barbara),Santa Barbara,Unified School District,15042,20.4,50.4,37,91,28.3,455,461,21,11,76314,11.6,43.34,54.92,12107,551,12747,115,7063,163,738,1186
Santa Clara Unified (Santa Clara),Santa Clara,Unified School District,15509,25.5,41.3,61,89,28.4,278,267,21,11,106910,9.9,50.65,58.47,16903,799,17763,0,11097,18,1014,1170
Santa Monica-Malibu Unified (Los Angeles),Los Angeles,Unified School District,10806,8.7,24.4,49,91,68.4,569,349,18,12,82621,9.3,61.25,74.53,15120,344,16466,82,9376,229,972,1467
Santa Paula Unified (Ventura),Ventura,Unified School District,5306,38.9,88.6,4,95.8,32.6,126,115,19,11,77740,7,24.13,31.1,12956,817,13594,140,8248,13,801,947
Scott Valley Unified (Siskiyou),Siskiyou,Unified School District,684,2.8,60.1,42,91.8,51.8,29,34,17,9,54945,18.3,47.65,48.24,12245,1086,13813,652,7001,0,1239,927
Scotts Valley Unified (Santa Cruz),Santa Cruz,Unified School District,2470,1.9,10.8,32,95.2,66.9,107,54,21,11,63898,7.5,66.88,74.24,10548,359,10547,94,6970,2,676,821
Selma Unified (Fresno),Fresno,Unified School District,6451,25.8,84,11,88.7,37.1,166,24,20,12,N/A,11.4,23.49,44.01,12432,1020,12987,112,8144,0,728,882
Shandon Joint Unified (San Luis Obispo),San Luis Obispo,Unified School District,321,46.7,78.2,24,90.9,15,3,1,17,5,59913,10.2,21.05,35.53,13385,1015,16232,147,8591,0,1106,1533
Shoreline Unified (Marin),Marin,Unified School District,510,39.8,23.1,36,93.3,82.1,23,11,12,12,85157,25.1,32.61,46.3,27574,1440,30169,343,15973,348,1917,3273
Sierra Sands Unified (Kern),Kern,Unified School District,5085,6.8,60.8,43,85.7,27.9,85,9,21,12,63270,13.7,32.46,47.84,10390,526,11464,62,6528,0,648,1080
Sierra Unified (Fresno),Fresno,Unified School District,1292,1,48.8,37,91.3,33.3,42,13,19,13,68810,19.7,37.27,48.45,13297,916,13595,0,7718,113,884,1883
Sierra-Plumas Joint Unified (Sierra),Sierra,Unified School District,407,4.2,46.9,20,100,46.2,12,3,18,11,60488,6.1,35.47,43.63,13908,702,16201,184,7944,0,1999,990
Silver Valley Unified (San Bernardino),San Bernardino,Unified School District,2104,6.2,56.4,55,92,21,17,9,17,9,69479,8.1,39,53.11,14336,236,15144,0,7870,2,1351,1742
Simi Valley Unified (Ventura),Ventura,Unified School District,16801,9.3,34.3,47,89.2,42.9,547,162,24,15,78540,9.7,43.22,54.78,10407,271,10984,167,6600,15,584,873
Snowline Joint Unified (San Bernardino),San Bernardino,Unified School District,7556,10.4,67.4,42,88.2,40.5,197,55,22,10,77941,19.6,33.47,43.79,11205,609,11343,35,6886,0,781,1081
Soledad Unified (Monterey),Monterey,Unified School District,4882,36.8,90.9,6,93.3,41.5,144,62,21,9,70294,11.4,18.76,30.36,12161,673,12971,93,7628,0,946,1088
Sonoma Valley Unified (Sonoma),Sonoma,Unified School District,4451,29,60.8,36,88.2,42.3,126,64,19,9,65909,11.7,27.95,41.28,13377,508,13645,66,8890,0,744,1203
South Pasadena Unified (Los Angeles),Los Angeles,Unified School District,4794,6.1,18.5,61,91.3,70.3,258,161,23,10,84070,5.3,78.99,84.4,10468,587,10518,103,6943,4,637,651
South San Francisco Unified (San Mateo),San Mateo,Unified School District,8707,21.8,41.6,54,81.2,21.8,133,58,20,10,75089,12.2,43.41,49.89,11520,467,12404,0,7064,16,577,1231
