District Name,County Name (District),District Type (District),Census Day Enrollment (District),English Learners % (District),Free/Reduced Meals % (District),Ethnic Diversity Index (District),Cohort Graduates % (District),Grads Mtg UC/CSU % (District),Grads Mtg UC/CSU # (District),ACT Test Takers # (District),Per Pupil Ratio: Teacher (District),Avg Years Teaching (District),Teacher Salary-Avg (District),Chronic Absenteeism % (District),CAASPP-Math Standard Exceeded or Met (Levels 3 and 4) (District),CAASPP-ELA Standard Exceeded or Met (Levels 3 and 4) (District),Current Exp of Educ per ADA (Ed Code 41372) (District),Gen Fund Exp by Object Code - 4000-4999 Books & Supplies Per Student (District),Total Gen Fund Revenues Per Student (District),Gen Fund Exp by Activity - 4000-4999 Ancillary Services Per Student # (District),Gen Fund Exp by Activity - 1000-1999 Instruction Per Student # (District),Gen Fund Exp by Activity - 5000-5999 Community Services Per Student # (District),Gen Fund Exp by Activity - 7000-7999 General Administration Per Student # (District),Gen Fund Exp by Activity - 3000-3999 Pupil Services Per Student # (District)
Klamath-Trinity Joint Unified (Humboldt),Humboldt,Unified School District,1019,0.4,89.1,20,86.3,2.9,2,0,15.3,9,62224,33.6,10.57,17.12,21840,1201,25022,218,11984,0,2453,2356
Konocti Unified (Lake),Lake,Unified School District,3575,21.7,84.2,45,58.6,33.6,49,16,22.2,8,61054,29.2,14.41,27.35,13401,798,14096,76,7755,0,752,2033
La Canada Unified (Los Angeles),Los Angeles,Unified School District,4135,4,4.5,52,100,86.8,296,138,22.7,11,88346,3.2,85.19,88.93,11554,467,12274,17,7294,18,1023,764
La Honda-Pescadero Unified (San Mateo),San Mateo,Unified School District,316,48.7,51.9,34,86.4,36.8,7,2,13,9,73203,16,31.18,42.94,22286,973,20696,336,11761,0,2599,1124
Laguna Beach Unified (Orange),Orange,Unified School District,2861,3.2,11.5,28,99.7,77.5,227,165,18.6,12,106910,6.4,77.79,82.46,20878,816,23306,704,12781,0,1785,2212
Lake Elsinore Unified (Riverside),Riverside,Unified School District,21820,9.4,65.9,39,88.8,40,551,169,21.9,13,90411,13.9,29.35,41.22,12262,832,12962,120,8302,54,654,1057
Lake Tahoe Unified (El Dorado),El Dorado,Unified School District,3872,23.4,56.5,42,86.5,28.8,74,54,18.6,12,76991,16.5,33.2,43.75,13380,546,13497,154,8570,71,778,1083
Lakeport Unified (Lake),Lake,Unified School District,1472,8.3,64.9,48,90.9,26.7,24,2,20.2,8,62141,18.6,21.23,29.28,13333,434,13935,318,7645,0,1324,1181
Lammersville Joint Unified (San Joaquin),San Joaquin,Unified School District,5348,8.7,17,65,97,41.1,118,52,21.2,4,69595,8.8,66.24,70.18,10136,392,10025,364,6060,0,638,687
Las Virgenes Unified (Los Angeles),Los Angeles,Unified School District,11138,5.6,11.9,29,93.8,64.1,586,322,22.4,8,82404,6.6,59.48,70.26,11323,449,11585,105,7490,0,763,842
Laton Joint Unified (Fresno),Fresno,Unified School District,677,40.2,84.3,15,88.9,32.5,13,8,14.4,5,56510,6.1,16.17,27.93,15300,1465,14505,183,8681,0,1428,1425
Laytonville Unified (Mendocino),Mendocino,Unified School District,360,6.7,68.3,45,3.1,100,1,1,14.4,9,57167,21.4,26.98,37.37,16874,1023,17150,506,8822,54,1617,1831
Leggett Valley Unified (Mendocino),Mendocino,Unified School District,128,5.5,57.8,29,redacted,0,0,N/A,10.8,11,54304,14.3,22.97,44.59,21808,879,22446,215,13341,0,2053,1567
Lincoln Unified (San Joaquin),San Joaquin,Unified School District,9348,14.5,61.2,55,96.4,35.9,239,59,22.5,12,75544,14.5,37.37,51.44,11749,577,12790,96,7666,7,616,1073
Linden Unified (San Joaquin),San Joaquin,Unified School District,2318,21.5,61.2,36,95.1,28.3,49,33,23.3,11,71593,11.7,31.89,39.68,11897,1006,12806,103,7193,13,889,1194
Lindsay Unified (Tulare),Tulare,Unified School District,4121,41.2,88.1,6,90.5,45.5,117,9,21.7,10,79644,8.4,28.95,46.66,17223,1216,19136,76,11201,2,848,1391
Live Oak Unified (Sutter),Sutter,Unified School District,1862,15.3,80.2,40,94.4,42.5,57,33,19.8,12,73026,10.9,39.03,52.17,11895,689,13297,105,7624,106,928,1158
Livermore Valley Joint Unified (Alameda),Alameda,Unified School District,13738,10.6,24.9,51,94.8,48.5,514,249,21,11,80447,5.1,50.16,62.93,12070,628,12065,96,7566,20,599,985
Lodi Unified (San Joaquin),San Joaquin,Unified School District,31654,19.2,65.9,56,88.9,27.5,517,474,20,12,75702,12.6,32.69,44.06,12377,591,13651,56,8232,0,710,1091
Lompoc Unified (Santa Barbara),Santa Barbara,Unified School District,10045,15.9,65.7,35,90,31.1,190,41,19.8,12,76881,14.6,28.74,44.14,12226,430,13549,181,7660,0,892,1131
Lone Pine Unified (Inyo),Inyo,Unified School District,308,22.4,61.7,46,93.8,13.3,2,1,21.1,12,74324,8.2,42.58,51.28,16910,1099,22243,264,9549,111,2019,1224
Long Beach Unified (Los Angeles),Los Angeles,Unified School District,73221,16.9,68.4,45,87.5,58.5,3004,582,23.2,16,94044,15.1,45.65,53.92,13154,309,14050,20,8772,137,499,865
Los Alamitos Unified (Orange),Orange,Unified School District,9730,2.2,16.8,55,97.6,74,552,262,24.5,14,103720,3.7,74.17,83.74,11472,358,11527,100,7873,3,779,755
Los Angeles Unified (Los Angeles),Los Angeles,Unified School District,607723,20.3,79.3,28,78,59.5,14669,9336,19,15,78962,18.4,33.47,43.9,15920,753,16644,283,9601,15,761,1474
Los Banos Unified (Merced),Merced,Unified School District,11075,28.9,75.7,18,95.1,42.7,334,58,24.7,10,84937,13.9,25.98,38.75,11821,563,12929,134,7242,0,802,1093
Los Molinos Unified (Tehama),Tehama,Unified School District,555,20.2,65.4,40,91.9,32.4,11,38,16.7,12,N/A,14.4,34.51,46.13,13845,873,15072,249,8151,0,1185,881
Lucerne Valley Unified (San Bernardino),San Bernardino,Unified School District,5416,6.3,54.5,49,85.7,22.2,8,1,20,6,N/A,25.7,21.98,33.17,16192,843,17966,183,9258,0,1894,1456
Lucia Mar Unified (San Luis Obispo),San Luis Obispo,Unified School District,10363,12.2,49.9,41,91.8,44.4,356,194,18.8,10,69127,10.4,42.06,56.06,11518,583,12105,133,7564,15,678,1037
Lynwood Unified (Los Angeles),Los Angeles,Unified School District,13802,26,92.5,7,90.1,41.7,393,160,23.8,14,82065,18.9,26.07,37.69,13466,725,14390,86,7876,70,1126,1023
Madera Unified (Madera),Madera,Unified School District,21040,30.5,88.7,11,89.5,35.7,393,271,21.1,11,75518,12.6,21.96,34.97,12481,544,14482,202,7727,2,736,1174
Mammoth Unified (Mono),Mono,Unified School District,1209,17.1,53.2,36,98.2,39.3,42,19,20.4,12,75293,10.9,36.83,52.22,12301,463,13033,132,8362,0,995,629
Manhattan Beach Unified (Los Angeles),Los Angeles,Unified School District,6583,1.7,4.7,41,97.7,77.5,452,269,22.7,13,89618,4.1,79.5,84.78,13848,395,13581,67,9152,0,975,966
Manteca Unified (San Joaquin),San Joaquin,Unified School District,23617,23.1,59.9,47,94.3,34.7,587,124,21.9,13,80457,12.2,28.89,47.4,11693,621,12300,3,7893,0,553,837
Maricopa Unified (Kern),Kern,Unified School District,7754,2.3,44.3,42,95.2,25,5,0,26.9,3,N/A,6.4,9.66,22.76,20295,1389,27221,26,12915,0,1958,2223
Mariposa County Unified (Mariposa),Mariposa,Unified School District,1838,4.8,65.5,34,94.4,31.8,48,16,18.1,10,62676,17.6,38.65,47.03,13384,1064,14769,135,7590,24,1125,1836
Martinez Unified (Contra Costa),Contra Costa,Unified School District,4164,8.8,26.3,50,89.6,36.6,113,42,21.1,12,75938,9.9,41.45,54.28,11498,311,11549,43,7849,0,764,921
Marysville Joint Unified (Yuba),Yuba,Unified School District,10153,21.9,78.5,51,85.2,24.2,117,42,22.5,12,76268,10.6,26.85,36.92,11837,657,13649,104,6922,0,788,1438
Mattole Unified (Humboldt),Humboldt,Unified School District,50,6,54,22,redacted,0,0,N/A,7.1,9,49987,14.3,42.31,61.54,34831,940,36337,0,22872,0,5096,1501
Maxwell Unified (Colusa),Colusa,Unified School District,340,34.4,65.3,38,93.5,6.9,2,0,18.2,7,66426,10.1,36.46,38.55,13015,885,14126,142,8225,0,1463,533
McFarland Unified (Kern),Kern,Unified School District,3484,41.2,89.8,2,90.4,0,0,16,23,11,74781,10.7,24.32,32.1,12622,935,15514,245,7808,88,787,944
Mendocino Unified (Mendocino),Mendocino,Unified School District,536,4.9,44.6,23,83.3,51.1,23,8,13,8,N/A,19.9,45.49,55.04,17492,785,18397,364,9809,0,1565,2175
Mendota Unified (Fresno),Fresno,Unified School District,3543,58.7,97.9,2,74.3,39.5,73,82,22.2,9,71200,12,29.34,41.5,12017,954,14787,0,7557,0,834,686
Middletown Unified (Lake),Lake,Unified School District,1747,5.5,51.9,34,96.2,30.4,38,11,22.4,6,58872,17.4,33.38,49.6,11240,433,11975,121,6701,0,1027,1118
Milpitas Unified (Santa Clara),Santa Clara,Unified School District,10172,27.7,31.3,52,93.4,57,426,72,22.9,11,89916,6.8,64.7,71.21,11632,388,12410,48,7939,0,602,691
Modoc Joint Unified (Modoc),Modoc,Unified School District,872,3.7,67.3,34,93,13.2,7,40,18.4,11,57806,23,22.88,35.39,11383,839,13701,228,6917,0,1036,598
Mojave Unified (Kern),Kern,Unified School District,2800,14.9,87.5,51,84.5,27.2,34,31,21.7,10,73594,25.8,13.76,25.83,12883,804,14668,116,7353,0,1071,1801
Monrovia Unified (Los Angeles),Los Angeles,Unified School District,5442,10.2,57.3,38,91.9,50,204,53,21.8,13,79117,13.5,43.46,58.72,13080,354,12982,125,8061,0,1003,1360
Montebello Unified (Los Angeles),Los Angeles,Unified School District,25409,33.2,82.6,5,80.9,37.2,669,276,24.1,18,97044,13.4,23.88,36.73,13362,445,14822,71,8587,41,868,1438
Monterey Peninsula Unified (Monterey),Monterey,Unified School District,10658,26.9,64,44,90.8,0.4,3,90,18.6,8,67488,14.2,24.89,36.06,13071,658,13875,113,7613,33,832,1141
Moorpark Unified (Ventura),Ventura,Unified School District,6255,14.5,35.7,44,91.3,54.1,237,112,21.4,15,72354,7.5,48.07,60.64,10610,204,11406,49,6764,0,937,745
Moreno Valley Unified (Riverside),Riverside,Unified School District,32763,19.9,82.4,30,91.2,41.9,890,227,22.4,13,87184,16.4,23.71,34.62,13689,598,14055,12,8917,7,572,1127
Morgan Hill Unified (Santa Clara),Santa Clara,Unified School District,8945,15.2,35.3,48,84,52.3,280,115,22.4,8,81305,12.6,39.18,48.96,11556,456,12676,98,7177,3,758,1035
Morongo Unified (San Bernardino),San Bernardino,Unified School District,8616,4.8,70.5,45,80.5,23.6,106,16,20.7,11,77850,17.7,27.36,41.43,13074,652,13466,73,8061,23,765,1385
Mountain Empire Unified (San Diego),San Diego,Unified School District,3288,17.2,54.2,45,87.3,40.4,36,20,13.7,6,61040,15,24.42,37.4,14333,907,15626,254,8381,0,1038,1835
Mountain Valley Unified (Trinity),Trinity,Unified School District,254,13,74.6,45,85,41.2,7,0,15.6,13,63631,17.2,40.56,43.36,18100,1286,18934,480,9920,0,1557,1725
Mt. Diablo Unified (Contra Costa),Contra Costa,Unified School District,31013,20.2,46.7,53,85.5,40.3,737,323,20.5,12,79123,12.4,38.51,49.73,12911,451,12947,71,8394,0,396,1329
Muroc Joint Unified (Kern),Kern,Unified School District,1793,0.7,31.8,54,65.9,34.1,29,8,19.9,9,65787,16.8,34.91,48.22,11382,460,13045,90,6786,10,1092,1007
Murrieta Valley Unified (Riverside),Riverside,Unified School District,23251,5.7,36,53,96.4,62.5,1261,459,24.1,13,88700,10,51.66,64.01,10841,405,11378,135,7269,15,638,875
Napa Valley Unified (Napa),Napa,Unified School District,17849,21.2,47.6,44,88.3,55.4,718,168,21.7,12,81717,11.7,34.84,47.91,12287,396,12793,106,7729,4,725,948
Natomas Unified (Sacramento),Sacramento,Unified School District,15290,12.4,56.2,71,94.1,59.7,413,772,19.3,8,68588,9.9,34.87,47.12,12512,639,12712,131,7515,0,1080,877
Needles Unified (San Bernardino),San Bernardino,Unified School District,993,1.4,75.8,51,98.5,19.4,13,6,21.3,11,76725,24.8,22.12,27.74,13569,467,16246,12,8529,0,1364,1070
New Haven Unified (Alameda),Alameda,Unified School District,11281,20.9,45.3,63,88.9,46.2,395,132,22,14,100808,48.4,41.92,50.86,12397,197,13061,115,8029,8,748,1035
Newark Unified (Alameda),Alameda,Unified School District,5758,22.5,48.8,51,87,33.2,136,31,26.5,12,88267,6.7,38.1,47.51,12026,475,12575,109,7669,0,795,1067
Newman-Crows Landing Unified (Stanislaus),Stanislaus,Unified School District,3225,30.7,63.7,25,95.6,46.5,100,18,20.9,10,73122,5.8,24.77,40.07,12836,854,14122,193,7418,0,1072,1305
Newport-Mesa Unified (Orange),Orange,Unified School District,20641,20.5,43.8,44,92.1,50.2,822,628,20.1,13,96260,10,53.08,63.12,14895,531,16707,201,8995,0,962,1176
North Monterey County Unified (Monterey),Monterey,Unified School District,4595,40.2,84.9,15,89.1,40.8,130,42,21,9,77557,14.4,20.48,34.37,13359,1137,14096,67,8383,0,926,1423
Norwalk-La Mirada Unified (Los Angeles),Los Angeles,Unified School District,17387,16.8,75.1,22,91.9,48.5,595,171,21.3,14,92057,9.7,34.99,47.24,13418,516,13769,67,8200,0,713,1258
Novato Unified (Marin),Marin,Unified School District,7690,16.2,36.3,48,91.4,59.3,351,197,20.3,11,79435,8.6,48.57,54.83,12840,540,13446,119,8251,0,786,1030
Oak Park Unified (Ventura),Ventura,Unified School District,4579,5.4,7.6,44,97.7,71.8,308,157,23.6,13,88959,3.1,73.58,80.64,10347,318,10538,68,6991,8,849,872
Oakdale Joint Unified (Stanislaus),Stanislaus,Unified School District,5396,11,44.3,38,88.2,32.8,113,38,23.2,12,79071,10.8,39.9,51.39,10934,651,11881,0,7280,0,662,946
Oakland Unified (Alameda),Alameda,Unified School District,50202,31.2,73,55,72.3,50,955,809,16.8,8,63134,28.7,27,33.3,16406,559,17862,367,9005,20,998,1453
Oceanside Unified (San Diego),San Diego,Unified School District,19749,14.5,57.2,44,86.9,47.2,546,207,21.8,13,82434,12.6,36.23,45.55,12842,329,13861,6,8489,4,697,1235
Ojai Unified (Ventura),Ventura,Unified School District,2453,14.1,50.2,38,92,47.8,77,15,22.4,17,67056,10.8,32.68,43.66,11470,485,13480,30,7175,120,1115,1048
Orange Unified (Orange),Orange,Unified School District,27473,21.7,47.1,43,94.5,49.9,1070,255,22.2,13,86774,10.8,44.89,57.59,11526,389,12320,94,7218,6,467,1137
Orland Joint Unified (Glenn),Glenn,Unified School District,2263,24.9,75.9,34,95,33.3,57,37,20,11,68968,8.5,18.49,36.06,12113,603,13475,120,7820,0,981,861
Owens Valley Unified (Inyo),Inyo,Unified School District,78,10.3,64.1,54,redacted,0,0,N/A,11.1,2,74660,25.6,28.57,38.78,26921,1238,28381,97,15055,37,3982,1101
Pacific Grove Unified (Monterey),Monterey,Unified School District,2035,4.1,20.4,41,91.5,49.3,69,31,17.2,11,101545,9,65.02,78.37,17747,490,18117,179,11048,0,1478,1476
Pajaro Valley Unified (Santa Cruz),Santa Cruz,Unified School District,20106,41.9,77.1,20,89.4,41.3,435,257,24.3,10,66666,10.9,23.35,32.38,15342,796,15014,158,9133,1,689,1779
Palm Springs Unified (Riverside),Riverside,Unified School District,22691,30.2,87.1,24,91.5,45.2,717,232,20.3,11,88407,16.2,28.27,42,14701,708,14815,151,9321,0,732,1343
Palo Alto Unified (Santa Clara),Santa Clara,Unified School District,11992,10.2,10,56,95.4,90.4,862,454,15.4,11,113022,5.9,81.66,81.48,22876,573,23117,168,15574,24,1216,1734
Palo Verde Unified (Riverside),Riverside,Unified School District,3018,9.9,75.6,33,90.3,23.1,54,7,22.3,8,78008,13.5,20.18,34,12712,493,13459,113,7796,0,906,1480
Palos Verdes Peninsula Unified (Los Angeles),Los Angeles,Unified School District,11217,6.8,8,54,98.1,71.1,770,426,22.7,14,86996,5.5,72.04,76.13,11738,438,12112,179,8170,10,641,817
Paradise Unified (Butte),Butte,Unified School District,4154,1.1,64.7,27,82.4,20.5,49,23,20.4,12,66202,31.7,redacted,redacted,12529,885,14208,100,9113,0,819,1099
Paramount Unified (Los Angeles),Los Angeles,Unified School District,14875,31.1,95.9,13,87.9,46.7,494,61,19.7,13,89306,9.9,29.49,41.18,13260,587,14196,44,8287,0,654,949
Parlier Unified (Fresno),Fresno,Unified School District,3471,51.2,98.2,2,89.3,26.8,56,33,21.9,10,69137,7.3,14.8,22.3,13088,696,14444,191,7288,29,1025,1421
Pasadena Unified (Los Angeles),Los Angeles,Unified School District,17748,15.1,57.6,44,85.4,48.8,521,166,21.5,13,72871,13.1,35.24,45.42,14039,406,14984,53,8279,14,883,1482
Paso Robles Joint Unified (San Luis Obispo),San Luis Obispo,Unified School District,6844,18.3,50.7,38,89.5,27.1,141,89,21.8,12,74121,14.4,35.84,47.51,12263,437,13220,179,8095,0,686,1190
Patterson Joint Unified (Stanislaus),Stanislaus,Unified School District,6077,35.2,76,27,89,27.4,106,15,21,8,75464,12,25.59,38.67,13217,956,14597,70,8377,10,1076,1231
Piedmont City Unified (Alameda),Alameda,Unified School District,2596,1,1.7,44,99.6,93.3,210,116,16.2,12,82005,4.6,86.57,87.23,16833,525,17104,237,11041,0,1304,1089
Pierce Joint Unified (Colusa),Colusa,Unified School District,1479,33.4,70.7,25,92.6,25,25,16,20.7,10,72311,5.4,32.36,41.66,10673,681,12838,188,6734,15,1082,640
Pittsburg Unified (Contra Costa),Contra Costa,Unified School District,11345,25.5,71.2,39,88.2,36,292,155,19.5,9,74828,14.9,20.81,35.46,13132,388,13603,115,8122,22,633,1428
Placentia-Yorba Linda Unified (Orange),Orange,Unified School District,25477,14.7,37.3,52,95,52.4,1032,436,24.5,15,85428,8.9,58.91,68.44,10951,364,11869,23,7405,3,376,776
Pleasanton Unified (Alameda),Alameda,Unified School District,14978,11.4,8.9,50,96.4,72.8,859,476,21.5,12,93992,3.4,75.03,78.92,11402,429,12056,0,7929,0,614,643
Plumas Unified (Plumas),Plumas,Unified School District,2187,3.7,50.6,30,85.2,32.6,30,9,17,10,57358,22.4,31.78,43.55,15873,1065,16733,283,8632,0,1387,2572
Pomona Unified (Los Angeles),Los Angeles,Unified School District,23185,23.2,89.3,15,89.4,46.5,659,266,13.3,15,81620,12.9,27.41,41.06,13569,909,14660,48,8628,29,710,1115
Porterville Unified (Tulare),Tulare,Unified School District,14205,26.5,77.6,19,90.4,34.8,452,283,22.4,12,83039,9.9,28.39,44.06,12509,607,14800,244,7795,231,454,1212
Potter Valley Community Unified (Mendocino),Mendocino,Unified School District,264,16.7,64,40,68.8,9.1,1,0,17,3,52437,18,25.48,38.85,16196,976,17578,204,9968,0,1703,2152
Poway Unified (San Diego),San Diego,Unified School District,36450,11.1,18.3,56,94.6,74.9,1968,941,24.4,11,79856,6.7,70.03,75.81,11284,399,11670,127,7464,9,612,899
Princeton Joint Unified (Glenn),Glenn,Unified School District,140,19.3,67.9,32,94.1,25,4,0,11.7,7,N/A,13.9,17.72,36.25,16276,1270,18270,157,7465,0,1587,1845
Ramona City Unified (San Diego),San Diego,Unified School District,5472,12.8,41.9,40,89,37.2,148,81,23.3,12,75391,14,37.98,52.99,11283,402,12049,15,6757,72,1043,1283
Redlands Unified (San Bernardino),San Bernardino,Unified School District,21240,8.8,58.9,50,92.1,56.5,878,174,22.3,14,84929,12.9,44.21,57.16,11782,354,12769,91,7711,12,568,1165
Redondo Beach Unified (Los Angeles),Los Angeles,Unified School District,10041,4.2,16.3,55,93.5,0,0,267,23,11,87394,6.2,72.44,77.78,10723,447,10508,0,7489,49,624,866
Reef-Sunset Unified (Kings),Kings,Unified School District,2677,48,91.6,3,91.9,59.7,95,112,21.5,10,73702,8.5,15.43,26.02,13150,1071,14443,29,6834,106,1345,1050
Rialto Unified (San Bernardino),San Bernardino,Unified School District,25066,23.7,88.9,17,90.9,46.1,795,190,22.3,13,86338,16.1,22.42,35.7,13556,554,14305,0,8023,0,764,1551
Rim of the World Unified (San Bernardino),San Bernardino,Unified School District,3236,10.9,59.5,39,87.4,30.2,65,26,24.3,13,72709,18.1,23.41,41.47,11869,587,12941,69,7176,6,873,1497
Ripon Unified (San Joaquin),San Joaquin,Unified School District,4628,9.3,37.4,49,97,52.8,103,46,23.4,6,72732,15.6,51.28,66.18,10313,595,11111,87,6818,143,819,785
River Delta Joint Unified (Sacramento),Sacramento,Unified School District,2354,18.9,54.1,41,87.8,42.4,64,27,21.6,8,58079,12.4,31.46,41.58,12864,845,13690,101,7590,0,893,1768
Riverbank Unified (Stanislaus),Stanislaus,Unified School District,3016,41.2,78.3,20,94.4,27.2,46,2,19.6,10,75761,11.6,27.14,38.95,15409,916,15858,124,10291,0,910,1138
Riverdale Joint Unified (Fresno),Fresno,Unified School District,1563,37.6,81.4,15,96.7,50.8,60,50,18.9,12,73006,8.5,31.95,41.74,13757,1029,14807,254,8428,0,843,1416
Riverside Unified (Riverside),Riverside,Unified School District,42153,16.4,65.1,37,95.3,52.5,1593,583,22.3,14,95171,11.2,36.07,50.85,12882,647,13023,159,8431,8,579,1090
Rocklin Unified (Placer),Placer,Unified School District,14088,3.9,17.1,41,95,66.6,620,311,20.9,10,81298,8.1,62.9,71.19,11036,530,11321,113,7464,15,637,719
Round Valley Unified (Mendocino),Mendocino,Unified School District,461,18.7,97,41,75,0,0,0,15,5,58578,27.2,11.48,24.88,20891,1871,21963,243,12166,0,2549,2127
Rowland Unified (Los Angeles),Los Angeles,Unified School District,13951,22.9,75.3,38,87.8,44.8,427,119,23.5,14,87873,10,41.04,51,12965,666,14091,65,8264,34,745,900
Sacramento City Unified (Sacramento),Sacramento,Unified School District,46933,19,71,63,84.7,50.7,1106,468,20.7,13,75296,16.6,32.52,42.63,13687,379,14422,90,9292,6,613,1249
Saddleback Valley Unified (Orange),Orange,Unified School District,26747,17.4,29.8,51,92.8,53.3,1137,479,26,15,89371,8.4,53.2,63.83,11602,643,12163,89,8291,0,458,787
Saint Helena Unified (Napa),Napa,Unified School District,1267,17.3,38.9,37,90.1,53.2,58,28,14.7,10,127866,8,50.41,66.89,26594,1125,29887,298,16717,148,2269,1724
San Bernardino City Unified (San Bernardino),San Bernardino,Unified School District,52773,23.4,88.4,24,90.4,36.8,1075,480,20.9,12,86401,18.3,27.29,40.16,15491,956,15764,0,9685,21,699,1717
San Diego Unified (San Diego),San Diego,Unified School District,124105,21.1,58.5,56,88,73,4421,1944,20,14,83542,12.4,48.47,56.85,13888,364,14607,46,9159,16,523,1741
San Francisco Unified (San Francisco),San Francisco,Unified School District,60390,28.1,51.4,63,86.4,67.3,2306,1077,16,13,75872,18.8,50.55,56.28,16371,496,18440,101,9721,0,867,1413
San Gabriel Unified (Los Angeles),Los Angeles,Unified School District,5679,20.5,58.4,45,93,57.2,245,72,19.7,10,80428,7.5,52.51,61.62,12874,381,13528,85,8343,0,828,1319
San Jacinto Unified (Riverside),Riverside,Unified School District,11568,17.6,76.6,31,93.8,38.2,281,34,20.2,8,79783,12.5,22.36,36,12859,889,13884,0,8370,0,1028,963
San Jose Unified (Santa Clara),Santa Clara,Unified School District,31114,22.9,42.7,49,90.6,0.1,2,443,21.2,10,76442,12.1,43.56,54.91,12363,410,13282,166,7198,0,671,1217
San Juan Unified (Sacramento),Sacramento,Unified School District,50509,13.7,52.4,48,88,48.1,1226,456,20.8,13,78090,14.3,37.16,46.37,12717,471,13210,63,8085,40,633,1027
San Leandro Unified (Alameda),Alameda,Unified School District,8926,29.7,61.9,56,89,39.3,261,78,21.3,10,91590,15.3,28.71,42.13,12590,312,13351,91,8520,0,729,884
San Lorenzo Unified (Alameda),Alameda,Unified School District,11256,27.1,63,48,88.3,47.2,385,189,20.7,11,N/A,12.9,23.16,33.21,13451,454,13789,65,8253,4,833,1107
San Lorenzo Valley Unified (Santa Cruz),Santa Cruz,Unified School District,5251,2.5,21.7,36,98.5,57.8,78,25,21.6,8,71804,6,47.25,61.72,12503,743,13397,140,7300,0,1187,1469
San Luis Coastal Unified (San Luis Obispo),San Luis Obispo,Unified School District,7813,10.3,34.5,40,95.3,58.5,318,174,21,11,76948,9.4,64.08,70.28,13291,619,14073,234,7775,0,934,1449
San Marcos Unified (San Diego),San Diego,Unified School District,21122,14.5,35.2,47,94.3,36.5,497,422,487.8,3,80122,7.5,52.61,66.76,11293,336,11814,110,7894,94,433,962
San Marino Unified (Los Angeles),Los Angeles,Unified School District,2967,11.9,7.1,43,95.3,78,206,95,19.5,12,85167,1.6,87.47,89.03,13984,373,14745,150,8450,80,1361,1092
San Pasqual Valley Unified (Imperial),Imperial,Unified School District,689,23.4,93.2,40,81.1,18.6,8,6,14.9,12,78969,18.5,13.11,27.1,23371,1340,24866,533,11923,29,2563,3096
San Ramon Valley Unified (Contra Costa),Contra Costa,Unified School District,32138,5.4,5.7,53,97.4,73.6,1876,1077,22.6,11,80847,5,77.51,81.49,10936,407,11609,136,7066,35,581,894
Sanger Unified (Fresno),Fresno,Unified School District,12305,15.1,65.9,31,95.4,51.5,403,62,19.9,10,71234,7.5,43.19,52.75,12173,633,13678,158,7425,2,600,1369
Santa Ana Unified (Orange),Orange,Unified School District,51482,33.9,80.7,8,87.6,43.5,1381,1162,22.6,14,94411,7.8,25.09,31.62,13912,542,15003,155,9222,5,701,1155
Santa Barbara Unified (Santa Barbara),Santa Barbara,Unified School District,14801,17.8,50.5,37,90.9,53,758,395,20.6,12,76685,11.8,45.02,54.21,13197,651,13393,131,7685,164,844,1310
Santa Clara Unified (Santa Clara),Santa Clara,Unified School District,15387,26.8,36.6,61,87.1,46.2,436,193,22.1,12,111914,10.6,52.07,62.17,19129,1003,19699,0,12317,36,1177,1307
Santa Monica-Malibu Unified (Los Angeles),Los Angeles,Unified School District,10625,8.4,24.4,48,93.8,4.2,35,280,19.3,13,83374,9.6,61.25,74.44,15636,635,15975,86,9717,242,1063,1348
Santa Paula Unified (Ventura),Ventura,Unified School District,5270,35.8,87,4,94.3,39.7,158,126,19.3,11,79608,9.1,25.5,34.34,13417,678,14302,170,8244,15,860,1001
Scott Valley Unified (Siskiyou),Siskiyou,Unified School District,668,1.6,60.9,42,93.5,48.8,21,27,17,8,56250,14.1,45.79,48.6,13861,1219,15781,496,7776,0,1270,1236
Scotts Valley Unified (Santa Cruz),Santa Cruz,Unified School District,2421,1.9,11,32,95.5,74.9,143,60,22.5,11,63668,6.3,63.34,74.56,10290,342,10991,107,6757,0,672,774
Selma Unified (Fresno),Fresno,Unified School District,6393,26.5,83.4,10,91.2,6.6,31,12,20.2,13,81123,11,23.55,43.78,13766,936,14461,135,8699,0,822,1112
Shandon Joint Unified (San Luis Obispo),San Luis Obispo,Unified School District,297,42.1,78.5,24,88.9,25,4,2,14.6,5,59886,8.3,25.32,32.03,15797,1028,17176,147,9227,159,1116,1574
Shoreline Unified (Marin),Marin,Unified School District,508,42.1,66.9,35,94.3,66.7,22,4,N/A,N/A,87808,17.7,27.41,43.63,29742,1401,32028,275,17357,272,2208,2975
Sierra Sands Unified (Kern),Kern,Unified School District,5118,6.5,65.2,43,89.6,22,74,15,21.1,11,68495,11.7,36.07,50.68,11818,760,12476,78,7392,2,722,1277
Sierra Unified (Fresno),Fresno,Unified School District,1271,0.8,47.8,37,93.5,39,39,14,18.7,13,72309,20.5,35.99,50,14414,1023,14994,0,8243,123,1006,2090
Sierra-Plumas Joint Unified (Sierra),Sierra,Unified School District,407,3.7,44.5,22,100,30.4,7,3,16.4,10,61814,3.4,36.76,43.69,15341,822,16715,198,9018,0,2163,1003
Silver Valley Unified (San Bernardino),San Bernardino,Unified School District,2167,5.4,56,54,90.5,0,0,2,19.5,9,69446,10.8,34.99,50.61,14902,578,16723,31,8175,2,1398,1807
