Calculation1,City,County/State/ Territory,Count,Gender,School,Pivot Field Values
ALAMEDA COMMUNITY LEARNING CTR50011,Alameda,Alameda,App,Female,ALAMEDA COMMUNITY LEARNING CTR,9
ALAMEDA COMMUNITY LEARNING CTR50011,Alameda,Alameda,Enr,All,ALAMEDA COMMUNITY LEARNING CTR,9
ALAMEDA COMMUNITY LEARNING CTR50011,Alameda,Alameda,Adm,All,ALAMEDA COMMUNITY LEARNING CTR,14
ALAMEDA COMMUNITY LEARNING CTR50011,Alameda,Alameda,App,All,ALAMEDA COMMUNITY LEARNING CTR,19
ALAMEDA HIGH SCHOOL50005,Alameda,Alameda,Enr,Male,ALAMEDA HIGH SCHOOL,39
ALAMEDA HIGH SCHOOL50005,Alameda,Alameda,Adm,Male,ALAMEDA HIGH SCHOOL,81
ALAMEDA HIGH SCHOOL50005,Alameda,Alameda,App,Male,ALAMEDA HIGH SCHOOL,114
ALAMEDA HIGH SCHOOL50005,Alameda,Alameda,Enr,Female,ALAMEDA HIGH SCHOOL,37
ALAMEDA HIGH SCHOOL50005,Alameda,Alameda,Adm,Female,ALAMEDA HIGH SCHOOL,71
ALAMEDA HIGH SCHOOL50005,Alameda,Alameda,App,Female,ALAMEDA HIGH SCHOOL,104
ALAMEDA HIGH SCHOOL50005,Alameda,Alameda,Enr,All,ALAMEDA HIGH SCHOOL,77
ALAMEDA HIGH SCHOOL50005,Alameda,Alameda,Adm,All,ALAMEDA HIGH SCHOOL,154
ALAMEDA HIGH SCHOOL50005,Alameda,Alameda,App,All,ALAMEDA HIGH SCHOOL,221
ALAMEDA SCIENCE & TECHLGY INST50029,Alameda,Alameda,Enr,Male,ALAMEDA SCIENCE & TECHLGY INST,5
ALAMEDA SCIENCE & TECHLGY INST50029,Alameda,Alameda,Adm,Male,ALAMEDA SCIENCE & TECHLGY INST,9
ALAMEDA SCIENCE & TECHLGY INST50029,Alameda,Alameda,App,Male,ALAMEDA SCIENCE & TECHLGY INST,14
ALAMEDA SCIENCE & TECHLGY INST50029,Alameda,Alameda,Enr,Female,ALAMEDA SCIENCE & TECHLGY INST,14
ALAMEDA SCIENCE & TECHLGY INST50029,Alameda,Alameda,Adm,Female,ALAMEDA SCIENCE & TECHLGY INST,20
ALAMEDA SCIENCE & TECHLGY INST50029,Alameda,Alameda,App,Female,ALAMEDA SCIENCE & TECHLGY INST,22
ALAMEDA SCIENCE & TECHLGY INST50029,Alameda,Alameda,Enr,All,ALAMEDA SCIENCE & TECHLGY INST,19
ALAMEDA SCIENCE & TECHLGY INST50029,Alameda,Alameda,Adm,All,ALAMEDA SCIENCE & TECHLGY INST,31
ALAMEDA SCIENCE & TECHLGY INST50029,Alameda,Alameda,App,All,ALAMEDA SCIENCE & TECHLGY INST,38
ALBANY HIGH SCHOOL50035,Albany,Alameda,Enr,Male,ALBANY HIGH SCHOOL,22
ALBANY HIGH SCHOOL50035,Albany,Alameda,Adm,Male,ALBANY HIGH SCHOOL,36
ALBANY HIGH SCHOOL50035,Albany,Alameda,App,Male,ALBANY HIGH SCHOOL,57
ALBANY HIGH SCHOOL50035,Albany,Alameda,Enr,Female,ALBANY HIGH SCHOOL,33
ALBANY HIGH SCHOOL50035,Albany,Alameda,Adm,Female,ALBANY HIGH SCHOOL,57
ALBANY HIGH SCHOOL50035,Albany,Alameda,App,Female,ALBANY HIGH SCHOOL,94
ALBANY HIGH SCHOOL50035,Albany,Alameda,Enr,All,ALBANY HIGH SCHOOL,56
ALBANY HIGH SCHOOL50035,Albany,Alameda,Adm,All,ALBANY HIGH SCHOOL,94
ALBANY HIGH SCHOOL50035,Albany,Alameda,App,All,ALBANY HIGH SCHOOL,153
ALEXANDER HAMILTON HIGH SCHOOL51525,Los Angeles,Los Angeles,Enr,Male,ALEXANDER HAMILTON HIGH SCHOOL,19
ALEXANDER HAMILTON HIGH SCHOOL51525,Los Angeles,Los Angeles,Adm,Male,ALEXANDER HAMILTON HIGH SCHOOL,43
ALEXANDER HAMILTON HIGH SCHOOL51525,Los Angeles,Los Angeles,App,Male,ALEXANDER HAMILTON HIGH SCHOOL,79
ALEXANDER HAMILTON HIGH SCHOOL51525,Los Angeles,Los Angeles,Enr,Female,ALEXANDER HAMILTON HIGH SCHOOL,29
ALEXANDER HAMILTON HIGH SCHOOL51525,Los Angeles,Los Angeles,Adm,Female,ALEXANDER HAMILTON HIGH SCHOOL,66
ALEXANDER HAMILTON HIGH SCHOOL51525,Los Angeles,Los Angeles,App,Female,ALEXANDER HAMILTON HIGH SCHOOL,131
ALEXANDER HAMILTON HIGH SCHOOL51525,Los Angeles,Los Angeles,Enr,All,ALEXANDER HAMILTON HIGH SCHOOL,48
ALEXANDER HAMILTON HIGH SCHOOL51525,Los Angeles,Los Angeles,Adm,All,ALEXANDER HAMILTON HIGH SCHOOL,109
ALEXANDER HAMILTON HIGH SCHOOL51525,Los Angeles,Los Angeles,App,All,ALEXANDER HAMILTON HIGH SCHOOL,211
ALHAMBRA HIGH SCHOOL50050,Alhambra,Los Angeles,Enr,Male,ALHAMBRA HIGH SCHOOL,30
ALHAMBRA HIGH SCHOOL50050,Alhambra,Los Angeles,Adm,Male,ALHAMBRA HIGH SCHOOL,47
ALHAMBRA HIGH SCHOOL50050,Alhambra,Los Angeles,App,Male,ALHAMBRA HIGH SCHOOL,79
ALHAMBRA HIGH SCHOOL50050,Alhambra,Los Angeles,Enr,Female,ALHAMBRA HIGH SCHOOL,62
ALHAMBRA HIGH SCHOOL50050,Alhambra,Los Angeles,Adm,Female,ALHAMBRA HIGH SCHOOL,88
ALHAMBRA HIGH SCHOOL50050,Alhambra,Los Angeles,App,Female,ALHAMBRA HIGH SCHOOL,146
ALHAMBRA HIGH SCHOOL50050,Alhambra,Los Angeles,Enr,All,ALHAMBRA HIGH SCHOOL,92
ALHAMBRA HIGH SCHOOL50050,Alhambra,Los Angeles,Adm,All,ALHAMBRA HIGH SCHOOL,135
ALHAMBRA HIGH SCHOOL50050,Alhambra,Los Angeles,App,All,ALHAMBRA HIGH SCHOOL,226
ALHAMBRA HIGH SCHOOL51915,Martinez,Contra Costa,Enr,Male,ALHAMBRA HIGH SCHOOL,6
ALHAMBRA HIGH SCHOOL51915,Martinez,Contra Costa,Adm,Male,ALHAMBRA HIGH SCHOOL,9
ALHAMBRA HIGH SCHOOL51915,Martinez,Contra Costa,App,Male,ALHAMBRA HIGH SCHOOL,16
ALHAMBRA HIGH SCHOOL51915,Martinez,Contra Costa,Enr,Female,ALHAMBRA HIGH SCHOOL,8
ALHAMBRA HIGH SCHOOL51915,Martinez,Contra Costa,Adm,Female,ALHAMBRA HIGH SCHOOL,14
ALHAMBRA HIGH SCHOOL51915,Martinez,Contra Costa,App,Female,ALHAMBRA HIGH SCHOOL,33
ALHAMBRA HIGH SCHOOL51915,Martinez,Contra Costa,Enr,All,ALHAMBRA HIGH SCHOOL,14
ALHAMBRA HIGH SCHOOL51915,Martinez,Contra Costa,Adm,All,ALHAMBRA HIGH SCHOOL,24
ALHAMBRA HIGH SCHOOL51915,Martinez,Contra Costa,App,All,ALHAMBRA HIGH SCHOOL,50
ALISAL HIGH SCHOOL52742,Salinas,Monterey,Enr,Male,ALISAL HIGH SCHOOL,17
ALISAL HIGH SCHOOL52742,Salinas,Monterey,Adm,Male,ALISAL HIGH SCHOOL,33
ALISAL HIGH SCHOOL52742,Salinas,Monterey,App,Male,ALISAL HIGH SCHOOL,54
ALISAL HIGH SCHOOL52742,Salinas,Monterey,Enr,Female,ALISAL HIGH SCHOOL,31
ALISAL HIGH SCHOOL52742,Salinas,Monterey,Adm,Female,ALISAL HIGH SCHOOL,55
ALISAL HIGH SCHOOL52742,Salinas,Monterey,App,Female,ALISAL HIGH SCHOOL,93
ALISAL HIGH SCHOOL52742,Salinas,Monterey,Enr,All,ALISAL HIGH SCHOOL,49
ALISAL HIGH SCHOOL52742,Salinas,Monterey,Adm,All,ALISAL HIGH SCHOOL,89
ALISAL HIGH SCHOOL52742,Salinas,Monterey,App,All,ALISAL HIGH SCHOOL,148
ALISO NIGUEL HIGH SCHOOL51324,Aliso Viejo,Orange,Enr,Male,ALISO NIGUEL HIGH SCHOOL,36
ALISO NIGUEL HIGH SCHOOL51324,Aliso Viejo,Orange,Adm,Male,ALISO NIGUEL HIGH SCHOOL,59
ALISO NIGUEL HIGH SCHOOL51324,Aliso Viejo,Orange,App,Male,ALISO NIGUEL HIGH SCHOOL,105
ALISO NIGUEL HIGH SCHOOL51324,Aliso Viejo,Orange,Enr,Female,ALISO NIGUEL HIGH SCHOOL,34
ALISO NIGUEL HIGH SCHOOL51324,Aliso Viejo,Orange,Adm,Female,ALISO NIGUEL HIGH SCHOOL,68
ALISO NIGUEL HIGH SCHOOL51324,Aliso Viejo,Orange,App,Female,ALISO NIGUEL HIGH SCHOOL,115
ALISO NIGUEL HIGH SCHOOL51324,Aliso Viejo,Orange,Enr,All,ALISO NIGUEL HIGH SCHOOL,70
ALISO NIGUEL HIGH SCHOOL51324,Aliso Viejo,Orange,Adm,All,ALISO NIGUEL HIGH SCHOOL,127
ALISO NIGUEL HIGH SCHOOL51324,Aliso Viejo,Orange,App,All,ALISO NIGUEL HIGH SCHOOL,221
ALLIANCE COLLINS FAMILY COLRDY54118,Huntington Park,Los Angeles,Enr,Male,ALLIANCE COLLINS FAMILY COLRDY,8
ALLIANCE COLLINS FAMILY COLRDY54118,Huntington Park,Los Angeles,Adm,Male,ALLIANCE COLLINS FAMILY COLRDY,20
ALLIANCE COLLINS FAMILY COLRDY54118,Huntington Park,Los Angeles,App,Male,ALLIANCE COLLINS FAMILY COLRDY,33
ALLIANCE COLLINS FAMILY COLRDY54118,Huntington Park,Los Angeles,Enr,Female,ALLIANCE COLLINS FAMILY COLRDY,17
ALLIANCE COLLINS FAMILY COLRDY54118,Huntington Park,Los Angeles,Adm,Female,ALLIANCE COLLINS FAMILY COLRDY,30
ALLIANCE COLLINS FAMILY COLRDY54118,Huntington Park,Los Angeles,App,Female,ALLIANCE COLLINS FAMILY COLRDY,56
ALLIANCE COLLINS FAMILY COLRDY54118,Huntington Park,Los Angeles,Enr,All,ALLIANCE COLLINS FAMILY COLRDY,25
ALLIANCE COLLINS FAMILY COLRDY54118,Huntington Park,Los Angeles,Adm,All,ALLIANCE COLLINS FAMILY COLRDY,50
ALLIANCE COLLINS FAMILY COLRDY54118,Huntington Park,Los Angeles,App,All,ALLIANCE COLLINS FAMILY COLRDY,89
ALLIANCE DR OLGA MOHAN HIGH SC51779,Los Angeles,Los Angeles,Enr,Male,ALLIANCE DR OLGA MOHAN HIGH SC,10
ALLIANCE DR OLGA MOHAN HIGH SC51779,Los Angeles,Los Angeles,Adm,Male,ALLIANCE DR OLGA MOHAN HIGH SC,15
ALLIANCE DR OLGA MOHAN HIGH SC51779,Los Angeles,Los Angeles,App,Male,ALLIANCE DR OLGA MOHAN HIGH SC,25
ALLIANCE DR OLGA MOHAN HIGH SC51779,Los Angeles,Los Angeles,Enr,Female,ALLIANCE DR OLGA MOHAN HIGH SC,5
ALLIANCE DR OLGA MOHAN HIGH SC51779,Los Angeles,Los Angeles,Adm,Female,ALLIANCE DR OLGA MOHAN HIGH SC,17
ALLIANCE DR OLGA MOHAN HIGH SC51779,Los Angeles,Los Angeles,App,Female,ALLIANCE DR OLGA MOHAN HIGH SC,29
ALLIANCE DR OLGA MOHAN HIGH SC51779,Los Angeles,Los Angeles,Enr,All,ALLIANCE DR OLGA MOHAN HIGH SC,15
ALLIANCE DR OLGA MOHAN HIGH SC51779,Los Angeles,Los Angeles,Adm,All,ALLIANCE DR OLGA MOHAN HIGH SC,32
ALLIANCE DR OLGA MOHAN HIGH SC51779,Los Angeles,Los Angeles,App,All,ALLIANCE DR OLGA MOHAN HIGH SC,54
ALLIANCE GERTZ-RESSLER HIGH SC53983,Los Angeles,Los Angeles,Enr,Male,ALLIANCE GERTZ-RESSLER HIGH SC,6
ALLIANCE GERTZ-RESSLER HIGH SC53983,Los Angeles,Los Angeles,Adm,Male,ALLIANCE GERTZ-RESSLER HIGH SC,12
ALLIANCE GERTZ-RESSLER HIGH SC53983,Los Angeles,Los Angeles,App,Male,ALLIANCE GERTZ-RESSLER HIGH SC,16
ALLIANCE GERTZ-RESSLER HIGH SC53983,Los Angeles,Los Angeles,Enr,Female,ALLIANCE GERTZ-RESSLER HIGH SC,13
ALLIANCE GERTZ-RESSLER HIGH SC53983,Los Angeles,Los Angeles,Adm,Female,ALLIANCE GERTZ-RESSLER HIGH SC,26
